Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,1D,Lng,Y/Tgt,R/G,Y/G,Fmb,Year,Category
Zay Jones,BUF,23,WR,16,15,102,56,54.9%,652,11.6,7,33,57,6.4,3.5,40.8,1,2018,receiving
David Njoku,CLE,22,TE,16,14,88,56,63.6%,639,11.4,4,27,66,7.3,3.5,39.9,0,2018,receiving
,,,,,,,,,,,,,,,,,,2018,receiving
James Conner*,PIT,23,RB,13,12,71,55,77.5%,497,9.0,1,20,29,7.0,4.2,38.2,4,2018,receiving
Jimmy Graham,GNB,32,TE,16,12,89,55,61.8%,636,11.6,2,32,54,7.1,3.4,39.8,0,2018,receiving
D.J. Moore,CAR,21,WR,16,10,82,55,67.1%,788,14.3,2,33,82,9.6,3.4,49.3,4,2018,receiving
Allen Robinson,CHI,25,WR,13,12,94,55,58.5%,754,13.7,4,41,43,8.0,4.2,58.0,1,2018,receiving
T.J. Yeldon,JAX,25,rb,14,5,78,55,70.5%,487,8.9,4,20,37,6.2,3.9,34.8,1,2018,receiving
Trey Burton,CHI,27,TE,16,16,76,54,71.1%,569,10.5,6,29,47,7.5,3.4,35.6,1,2018,receiving
Michael Crabtree,BAL,31,WR,16,16,100,54,54.0%,607,11.2,3,37,27,6.1,3.4,37.9,0,2018,receiving
Jordan Reed,WAS,28,TE,13,8,84,54,64.3%,558,10.3,2,26,34,6.6,4.2,42.9,1,2018,receiving
Kenyan Drake,MIA,24,rb,16,7,73,53,72.6%,477,9.0,5,23,52,6.5,3.3,29.8,2,2018,receiving
Chester Rogers,IND,24,WR,16,10,72,53,73.6%,485,9.2,2,33,34,6.7,3.3,30.3,1,2018,receiving
Robby Anderson,NYJ,25,WR,14,9,94,50,53.2%,752,15.0,6,30,76,8.0,3.6,53.7,2,2018,receiving
Doug Baldwin,SEA,30,WR,13,13,73,50,68.5%,618,12.4,5,33,42,8.5,3.8,47.5,0,2018,receiving
Melvin Gordon*,LAC,25,RB,12,12,66,50,75.8%,490,9.8,4,22,66,7.4,4.2,40.8,1,2018,receiving
David Johnson,ARI,27,RB,16,16,76,50,65.8%,446,8.9,3,22,40,5.9,3.1,27.9,3,2018,receiving
Vance McDonald ,PIT,28,TE,15,14,72,50,69.4%,610,12.2,4,33,75,8.5,3.3,40.7,2,2018,receiving
Donte Moncrief,JAX,25,WR,16,14,89,48,53.9%,668,13.9,3,28,80,7.5,3.0,41.8,1,2018,receiving
Rob Gronkowski,NWE,29,TE,13,11,72,47,65.3%,682,14.5,3,42,42,9.5,3.6,52.5,1,2018,receiving
Duke Johnson,CLE,25,,16,2,62,47,75.8%,429,9.1,3,25,32,6.9,2.9,26.8,1,2018,receiving
A.J. Green,CIN,30,WR,9,9,77,46,59.7%,694,15.1,6,37,38,9.0,5.1,77.1,2,2018,receiving
Evan Engram,NYG,24,TE,11,8,64,45,70.3%,577,12.8,3,22,54,9.0,4.1,52.5,0,2018,receiving
Seth Roberts,OAK,27,WR,15,7,64,45,70.3%,494,11.0,2,24,44,7.7,3.0,32.9,0,2018,receiving
Josh Doctson,WAS,26,WR,15,12,78,44,56.4%,532,12.1,2,31,32,6.8,2.9,35.5,0,2018,receiving
Devin Funchess,CAR,24,WR,14,12,79,44,55.7%,549,12.5,4,35,27,6.9,3.1,39.2,0,2018,receiving
Antonio Callaway,CLE,21,WR,16,11,79,43,54.4%,586,13.6,5,27,71,7.4,2.7,36.6,1,2018,receiving
Christian Kirk,ARI,22,WR,12,7,68,43,63.2%,590,13.7,3,21,75,8.7,3.6,49.2,0,2018,receiving
Joe Mixon,CIN,22,B,14,13,55,43,78.2%,296,6.9,1,14,21,5.4,3.1,21.1,0,2018,receiving
C.J. Uzomah,CIN,25,TE,16,15,64,43,67.2%,439,10.2,3,21,29,6.9,2.7,27.4,0,2018,receiving
Mike Williams,LAC,24,wr,16,5,66,43,65.2%,664,15.4,10,42,55,10.1,2.7,41.5,0,2018,receiving
Jarius Wright,CAR,29,wr,16,6,59,43,72.9%,447,10.4,1,24,33,7.6,2.7,27.9,3,2018,receiving
Kendrick Bourne,SFO,23,wr,16,8,66,42,63.6%,487,11.6,4,30,33,7.4,2.6,30.4,1,2018,receiving
,,,,,,,,,,,,,,,,,,2018,receiving
John Brown,BAL,28,WR,16,15,97,42,43.3%,715,17.0,5,28,71,7.4,2.6,44.7,0,2018,receiving
Courtland Sutton,DEN,23,wr,16,9,84,42,50.0%,704,16.8,4,30,42,8.4,2.6,44.0,0,2018,receiving
Josh Gordon,2TM,27,,12,12,71,41,57.7%,737,18.0,4,30,55,10.4,3.4,61.4,0,2018,receiving
DeSean Jackson,TAM,32,WR,12,10,74,41,55.4%,774,18.9,4,31,75,10.5,3.4,64.5,0,2018,receiving
Chris Thompson,WAS,28,,10,0,55,41,74.5%,268,6.5,1,12,23,4.9,4.1,26.8,1,2018,receiving
Tyrell Williams,LAC,26,WR,16,10,65,41,63.1%,653,15.9,5,34,75,10.0,2.6,40.8,2,2018,receiving
Dalvin Cook,MIN,23,RB,11,10,49,40,81.6%,305,7.6,2,15,27,6.2,3.6,27.7,2,2018,receiving
Cooper Kupp,LAR,25,WR,8,8,55,40,72.7%,566,14.2,6,25,70,10.3,5.0,70.8,0,2018,receiving
Sammy Watkins,KAN,25,WR,10,9,55,40,72.7%,519,13.0,3,30,50,9.4,4.0,51.9,1,2018,receiving
Austin Ekeler,LAC,23,,14,3,53,39,73.6%,404,10.4,3,19,44,7.6,2.8,28.9,1,2018,receiving
Chris Herndon,NYJ,22,TE,16,12,56,39,69.6%,502,12.9,4,25,32,9.0,2.4,31.4,2,2018,receiving
Rashard Higgins,CLE,24,,13,1,53,39,73.6%,572,14.7,4,27,40,10.8,3.0,44.0,2,2018,receiving
Curtis Samuel,CAR,22,WR,13,8,65,39,60.0%,494,12.7,5,24,53,7.6,3.0,38.0,1,2018,receiving
Devontae Booker,DEN,26,,16,0,51,38,74.5%,275,7.2,0,9,30,5.4,2.4,17.2,1,2018,receiving
Randall Cobb,GNB,28,wr,9,6,61,38,62.3%,383,10.1,2,18,75,6.3,4.2,42.6,2,2018,receiving
Keelan Cole,JAX,25,WR,16,11,70,38,54.3%,491,12.9,1,25,35,7.0,2.4,30.7,2,2018,receiving
Quincy Enunwa,NYJ,26,WR,11,10,68,38,55.9%,449,11.8,1,22,42,6.6,3.5,40.8,2,2018,receiving
Jacquizz Rodgers,TAM,28,,16,0,45,38,84.4%,304,8.0,0,13,24,6.8,2.4,19.0,1,2018,receiving
Marquez Valdes-Scantling,GNB,24,WR,16,10,73,38,52.1%,581,15.3,2,23,60,8.0,2.4,36.3,0,2018,receiving
Jermaine Kearse,NYJ,28,,14,9,76,37,48.7%,371,10.0,1,20,29,4.9,2.6,26.5,0,2018,receiving
Kenny Stills,MIA,26,WR,15,15,64,37,57.8%,553,14.9,6,27,75,8.6,2.5,36.9,1,2018,receiving
Taywan Taylor,TEN,23,wr,13,5,56,37,66.1%,466,12.6,1,19,55,8.3,2.8,35.8,1,2018,receiving
Ryan Switzer,PIT,24,,16,1,44,36,81.8%,253,7.0,1,15,24,5.8,2.3,15.8,2,2018,receiving
Ian Thomas,CAR,22,te,16,6,49,36,73.5%,333,9.3,2,20,31,6.8,2.3,20.8,0,2018,receiving
Javorius Allen,BAL,27,,14,0,43,35,81.4%,196,5.6,2,11,17,4.6,2.5,14.0,1,2018,receiving
Giovani Bernard,CIN,27,,12,4,48,35,72.9%,218,6.2,0,8,26,4.5,2.9,18.2,0,2018,receiving
Ryan Grant,IND,28,WR,14,10,52,35,67.3%,334,9.5,1,18,23,6.4,2.5,23.9,0,2018,receiving
Chris Hogan,NWE,31,wr,16,7,55,35,63.6%,532,15.2,3,26,63,9.7,2.2,33.3,0,2018,receiving
Marvin Jones,DET,28,WR,9,9,62,35,56.5%,508,14.5,5,27,39,8.2,3.9,56.4,0,2018,receiving
Phillip Lindsay*,DEN,24,RB,15,8,47,35,74.5%,241,6.9,1,12,29,5.1,2.3,16.1,0,2018,receiving
,,,,,,,,,,,,,,,,,,2018,receiving
Laquon Treadwell,MIN,23,WR,15,7,53,35,66.0%,302,8.6,1,16,22,5.7,2.3,20.1,0,2018,receiving
Ben Watson,NOR,38,,16,4,46,35,76.1%,400,11.4,2,22,32,8.7,2.2,25.0,0,2018,receiving
Mark Andrews,BAL,23,,16,3,50,34,68.0%,552,16.2,3,29,74,11.0,2.1,34.5,0,2018,receiving
Mike Davis,SEA,25,,15,2,42,34,81.0%,214,6.3,1,10,18,5.1,2.3,14.3,0,2018,receiving
O.J. Howard,TAM,24,TE,10,8,48,34,70.8%,565,16.6,5,28,75,11.8,3.4,56.5,0,2018,receiving
LeSean McCoy,BUF,30,RB,14,13,46,34,73.9%,238,7.0,0,10,24,5.2,2.4,17.0,0,2018,receiving
Ricky Seals-Jones,ARI,23,te,15,5,69,34,49.3%,343,10.1,1,14,40,5.0,2.3,22.9,0,2018,receiving
Gerald Everett,LAR,24,,16,0,50,33,66.0%,320,9.7,3,18,40,6.4,2.1,20.0,0,2018,receiving
Michael Gallup,DAL,22,WR,16,8,68,33,48.5%,507,15.4,2,26,49,7.5,2.1,31.7,0,2018,receiving
