Player,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Year,Category
Trent Murphy,BUF,28,LDE,13,10,0,0,0,0,1,2,0,0,0,0,4.0,24,14,10,5,9,,2018,defense
Julius Peppers,CAR,38,RDE,16,8,0,0,0,0,6,2,0,1,0,0,5.0,22,14,8,6,11,,2018,defense
Chris Smith,CLE,26,,16,2,0,0,0,0,2,1,0,0,0,0,1.0,21,14,7,4,2,,2018,defense
Daniel Sorensen,KAN,28,,7,3,1,54,1,54,2,0,0,1,0,0,0.0,26,14,12,0,1,,2018,defense
Taven Bryan,JAX,22,,16,1,,,,,,,,,,,1.0,20,13,7,3,2,,2018,defense
Taco Charlton,DAL,24,rde,11,7,0,0,0,0,1,0,0,1,0,0,1.0,27,13,14,5,4,,2018,defense
Rayshawn Jenkins,LAC,24,,15,1,,,,,,,,,,,0.5,23,13,10,1,2,,2018,defense
Austin Johnson,TEN,24,NT,16,9,0,0,0,0,2,,,,,,1.0,22,13,9,1,1,,2018,defense
Aaron Lynch,CHI,25,,13,3,1,20,0,20,1,,,,,,3.0,16,13,3,4,8,,2018,defense
Terrance Smith,KAN,25,,7,0,,,,,,,,,,,1.0,22,13,9,1,1,,2018,defense
Julian Stanford,BUF,28,,13,1,0,0,0,0,1,1,0,0,0,0,1.0,15,13,2,1,1,,2018,defense
Chris Wormley,BAL,25,NT,16,6,0,0,0,0,5,,,,,,1.0,16,13,3,2,2,,2018,defense
Anthony Chickillo,PIT,26,,16,0,0,0,0,0,2,0,0,2,0,0,1.5,24,12,12,4,3,,2018,defense
Maliek Collins,DAL,23,LDT,13,9,,,,,,0,0,1,0,0,3.0,19,12,7,5,8,,2018,defense
Kamalei Correa,TEN,24,,13,4,,,,,,1,0,0,0,0,3.5,19,12,7,4,5,,2018,defense
Marcus Davenport,NOR,22,,13,0,0,0,0,0,2,1,0,0,0,0,4.5,22,12,10,6,12,,2018,defense
Mario Edwards,NYG,24,,15,0,,,,,,1,0,0,0,0,2.0,14,12,2,3,5,,2018,defense
Nick Kwiatkoski,CHI,25,,16,1,,,,,,1,0,0,0,0,0.0,15,12,3,0,1,,2018,defense
Kyle Love,CAR,32,,16,2,0,0,0,0,1,3,0,2,0,0,1.5,19,12,7,0,4,,2018,defense
Greg Mabin,SFO,24,,13,1,0,0,0,0,1,1,0,1,2,0,0.0,16,12,4,0,0,,2018,defense
Brennan Scarlett,HOU,25,,12,3,1,8,0,8,3,1,0,1,0,0,0.0,18,12,6,0,2,,2018,defense
Tre Sullivan,PHI,24,,12,1,,,,,,0,1,0,0,0,0.0,17,12,5,0,0,,2018,defense
Kyzir White,LAC,22,,3,3,1,9,0,9,2,,,,,,0.0,17,12,5,1,0,,2018,defense
Montravius Adams,GNB,23,,16,1,,,,,,1,0,0,0,0,1.5,20,11,9,1,2,,2018,defense
Derek Barnett,PHI,22,lde,6,6,,,,,,,,,,,2.5,16,11,5,5,11,,2018,defense
Su'a Cravens,DEN,23,,5,0,,,,,,0,0,1,0,0,0.0,18,11,7,0,1,,2018,defense
Matthias Farley,IND,26,,5,1,1,7,0,7,4,1,0,0,0,0,0.0,19,11,8,0,0,,2018,defense
E.J. Gaines,CLE,26,,6,2,1,0,0,0,3,,,,,,0.0,13,11,2,1,0,,2018,defense
,,,,,,,,,,,,,,,,,,,,,,,2018,defense
Kemal Ishmael,ATL,27,,16,0,0,0,0,0,1,0,0,1,0,0,0.0,21,11,10,0,0,,2018,defense
Haloti Ngata,PHI,34,LDT,13,9,0,0,0,0,1,1,0,0,0,0,1.0,17,11,6,4,3,,2018,defense
Craig Robertson,NOR,30,,16,0,,,,,,,,,,,1.0,14,11,3,2,1,,2018,defense
Shamar Stephen,SEA,27,RDT,15,14,,,,,,,,,,,2.0,25,11,14,2,3,,2018,defense
Kemoko Turay,IND,23,,14,3,,,,,,1,0,0,0,0,4.0,15,11,4,1,13,,2018,defense
Dane Cruikshank,TEN,23,,12,0,,,,,,,,,,,0.0,11,10,1,1,0,,2018,defense
Mike Daniels,GNB,29,RDE,10,9,0,0,0,0,1,,,,,,2.0,18,10,8,1,5,,2018,defense
Nick DeLuca,JAX,23,,9,2,,,,,,1,0,0,0,0,1.0,12,10,2,0,1,,2018,defense
Jourdan Lewis,DAL,23,,15,1,1,7,0,7,1,0,0,2,14,0,0.0,12,10,2,0,0,,2018,defense
Rontez Miles,NYJ,30,,8,1,,,,,,0,1,0,0,0,0.0,11,10,1,0,0,,2018,defense
Siran Neal,BUF,24,,16,0,,,,,,1,0,1,0,0,1.0,11,10,1,2,1,,2018,defense
Nick Nelson,OAK,22,,10,3,0,0,0,0,1,0,0,1,0,0,0.0,20,10,10,0,0,,2018,defense
Roy Robertson-Harris,CHI,25,,16,0,0,0,0,0,2,,,,,,3.0,22,10,12,3,11,,2018,defense
Josh Shaw,2TM,26,,8,0,,,,,,0,0,1,0,0,0.0,12,10,2,1,0,,2018,defense
Brandon Williams,ARI,26,,16,0,0,0,0,0,2,,,,,,0.0,10,10,0,0,0,,2018,defense
Ja'Whaun Bentley,NWE,22,,3,2,1,0,0,0,1,,,,,,0.0,14,9,5,1,1,,2018,defense
Terrence Brooks,NYJ,26,,16,0,0,0,0,0,1,0,1,1,0,0,0.0,10,9,1,1,0,,2018,defense
Adrian Clayborn,NWE,30,,14,1,,,,,,1,0,0,0,0,2.5,11,9,2,3,13,,2018,defense
Sheldon Day,SFO,24,,12,0,0,0,0,0,2,,,,,,2.0,11,9,2,2,3,,2018,defense
Austin Ekeler,LAC,23,,14,3,,,,,,0,1,2,0,0,0.0,9,9,0,0,0,,2018,defense
Branden Jackson,SEA,26,,9,1,,,,,,,,,,,1.0,10,9,1,3,2,,2018,defense
Danny Johnson,WAS,23,,14,1,0,0,0,0,1,,,,,,0.0,14,9,5,1,0,,2018,defense
Adam Jones,DEN,35,,7,2,1,0,0,0,3,,,,,,0.0,9,9,0,2,0,,2018,defense
Tyquan Lewis,IND,23,lde,8,6,0,0,0,0,1,,,,,,2.0,13,9,4,3,8,,2018,defense
Corey Liuget,LAC,28,,6,3,,,,,,0,0,1,24,0,1.5,14,9,5,5,5,,2018,defense
Terrell McClain,ATL,30,ldt,13,5,,,,,,,,,,,1.0,17,9,8,1,1,,2018,defense
Senorise Perry,MIA,27,,16,0,,,,,,0,0,1,0,0,0.0,12,9,3,0,0,,2018,defense
Dontari Poe,CAR,28,RDT,16,16,,,,,,,,,,,1.0,17,9,8,4,3,,2018,defense
Walt Aikens,MIA,27,,16,1,1,0,0,0,1,,,,,,0.0,11,8,3,0,0,,2018,defense
Dorance Armstrong Jr.,DAL,21,,15,1,,,,,,,,,,,0.5,13,8,5,1,3,,2018,defense
,,,,,,,,,,,,,,,,,,,,,,,2018,defense
Chris Banjo,NOR,28,,16,0,2,0,0,0,3,,,,,,0.0,10,8,2,0,0,,2018,defense
Deon Bush,CHI,25,,15,2,,,,,,1,0,0,0,0,1.0,8,8,0,1,1,,2018,defense
Adam Butler,NWE,24,,16,0,0,0,0,0,2,1,0,0,0,0,3.0,17,8,9,4,4,,2018,defense
Trenton Cannon,NYJ,24,,16,0,,,,,,,,,,,0.0,9,8,1,0,0,,2018,defense
Christian Covington,HOU,25,,12,2,,,,,,,,,,,3.5,15,8,7,4,8,,2018,defense
James Crawford,GNB,24,,16,0,,,,,,0,0,1,0,0,0.0,9,8,1,0,0,,2018,defense
Tyeler Davison,NOR,26,RDT,14,12,0,0,0,0,1,1,0,0,0,0,2.0,23,8,15,2,3,,2018,defense
Eli Harold,DET,24,,13,0,0,0,0,0,1,,,,,,4.0,10,8,2,4,5,,2018,defense
Charles Harris,MIA,23,,11,1,,,,,,,,,,,1.0,19,8,11,2,5,,2018,defense
Dwayne Harris,OAK,31,,15,1,,,,,,0,2,0,0,0,0.0,15,8,7,0,0,,2018,defense
Treyvon Hester,PHI,26,,12,1,,,,,,,,,,,1.0,13,8,5,2,3,,2018,defense
DeAndre Houston-Carson,CHI,25,,13,0,,,,,,0,0,1,0,0,0.0,10,8,2,0,1,,2018,defense
Colin Jones,CAR,31,,16,1,1,5,0,5,1,0,0,1,0,1,0.0,20,8,12,0,0,,2018,defense
Matt Longacre,LAR,27,LOLB,13,7,,,,,,,,,,,1.0,17,8,9,0,6,,2018,defense
Jacob Martin,SEA,23,,16,0,,,,,,2,0,1,0,0,3.0,10,8,2,2,8,,2018,defense
Pernell McPhee,WAS,30,,13,0,0,0,0,0,2,0,0,1,24,0,0.0,11,8,3,3,8,,2018,defense
Kevin Minter,TAM,28,,5,0,,,,,,,,,,,1.0,10,8,2,1,1,,2018,defense
Zach Moore,ARI,28,,16,1,,,,,,,,,,,3.5,14,8,6,4,5,,2018,defense
Jamize Olawale,DAL,29,FB,16,4,,,,,,,,,,,0.0,12,8,4,0,0,,2018,defense
Dominique Rodgers-Cromartie,OAK,32,,7,1,0,0,0,0,2,1,0,0,0,0,0.0,8,8,0,0,0,,2018,defense
John Simon,NWE,28,,11,2,,,,,,,,,,,2.0,17,8,9,2,3,,2018,defense
Rod Smith,DAL,26,,16,1,,,,,,,,,,,0.0,9,8,1,0,0,,2018,defense
Dymonte Thomas,DEN,25,,12,0,1,0,0,0,1,0,0,1,0,0,1.0,12,8,4,1,1,,2018,defense
Corey Thompson,BUF,25,,6,1,,,,,,1,0,0,0,0,0.0,14,8,6,1,1,,2018,defense
Jonathan Woodard,MIA,25,,6,0,,,,,,,,,,,1.0,10,8,2,2,2,,2018,defense
Jamal Agnew,DET,23,,6,0,0,0,0,0,1,0,1,2,0,0,0.0,7,7,0,1,0,,2018,defense
Ryan Anderson,WAS,24,,13,0,,,,,,,,,,,2.0,18,7,11,1,4,,2018,defense
Ezekiel Ansah,DET,29,,7,2,,,,,,,,,,,4.0,11,7,4,3,7,,2018,defense
Jeremiah Attaochu,NYJ,25,,11,0,,,,,,1,0,0,0,0,2.0,9,7,2,1,5,,2018,defense
Johnson Bademosi,HOU,28,,16,0,,,,,,0,0,1,0,0,0.0,10,7,3,0,0,,2018,defense
,,,,,,,,,,,,,,,,,,,,,,,2018,defense
Nick Bellore,DET,29,FB,14,4,,,,,,0,0,1,0,0,0.0,9,7,2,0,0,,2018,defense
Kentrell Brothers,MIN,25,,12,0,,,,,,,,,,,1.0,10,7,3,1,1,,2018,defense
Derek Carrier,OAK,28,,16,2,,,,,,,,,,,0.0,9,7,2,0,0,,2018,defense
Blake Countess,LAR,25,,16,1,1,0,0,0,2,,,,,,0.0,9,7,2,0,0,,2018,defense
Chase Edmonds,ARI,22,,16,0,,,,,,0,1,0,0,0,0.0,7,7,0,0,0,,2018,defense
Dennis Gardeck,ARI,24,,16,0,,,,,,,,,,,0.0,7,7,0,0,0,,2018,defense
William Gholston,TAM,27,,16,2,,,,,,,,,,,1.0,10,7,3,1,7,,2018,defense
Najee Goode,IND,29,,16,0,1,16,0,16,1,,,,,,0.0,16,7,9,0,0,,2018,defense
Rasheem Green,SEA,21,,10,0,,,,,,,,,,,1.0,9,7,2,1,1,,2018,defense
Buddy Howell,HOU,22,,15,0,,,,,,1,0,1,0,0,0.0,9,7,2,0,0,,2018,defense
Isaiah Irving,CHI,24,,13,0,,,,,,,,,,,1.0,8,7,1,1,3,,2018,defense
Justin Jones,LAC,22,,15,0,,,,,,,,,,,0.5,17,7,10,0,1,,2018,defense
Stacy McGee,WAS,28,,8,1,,,,,,,,,,,1.0,9,7,2,1,1,,2018,defense
Steven Means,ATL,28,,8,4,,,,,,,,,,,1.0,14,7,7,3,1,,2018,defense
Quenton Meeks ,JAX,21,,8,1,0,0,0,0,2,,,,,,0.0,8,7,1,0,0,,2018,defense
A.J. Moore,HOU,23,,16,0,,,,,,0,0,1,0,0,0.0,11,7,4,0,0,,2018,defense
Corey Moore,IND,25,,15,0,1,0,0,0,1,,,,,,0.0,12,7,5,0,0,,2018,defense
Rashard Robinson,NYJ,23,,10,1,,,,,,0,0,1,0,0,0.0,8,7,1,0,0,,2018,defense
Matthew Slater,NWE,33,,16,0,,,,,,,,,,,0.0,11,7,4,0,0,,2018,defense
Connor Barwin,NYG,32,,15,3,0,0,0,0,4,,,,,,1.0,12,6,6,1,4,,2018,defense
Tyus Bowser,BAL,23,,15,0,,,,,,,,,,,0.5,11,6,5,1,1,,2018,defense
Vernon Butler,CAR,24,,14,0,,,,,,0,0,1,0,0,0.5,19,6,13,0,4,,2018,defense
Derrick Coleman,ARI,28,,16,4,,,,,,,,,,,0.0,7,6,1,0,0,,2018,defense
Jordan Dangerfield,PIT,28,,16,1,,,,,,0,0,1,0,0,0.0,7,6,1,0,0,,2018,defense
Duke Ejiofor,HOU,23,,12,0,0,0,0,0,2,0,0,1,0,0,1.0,9,6,3,1,2,,2018,defense
John Franklin-Myers,LAR,22,,16,0,,,,,,1,0,1,0,0,2.0,10,6,4,0,0,,2018,defense
Russell Gage,ATL,22,,15,0,,,,,,,,,,,0.0,7,6,1,0,0,,2018,defense
Andre Hal,HOU,26,,8,2,3,2,0,2,5,,,,,,0.0,13,6,7,0,0,,2018,defense
Andy Janovich,DEN,25,FB,16,7,,,,,,,,,,,0.0,7,6,1,0,0,,2018,defense
Jaleel Johnson,MIN,24,,16,1,,,,,,1,0,0,0,0,0.5,13,6,7,1,2,,2018,defense
,,,,,,,,,,,,,,,,,,,,,,,2018,defense
Lerentee McCray,JAX,28,,13,0,,,,,,,,,,,1.0,9,6,3,1,2,,2018,defense
Raheem Mostert,SFO,26,,9,0,,,,,,0,1,0,0,0,0.0,6,6,0,0,0,,2018,defense
Roosevelt Nix,PIT,26,,16,0,,,,,,1,0,1,0,0,0.0,7,6,1,0,0,,2018,defense
Efe Obada,CAR,26,,10,0,1,0,0,0,2,,,,,,2.0,8,6,2,2,7,,2018,defense
Kevin Pierre-Louis,NYJ,27,,9,0,,,,,,1,0,0,0,0,1.0,7,6,1,1,2,,2018,defense
Shane Ray,DEN,25,,11,0,0,0,0,0,1,1,0,0,0,0,1.0,10,6,4,1,1,,2018,defense
Caraun Reid,DAL,27,,10,1,,,,,,1,0,0,0,0,0.5,10,6,4,1,3,,2018,defense
Christian Ringo,2TM,26,,6,0,,,,,,,,,,,1.5,10,6,4,2,3,,2018,defense
Daniel Ross,DAL,25,,13,0,,,,,,1,0,1,0,0,1.0,14,6,8,3,7,,2018,defense
Taylor Stallworth,NOR,23,,14,0,,,,,,0,0,1,0,0,1.0,8,6,2,1,1,,2018,defense
Justin Watson,TAM,22,,12,0,,,,,,,,,,,0.0,6,6,0,0,0,,2018,defense
Tim Williams,BAL,25,,7,0,,,,,,,,,,,2.0,10,6,4,3,3,,2018,defense
Brandon Wilson,CIN,24,,16,0,,,,,,,,,,,0.0,11,6,5,0,0,,2018,defense
Noah Brown,DAL,22,,8,2,,,,,,,,,,,0.0,5,5,0,0,0,,2018,defense
Garrett Celek,SFO,30,,15,1,,,,,,,,,,,0.0,5,5,0,0,0,,2018,defense
DJ Chark,JAX,22,,11,0,,,,,,0,1,1,6,0,0.0,5,5,0,0,0,,2018,defense
Jalen Davis,MIA,22,,3,0,,,,,,1,0,0,0,0,1.0,6,5,1,1,2,,2018,defense
Patrick DiMarco,BUF,29,FB,16,5,,,,,,2,0,0,0,0,0.0,5,5,0,0,0,,2018,defense
Andre Holmes,2TM,30,,15,3,,,,,,,,,,,0.0,5,5,0,0,0,,2018,defense
Kerry Hyder,DET,27,,7,0,,,,,,,,,,,1.0,6,5,1,1,2,,2018,defense
Cyrus Jones,2TM,25,,13,0,,,,,,0,1,0,0,0,0.0,8,5,3,0,0,,2018,defense
Taiwan Jones,BUF,30,,6,0,,,,,,,,,,,0.0,5,5,0,0,0,,2018,defense
Marcus Kemp,KAN,23,,16,0,,,,,,,,,,,0.0,6,5,1,0,0,,2018,defense
Christopher Milton,IND,26,,15,0,,,,,,0,0,1,0,0,0.0,10,5,5,0,0,,2018,defense
Tim Patrick,DEN,25,,16,4,,,,,,0,2,0,0,0,0.0,7,5,2,0,0,,2018,defense
Curtis Samuel,CAR,22,WR,13,8,,,,,,0,1,0,0,0,0.0,5,5,0,0,0,,2018,defense
Neiko Thorpe,SEA,28,,12,0,,,,,,0,0,1,0,0,0.0,7,5,2,0,0,,2018,defense
Ethan Westbrooks,LAR,28,,16,0,0,0,0,0,1,,,,,,1.0,8,5,3,1,2,,2018,defense
Bobo Wilson,TAM,23,,5,0,,,,,,,,,,,0.0,5,5,0,0,0,,2018,defense
Brandon Bolden,MIA,28,,16,0,,,,,,0,1,0,0,0,0.0,6,4,2,0,0,,2018,defense
,,,,,,,,,,,,,,,,,,,,,,,2018,defense
Benny Cunningham,CHI,28,,15,0,,,,,,,,,,,0.0,4,4,0,0,0,,2018,defense
Donte Deayon,NYG,24,,4,0,0,0,0,0,2,0,0,1,0,0,0.0,6,4,2,0,0,,2018,defense
Raven Greene,GNB,23,,8,0,0,0,0,0,1,1,0,0,0,0,1.0,5,4,1,1,1,,2018,defense
William Hayes,MIA,33,,3,0,,,,,,,,,,,2.0,4,4,0,3,2,,2018,defense
Taysom Hill,NOR,28,,16,4,,,,,,0,1,0,-2,0,0.0,6,4,2,0,0,,2018,defense
KhaDarel Hodge,LAR,23,,14,0,,,,,,,,,,,0.0,5,4,1,0,0,,2018,defense
Andy Jones,DET,24,,8,3,,,,,,,,,,,0.0,4,4,0,0,0,,2018,defense
Carl Lawson,CIN,23,,7,0,,,,,,,,,,,1.0,6,4,2,1,8,,2018,defense
Albert McClellan,2TM,32,,13,1,,,,,,0,0,1,0,0,0.0,7,4,3,0,0,,2018,defense
Denzel Rice,2TM,25,,12,0,1,0,0,0,1,,,,,,0.0,5,4,1,0,0,,2018,defense
Jalen Richard,OAK,25,,16,1,,,,,,0,3,1,0,0,0.0,4,4,0,0,0,,2018,defense
Russell Shepard,NYG,28,,12,0,,,,,,,,,,,0.0,6,4,2,0,0,,2018,defense
Tremon Smith,KAN,22,,14,1,0,0,0,0,1,0,2,1,0,0,0.0,5,4,1,0,0,,2018,defense
De'Anthony Thomas,KAN,25,,5,0,,,,,,1,1,1,0,0,0.0,4,4,0,0,0,,2018,defense
Eric Tomlinson,NYJ,26,TE,15,12,,,,,,,,,,,0.0,4,4,0,0,0,,2018,defense
Mark Walton,CIN,21,,14,0,,,,,,,,,,,0.0,5,4,1,0,0,,2018,defense
Jihad Ward,IND,24,,6,0,,,,,,,,,,,3.0,4,4,0,3,6,,2018,defense
Adolphus Washington,2TM,24,,5,0,,,,,,,,,,,1.0,8,4,4,1,2,,2018,defense
Dekoda Watson,SFO,30,,4,0,,,,,,1,0,0,0,0,2.0,6,4,2,1,4,,2018,defense
Damien Williams,KAN,26,,16,3,,,,,,0,1,0,0,0,0.0,4,4,0,0,0,,2018,defense
D.J. Alexander,PHI,27,,12,0,,,,,,0,0,1,0,0,0.0,4,3,1,0,0,,2018,defense
Javorius Allen,BAL,27,,14,0,,,,,,0,1,0,0,0,0.0,4,3,1,0,0,,2018,defense
Kalen Ballage,MIA,23,,12,0,,,,,,0,1,0,-6,0,0.0,3,3,0,0,0,,2018,defense
Josh Bellamy,CHI,29,,16,2,,,,,,,,,,,0.0,3,3,0,0,0,,2018,defense
Matthew Bosher,ATL,31,,16,0,,,,,,,,,,,0.0,4,3,1,0,0,,2018,defense
Ben Braunecker,CHI,24,,15,2,,,,,,,,,,,0.0,3,3,0,0,0,,2018,defense
Orson Charles,CLE,27,,13,2,,,,,,,,,,,0.0,5,3,2,0,0,,2018,defense
Alan Cross,TAM,25,,14,3,,,,,,,,,,,0.0,3,3,0,0,0,,2018,defense
Justin Davis,LAR,23,,11,0,,,,,,,,,,,0.0,3,3,0,0,0,,2018,defense
Zak DeOssie,NYG,34,,16,0,,,,,,0,1,0,0,0,0.0,3,3,0,0,0,,2018,defense
,,,,,,,,,,,,,,,,,,,,,,,2018,defense
David Fluellen,TEN,26,,7,0,,,,,,,,,,,0.0,3,3,0,0,0,,2018,defense
Mike Gillislee,NOR,28,,4,0,,,,,,0,1,0,0,0,0.0,3,3,0,0,0,,2018,defense
Jalyn Holmes,MIN,22,,5,0,,,,,,,,,,,1.0,3,3,0,1,1,,2018,defense
David Irving,DAL,25,,2,0,,,,,,,,,,,1.0,4,3,1,2,2,,2018,defense
Brendan Langley,DEN,24,,5,0,,,,,,0,1,0,0,0,0.0,3,3,0,0,0,,2018,defense
Wil Lutz,NOR,24,,16,0,,,,,,,,,,,0.0,3,3,0,0,0,,2018,defense
Chris Moore,BAL,25,,16,0,,,,,,,,,,,0.0,4,3,1,0,0,,2018,defense
David Parry,MIN,26,,3,0,,,,,,,,,,,1.0,4,3,1,1,1,,2018,defense
Joshua Perkins,PHI,25,,9,1,,,,,,,,,,,0.0,3,3,0,0,0,,2018,defense
Keith Smith,OAK,26,,16,3,,,,,,,,,,,0.0,8,3,5,0,0,,2018,defense
Dwayne Washington,NOR,24,,13,0,,,,,,,,,,,0.0,3,3,0,0,0,,2018,defense
Derek Watt,LAC,26,fb,16,5,,,,,,,,,,,0.0,6,3,3,0,0,,2018,defense
Armani Watts,KAN,22,,5,0,0,0,0,0,1,,,,,,1.0,5,3,2,1,2,,2018,defense
Joe Webb,HOU,32,,16,0,,,,,,,,,,,0.0,3,3,0,0,0,,2018,defense
Maxx Williams,BAL,24,te,13,6,,,,,,,,,,,0.0,3,3,0,0,0,,2018,defense
Zach Zenner,DET,27,,8,1,,,,,,,,,,,0.0,4,3,1,0,0,,2018,defense
Bryan Anger,TAM,30,,16,0,,,,,,,,,,,0.0,2,2,0,0,0,,2018,defense
Chris Boswell,PIT,27,,15,0,,,,,,,,,,,0.0,2,2,0,0,0,,2018,defense
Blair Brown,JAX,24,,15,0,,,,,,0,0,1,0,0,0.0,2,2,0,0,0,,2018,defense
Malcolm Brown,LAR,25,,12,0,,,,,,,,,,,0.0,2,2,0,0,0,,2018,defense
Leonte Carroo,MIA,24,,9,0,,,,,,0,0,1,0,0,0.0,2,2,0,0,0,,2018,defense
Nick Chubb,CLE,23,RB,16,9,,,,,,,,,,,0.0,5,2,3,0,0,,2018,defense
Corey Clement,PHI,24,,11,0,,,,,,0,4,3,0,0,0.0,3,2,1,0,0,,2018,defense
Cody Core,CIN,24,,14,3,,,,,,,,,,,0.0,3,2,1,0,0,,2018,defense
Jason Croom,BUF,24,,15,3,,,,,,0,2,2,0,1,0.0,3,2,1,0,0,,2018,defense
Jawill Davis,NYG,23,,7,0,,,,,,,,,,,0.0,2,2,0,0,0,,2018,defense
Trevor Davis,GNB,25,,2,0,,,,,,,,,,,0.0,2,2,0,0,0,,2018,defense
Seth Devalve,CLE,25,,13,4,,,,,,,,,,,0.0,3,2,1,0,0,,2018,defense
James Develin,NWE,30,FB,16,8,,,,,,1,0,0,0,0,0.0,4,2,2,0,0,,2018,defense
Riley Dixon,NYG,25,,16,0,,,,,,0,0,1,0,0,0.0,2,2,0,0,0,,2018,defense
,,,,,,,,,,,,,,,,,,,,,,,2018,defense
Alex Erickson,CIN,26,WR,16,6,,,,,,0,1,0,0,0,0.0,2,2,0,0,0,,2018,defense
Brandon Facyson,LAC,24,,15,0,,,,,,0,0,1,0,0,0.0,3,2,1,0,0,,2018,defense
Dallas Goedert,PHI,23,TE,16,8,,,,,,0,0,1,0,0,0.0,3,2,1,0,0,,2018,defense
Daeshon Hall,PHI,23,,3,0,,,,,,,,,,,0.5,3,2,1,0,1,,2018,defense
Marvin Hall,ATL,25,,16,0,,,,,,,,,,,0.0,4,2,2,0,0,,2018,defense
Justin Hardy,ATL,27,,16,0,,,,,,0,1,1,0,0,0.0,2,2,0,0,0,,2018,defense
Willie Henry,BAL,24,,3,0,,,,,,,,,,,1.0,3,2,1,1,1,,2018,defense
Darrius Heyward-Bey,PIT,31,,14,2,,,,,,,,,,,0.0,4,2,2,0,0,,2018,defense
Tre'von Johnson,LAC,23,,4,0,,,,,,,,,,,0.0,3,2,1,0,0,,2018,defense
Jake Kumerow,GNB,26,,5,2,,,,,,,,,,,0.0,3,2,1,0,0,,2018,defense
Zach Line,NOR,28,RB,16,6,,,,,,,,,,,0.0,2,2,0,0,0,,2018,defense
Tre Madden,SEA,25,,14,3,,,,,,,,,,,0.0,5,2,3,0,0,,2018,defense
Cameron Malveaux,2TM,24,,9,0,0,0,0,0,1,,,,,,1.0,10,2,8,1,1,,2018,defense
Daniel McCullers,PIT,26,,15,1,,,,,,,,,,,1.0,5,2,3,1,1,,2018,defense
Taquan Mizzell,CHI,25,,9,1,,,,,,0,0,1,0,0,0.0,3,2,1,0,0,,2018,defense
J'Mon Moore,GNB,23,,12,0,,,,,,0,1,1,0,0,0.0,2,2,0,0,0,,2018,defense
Detrez Newsome,LAC,24,,9,0,,,,,,,,,,,0.0,3,2,1,0,0,,2018,defense
James O'Shaughnessy,JAX,26,TE,14,9,,,,,,0,0,1,0,0,0.0,2,2,0,0,0,,2018,defense
Zach Pascal,IND,24,,16,4,,,,,,,,,,,0.0,2,2,0,0,0,,2018,defense
Charone Peake,NYJ,26,,13,0,,,,,,,,,,,0.0,4,2,2,0,0,,2018,defense
Derek Rivers,NWE,24,,6,0,,,,,,,,,,,1.0,2,2,0,1,2,,2018,defense
Jacquizz Rodgers,TAM,28,,16,0,,,,,,0,1,2,2,0,0.0,4,2,2,0,0,,2018,defense
JK Scott,GNB,23,,16,0,,,,,,0,0,1,0,0,0.0,2,2,0,0,0,,2018,defense
Anthony Sherman*,KAN,30,,16,1,,,,,,,,,,,0.0,4,2,2,0,0,,2018,defense
Logan Thomas,BUF,27,,12,3,,,,,,2,0,0,0,0,0.0,3,2,1,0,0,,2018,defense
Roc Thomas,MIN,23,,5,0,,,,,,,,,,,0.0,4,2,2,0,0,,2018,defense
De'Lance Turner,BAL,23,,4,0,,,,,,,,,,,0.0,3,2,1,0,0,,2018,defense
Destiny Vaeao,PHI,24,,6,3,,,,,,,,,,,1.0,2,2,0,1,2,,2018,defense
Marquez Valdes-Scantling,GNB,24,WR,16,10,,,,,,,,,,,0.0,2,2,0,0,0,,2018,defense
Danny Vitale,GNB,25,,5,0,,,,,,,,,,,0.0,2,2,0,0,0,,2018,defense
,,,,,,,,,,,,,,,,,,,,,,,2018,defense
DeMarcus Walker,DEN,24,,3,0,,,,,,0,0,1,0,0,1.0,4,2,2,1,1,,2018,defense
Carlos Watkins,HOU,25,,4,0,,,,,,,,,,,1.0,3,2,1,1,1,,2018,defense
Charcandrick West,KAN,27,,3,0,,,,,,,,,,,0.0,2,2,0,0,0,,2018,defense
Ameer Abdullah,2TM,25,,10,0,,,,,,0,1,0,0,0,0.0,1,1,0,0,0,,2018,defense
Josh Adams,PHI,22,rb,14,5,,,,,,0,1,0,0,0,0.0,1,1,0,0,0,,2018,defense
Alex Armah,CAR,24,,16,2,,,,,,,,,,,0.0,2,1,1,0,0,,2018,defense
Antony Auclair,TAM,25,te,16,10,,,,,,1,0,0,0,0,0.0,1,1,0,0,0,,2018,defense
Michael Badgley,LAC,23,,10,0,,,,,,,,,,,0.0,2,1,1,0,0,,2018,defense
Dan Bailey,MIN,30,,14,0,,,,,,,,,,,0.0,1,1,0,0,0,,2018,defense
Kenjon Barner,2TM,29,,9,0,,,,,,0,1,0,0,0,0.0,1,1,0,0,0,,2018,defense
Cameron Batson,TEN,23,,11,2,,,,,,0,1,1,0,0,0.0,1,1,0,0,0,,2018,defense
Blake Bell,JAX,27,,10,4,,,,,,,,,,,0.0,1,1,0,0,0,,2018,defense
Kapri Bibbs,2TM,25,,12,0,,,,,,0,1,0,0,0,0.0,1,1,0,0,0,,2018,defense
Alfred Blue,HOU,27,,16,2,,,,,,0,0,1,0,0,0.0,1,1,0,0,0,,2018,defense
