Player,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Year,Category
Darius Leonard*,IND,24,LLB,13,13,5,92,1,80,7,2,0,0,0,0,5.0,121,71,50,7,6,,2019,defense
Jordan Poyer,BUF,28,SS,16,16,2,0,0,0,3,3,0,4,31,0,1.0,107,71,36,4,1,,2019,defense
Eric Kendricks*+,MIN,27,MLB,15,15,0,0,0,0,12,2,0,2,0,0,0.5,110,70,40,4,2,,2019,defense
,,,,,,,,,,,,,,,,,,,,,,,2019,defense
Jayon Brown,TEN,24,RILB,14,14,1,0,0,0,8,0,0,1,46,1,1.0,105,69,36,3,3,,2019,defense
Rashaan Evans,TEN,24,LILB,16,16,,,,,,0,0,1,53,1,2.5,111,69,42,9,8,,2019,defense
Tavon Wilson,DET,29,SS,16,13,0,0,0,0,5,0,0,2,14,0,1.0,98,69,29,3,2,,2019,defense
Adrian Amos,GNB,26,SS,16,16,2,12,0,9,8,,,,,,1.0,84,68,16,4,2,,2019,defense
Deion Jones,ATL,25,MLB,16,16,1,27,1,27,5,0,0,1,5,0,0.0,110,68,42,8,4,,2019,defense
K.J. Wright,SEA,30,RLB,16,16,3,10,0,11,11,,,,,,0.0,132,67,65,5,1,,2019,defense
Vonn Bell,NOR,25,SS,13,13,1,19,0,19,5,2,0,5,38,1,1.5,89,66,23,4,4,,2019,defense
Tremaine Edmunds*,BUF,21,MLB,16,16,1,0,0,0,9,,,,,,1.5,115,66,49,10,4,1,2019,defense
Byron Murphy,ARI,21,LCB,16,16,1,0,0,0,10,,,,,,0.0,78,66,12,3,0,,2019,defense
Roquan Smith,CHI,22,RILB,12,12,1,0,0,0,2,,,,,,2.0,101,66,35,5,2,,2019,defense
Levi Wallace,BUF,24,LCB,16,16,2,2,0,2,9,,,,,,0.0,76,66,10,4,0,,2019,defense
Thomas Davis,LAC,36,LLB,16,16,0,0,0,0,2,,,,,,1.0,112,65,47,3,2,,2019,defense
Tre Flowers,SEA,24,RCB,15,15,3,0,0,0,8,1,0,1,0,0,2.0,82,65,17,2,2,,2019,defense
Matt Milano,BUF,25,LLB,15,15,0,0,0,0,9,1,0,1,0,0,1.5,101,65,36,7,7,,2019,defense
Justin Simmons,DEN,26,FS,16,16,4,30,0,17,15,0,1,0,0,0,0.0,93,65,28,2,0,,2019,defense
Harrison Smith*,MIN,30,SS,15,15,3,13,0,13,11,3,0,2,0,0,1.0,85,65,20,4,2,,2019,defense
Dre Greenlaw,SFO,22,RLB,16,11,1,47,0,47,2,,,,,,1.0,92,64,28,3,2,,2019,defense
Erik Harris,OAK,29,FS,16,14,3,145,2,59,8,,,,,,0.0,74,64,10,1,0,,2019,defense
Malcolm Jenkins,PHI,32,FS/SS,16,16,0,0,0,0,8,4,0,1,0,0,2.5,81,63,18,6,9,,2019,defense
Tyrann Mathieu+,KAN,27,SS,16,16,4,70,0,35,12,,,,,,2.0,75,63,12,3,2,,2019,defense
Ha Ha Clinton-Dix,CHI,27,FS/SS,16,16,2,96,1,59,5,0,0,2,1,0,0.0,78,62,16,0,0,,2019,defense
Taylor Rapp,LAR,22,SS,15,10,2,54,1,31,8,0,0,1,0,0,0.0,100,62,38,3,1,,2019,defense
Jamal Adams*+,NYJ,24,SS,14,14,1,61,1,61,7,2,0,1,25,1,6.5,75,61,14,10,13,,2019,defense
Kevin Byard,TEN,26,FS,16,16,5,79,0,28,9,,,,,,0.0,84,60,24,2,0,,2019,defense
Nick Vigil,CIN,26,LILB,16,16,1,34,0,34,5,1,0,2,13,0,1.0,111,60,51,3,4,,2019,defense
Joe Haden*,PIT,30,LCB,16,16,5,20,0,16,17,1,0,1,3,0,0.0,65,59,6,3,0,,2019,defense
Mark Barron,PIT,30,il/LILB,15,9,1,0,0,0,3,0,0,1,22,0,3.0,82,58,24,4,4,,2019,defense
Jamie Collins,NWE,30,LLB,16,15,3,85,1,69,7,3,0,1,0,0,7.0,81,58,23,10,10,,2019,defense
Darryl Roberts,NYJ,29,CB/RCB,13,10,1,13,0,13,6,,,,,,0.0,63,58,5,1,1,,2019,defense
Devin White,TAM,21,LILB,13,13,1,5,0,5,3,3,0,4,112,2,2.5,91,58,33,4,5,,2019,defense
,,,,,,,,,,,,,,,,,,,,,,,2019,defense
Justin Reid,HOU,22,FS,15,15,2,55,0,37,5,0,0,1,0,0,0.0,78,57,21,1,1,,2019,defense
Jarrod Wilson,JAX,25,FS,16,16,2,4,0,4,4,1,0,0,0,0,0.0,79,57,22,6,2,,2019,defense
Mack Wilson,CLE,21,RLB,16,14,1,21,0,21,7,1,0,0,0,0,1.0,82,57,25,4,2,,2019,defense
Jonathan Bostic,WAS,28,RILB,16,16,1,26,0,26,2,,,,,,1.0,105,56,49,3,6,,2019,defense
Kevin King,GNB,24,RCB,15,14,5,54,0,39,15,1,0,0,0,0,1.0,66,56,10,3,1,,2019,defense
Nick Kwiatkoski,CHI,26,il/lilb,16,8,1,4,0,4,4,1,0,0,0,0,3.0,76,56,20,8,3,1,2019,defense
Charvarius Ward,KAN,23,RCB,16,16,2,10,0,10,10,1,0,0,0,0,0.0,74,56,18,0,0,,2019,defense
Trae Waynes,MIN,27,CB/LCB,14,14,1,0,0,0,8,2,0,1,20,0,0.0,58,56,2,4,0,,2019,defense
Sean Lee,DAL,33,LLB,16,13,1,25,0,25,4,,,,,,1.0,86,55,31,4,1,,2019,defense
Ricardo Allen,ATL,28,SS,16,16,2,29,0,27,8,,,,,,0.0,85,54,31,4,0,,2019,defense
Anthony Barr,MIN,27,,14,14,1,2,0,2,4,1,0,1,19,0,1.5,79,54,25,6,7,1,2019,defense
Carlton Davis,TAM,23,LCB,14,14,1,0,0,0,19,1,0,1,6,0,0.0,60,54,6,3,0,,2019,defense
Benardrick McKinney,HOU,27,LILB,14,14,0,0,0,0,3,1,0,2,1,0,1.0,101,54,47,4,4,,2019,defense
Eric Rowe,MIA,27,SS,16,15,1,35,1,35,8,1,0,0,0,0,0.0,81,54,27,1,0,,2019,defense
Rock Ya-Sin,IND,23,lcb,15,13,1,0,0,0,5,0,0,1,0,0,0.0,62,54,8,2,0,,2019,defense
Tre Boston,CAR,27,FS,16,16,3,20,0,20,11,,,,,,0.0,68,53,15,1,1,,2019,defense
Marlon Humphrey*+,BAL,23,LCB,16,15,3,14,0,14,14,2,0,3,91,2,0.0,65,53,12,4,1,,2019,defense
Nicholas Morrow,OAK,24,RLB,16,8,1,11,0,11,4,,,,,,0.0,73,53,20,2,4,,2019,defense
Nathan Gerry,PHI,24,RLB,16,12,2,51,1,51,5,0,0,1,0,0,2.5,78,52,26,4,5,,2019,defense
Vernon Hargreaves III,2TM,24,,15,11,1,15,1,15,6,0,0,1,2,0,0.0,61,52,9,1,0,,2019,defense
Mike Hilton,PIT,25,db,16,8,1,1,0,1,11,1,0,1,0,0,1.5,65,52,13,6,5,,2019,defense
Danielle Hunter*,MIN,25,LDE,16,16,,,,,,3,0,1,4,0,14.5,70,52,18,15,22,,2019,defense
David Mayo,NYG,26,RILB,16,13,0,0,0,0,2,0,0,1,0,0,2.0,82,52,30,5,2,,2019,defense
Bradley McDougald,SEA,29,SS,15,14,2,0,0,0,6,1,0,1,0,0,0.5,70,52,18,1,2,,2019,defense
Steven Nelson,PIT,26,RCB,15,15,1,33,0,33,8,0,0,1,0,0,0.0,61,52,9,0,0,,2019,defense
Damien Wilson,KAN,26,MLB,16,16,0,0,0,0,1,1,0,0,0,0,1.5,81,52,29,3,4,,2019,defense
Xavier Woods,DAL,24,FS,15,15,2,38,0,29,5,2,0,0,0,0,0.0,77,52,25,1,0,,2019,defense
James Bradberry,CAR,26,CB/RCB,15,15,3,0,0,0,12,,,,,,1.0,65,51,14,1,1,,2019,defense
James Burgess,NYJ,25,MLB,10,10,1,2,0,2,5,1,1,1,-4,0,0.5,80,51,29,8,1,1,2019,defense
Cameron Heyward*+,PIT,30,LDE,16,16,0,0,0,0,6,1,0,1,0,0,9.0,83,51,32,11,23,,2019,defense
,,,,,,,,,,,,,,,,,,,,,,,2019,defense
Anthony Hitchens,KAN,27,LLB,15,15,0,0,0,0,1,1,0,0,0,0,2.0,88,51,37,4,4,,2019,defense
Eddie Jackson*,CHI,26,FS,16,16,2,18,0,14,5,1,0,1,3,0,1.0,60,51,9,5,0,,2019,defense
Alexander Johnson,DEN,28,LILB,15,12,1,0,0,0,3,2,0,1,0,0,1.5,93,51,42,5,4,,2019,defense
Jabrill Peppers,NYG,24,SS,11,11,1,32,1,32,5,3,0,0,0,0,0.0,76,51,25,5,2,,2019,defense
Kenny Vaccaro,TEN,28,ss,16,16,1,2,0,2,5,,,,,,1.0,84,51,33,3,6,,2019,defense
Jimmie Ward,SFO,28,FS,13,13,0,0,0,0,8,,,,,,1.0,65,51,14,2,0,,2019,defense
Daryl Worley,OAK,24,LCB,15,15,1,0,0,0,8,0,0,1,6,0,0.0,58,51,7,1,0,,2019,defense
Jaire Alexander,GNB,22,LCB,16,16,2,37,0,37,17,1,0,1,0,0,0.0,58,50,8,2,0,,2019,defense
A.J. Bouye,JAX,28,CB/RCB,14,14,1,25,0,25,8,,,,,,0.0,65,50,15,1,0,,2019,defense
Micah Hyde,BUF,29,FS,16,16,1,0,0,0,2,2,0,0,0,0,0.0,72,50,22,1,1,,2019,defense
Janoris Jenkins,2TM,31,,15,14,5,84,0,62,16,,,,,,0.0,61,50,11,0,0,,2019,defense
Marcus Maye,NYJ,26,FS,16,16,1,0,0,0,7,,,,,,0.0,65,50,15,1,0,,2019,defense
Kenny Moore,IND,24,LCB,11,11,2,36,0,35,3,0,0,1,1,0,2.5,61,50,11,4,4,,2019,defense
Denzel Perryman,LAC,27,MLB,14,10,1,0,0,0,1,1,0,0,0,0,0.0,68,50,18,5,0,,2019,defense
Danny Trevathan,CHI,29,LILB,9,9,0,0,0,0,1,1,0,0,0,0,1.0,70,50,20,2,4,,2019,defense
Jordan Whitehead,TAM,22,FS,14,14,1,11,0,11,9,0,0,1,0,0,0.0,69,50,19,4,1,,2019,defense
Bud Dupree,PIT,26,ROLB,16,16,0,0,0,0,3,4,0,1,0,0,11.5,68,49,19,16,17,,2019,defense
Chidobe Awuzie,DAL,24,LCB,16,16,1,0,0,0,14,,,,,,0.0,79,48,31,1,1,,2019,defense
Ross Cockrell,CAR,28,CB/lcb,14,11,2,70,0,37,8,,,,,,0.0,62,48,14,3,0,,2019,defense
Kareem Jackson,DEN,31,SS,13,13,2,28,0,24,10,1,0,0,70,1,0.0,71,48,23,4,0,,2019,defense
Alec Ogletree,NYG,28,IL/LILB,13,13,1,0,0,0,6,,,,,,1.0,80,48,32,4,3,,2019,defense
Bobby Okereke,IND,23,RLB,16,8,0,0,0,0,2,2,1,1,0,0,1.0,65,48,17,2,1,,2019,defense
Patrick Onwuasor,BAL,27,lilb/ml,14,6,0,0,0,0,1,1,0,0,0,0,3.0,64,48,16,5,6,,2019,defense
Brian Poole,NYJ,27,DB,14,10,1,15,1,15,5,1,0,0,0,0,0.0,59,48,11,4,5,1,2019,defense
Richard Sherman*,SFO,31,LCB,15,15,3,65,1,31,11,,,,,,0.0,61,48,13,2,0,,2019,defense
Tre'Davious White*+,BUF,24,RCB,15,15,6,57,0,49,17,2,0,0,0,0,1.0,58,48,10,4,1,,2019,defense
Joey Bosa*,LAC,24,LDE,16,16,,,,,,1,0,0,0,0,11.5,67,47,20,18,31,,2019,defense
Justin Coleman,DET,26,RCB,16,11,1,55,0,55,13,3,0,1,0,0,0.0,54,47,7,0,1,,2019,defense
Dont'a Hightower*,NWE,29,MLB,15,15,0,0,0,0,4,0,0,1,26,1,5.5,71,47,24,8,13,,2019,defense
Mychal Kendricks,SEA,29,LLB,14,14,1,1,0,1,4,1,0,0,0,0,3.0,71,47,24,8,2,,2019,defense
,,,,,,,,,,,,,,,,,,,,,,,2019,defense
A.J. Klein,NOR,28,RLB,15,15,1,14,1,14,2,1,0,0,0,0,2.5,69,47,22,5,5,,2019,defense
Jonathan Allen,WAS,24,LDE,15,15,0,0,0,0,1,0,0,1,0,0,6.0,68,46,22,7,10,,2019,defense
Sam Hubbard,CIN,24,LOLB,15,15,0,0,0,0,3,1,0,0,0,0,8.5,76,46,30,10,13,,2019,defense
Damontae Kazee,ATL,26,FS,16,14,3,53,0,22,3,1,0,0,0,0,0.0,74,46,28,2,0,,2019,defense
Marshon Lattimore*,NOR,23,RCB,14,14,1,0,0,0,14,,,,,,0.0,57,46,11,1,0,,2019,defense
Devin McCourty,NWE,32,FS,16,16,5,49,0,24,7,2,0,1,0,0,0.0,58,46,12,0,0,,2019,defense
Rodney McLeod,PHI,29,SS,16,16,2,30,0,23,6,2,0,0,0,0,1.0,76,46,30,0,1,,2019,defense
Patrick Peterson,ARI,29,RCB,10,10,2,0,0,0,7,1,0,0,0,0,1.0,53,46,7,3,1,,2019,defense
Shaquil Barrett*,TAM,27,ROLB,16,16,1,4,0,4,2,6,0,0,0,0,19.5,58,45,13,19,37,,2019,defense
Chuck Clark,BAL,24,FS,16,12,1,12,0,12,9,2,0,0,0,0,1.0,73,45,28,2,3,,2019,defense
Devon Kennard,DET,28,LLB,16,15,,,,,,1,0,2,13,1,7.0,58,45,13,9,15,,2019,defense
Montae Nicholson,WAS,24,FS,13,13,2,23,0,23,4,0,0,2,0,0,0.0,61,45,16,0,0,,2019,defense
Damarious Randall,CLE,27,FS/SS,11,11,0,0,0,0,6,,,,,,2.5,61,45,16,3,3,,2019,defense
Jalen Thompson,ARI,21,SS,15,9,1,18,0,18,3,0,0,1,24,0,0.0,57,45,12,0,1,,2019,defense
Prince Amukamara,CHI,30,CB/RCB,15,15,0,0,0,0,10,1,0,1,0,0,0.0,53,44,9,1,0,,2019,defense
Minkah Fitzpatrick*+,2TM,23,,16,16,5,130,1,96,9,2,0,3,79,1,0.0,69,44,25,1,1,,2019,defense
Stephon Gilmore*+,NWE,29,RCB,16,16,6,126,2,64,20,0,0,1,0,0,0.0,53,44,9,0,0,,2019,defense
Chris Harris Jr.,DEN,30,CB/LCB,16,16,1,11,0,11,6,1,0,0,0,0,0.0,56,44,12,1,0,,2019,defense
Ronnie Harrison,JAX,22,SS,14,14,2,66,0,35,9,0,0,1,0,0,2.0,71,44,27,2,1,,2019,defense
Neville Hewitt,NYJ,26,RLB,12,12,2,13,0,9,5,,,,,,3.0,75,44,31,6,8,,2019,defense
Jalen Ramsey*,2TM,25,,12,11,1,13,0,13,5,2,0,0,0,0,0.0,50,44,6,0,0,,2019,defense
Daniel Sorensen,KAN,29,,16,3,2,6,0,6,4,,,,,,0.0,57,44,13,1,2,,2019,defense
Johnathan Joseph,HOU,35,CB/LCB,14,11,1,0,0,0,13,,,,,,0.0,51,43,8,0,0,,2019,defense
Matt Judon*,BAL,27,ROLB,16,16,,,,,,4,0,0,0,0,9.5,54,43,11,14,33,,2019,defense
Harold Landry,TEN,23,ROLB,16,16,1,0,0,0,1,1,0,2,0,0,9.0,68,43,25,12,14,,2019,defense
Haason Reddick,ARI,25,lilb,16,5,0,0,0,0,6,0,0,1,3,0,1.0,76,43,33,6,4,,2019,defense
Sheldon Richardson,CLE,29,RDT,16,15,0,0,0,0,4,3,0,0,0,0,3.0,62,43,19,4,6,,2019,defense
Leighton Vander Esch,DAL,23,RLB,9,9,0,0,0,0,3,1,0,0,0,0,0.5,72,43,29,1,1,,2019,defense
Tre Herndon,JAX,23,LCB,16,14,3,0,0,0,13,,,,,,0.0,55,42,13,1,0,,2019,defense
Myles Jack,JAX,24,MLB,11,11,1,14,0,14,4,,,,,,0.5,66,42,24,3,2,,2019,defense
,,,,,,,,,,,,,,,,,,,,,,,2019,defense
Chandler Jones*+,ARI,29,LOLB,16,16,0,0,0,0,5,8,0,3,0,0,19.0,53,42,11,11,26,,2019,defense
Emmanuel Moseley,SFO,23,RCB,16,9,1,3,0,3,8,,,,,,0.0,50,42,8,2,1,,2019,defense
Trayvon Mullen,OAK,22,RCB,16,10,1,0,0,0,10,,,,,,0.0,50,42,8,0,0,,2019,defense
Darnell Savage Jr.,GNB,22,FS,14,14,2,37,0,28,5,2,0,0,0,0,0.0,55,42,13,1,1,,2019,defense
Juan Thornhill,KAN,24,FS,16,16,3,46,1,46,5,,,,,,0.0,58,42,16,0,0,,2019,defense
Andrew Adams,TAM,27,SS,14,11,1,21,0,21,3,1,0,0,0,0,0.0,46,41,5,3,0,,2019,defense
Brandon Carr,BAL,33,CB/RCB,16,16,0,0,0,0,6,,,,,,2.0,49,41,8,4,7,,2019,defense
Nik Needham,MIA,23,RCB,12,11,2,23,0,23,11,1,0,0,0,0,1.0,54,41,13,1,3,,2019,defense
Za'Darius Smith*,GNB,27,ROLB,16,16,,,,,,1,0,0,0,0,13.5,55,41,14,17,37,,2019,defense
Kyle Van Noy,NWE,28,RLB,15,15,0,0,0,0,3,3,0,2,22,1,6.5,56,41,15,7,15,,2019,defense
T.J. Carrie,CLE,29,cb/lcb,16,6,1,0,0,0,4,1,0,1,4,0,1.0,52,40,12,4,2,,2019,defense
Dante Fowler,LAR,25,LOLB,16,14,0,0,0,0,6,2,0,1,26,1,11.5,58,40,18,16,16,,2019,defense
Clayton Geathers,IND,27,SS,15,10,1,0,0,0,1,,,,,,0.0,54,40,14,1,0,,2019,defense
Desmond King,LAC,25,DB,15,8,0,0,0,0,2,1,4,2,13,0,2.5,51,40,11,4,4,,2019,defense
Khalil Mack*,CHI,28,LOLB,16,16,0,0,0,0,4,5,0,1,0,0,8.5,47,40,7,8,14,,2019,defense
Marcus Peters*+,2TM,26,,16,15,5,210,3,89,14,0,0,1,0,0,0.0,53,40,13,1,0,,2019,defense
Marcus Williams,NOR,23,FS,15,15,4,56,1,55,13,1,0,1,0,0,0.0,55,40,15,0,0,,2019,defense
Carlos Dunlap,CIN,30,LDE,14,14,0,0,0,0,8,2,0,0,0,0,9.0,63,39,24,13,21,,2019,defense
Mike Hughes,MIN,22,,14,3,1,0,0,0,9,2,3,2,0,0,0.0,45,39,6,1,0,,2019,defense
Melvin Ingram*,LAC,30,RDE,13,13,1,9,0,9,5,0,0,1,2,0,7.0,48,39,9,11,12,,2019,defense
Adoree' Jackson,TEN,24,RCB,11,10,0,0,0,0,6,0,1,0,0,0,0.0,45,39,6,3,0,,2019,defense
Taron Johnson,BUF,23,DB,12,7,0,0,0,0,5,1,0,0,0,0,1.0,50,39,11,2,1,,2019,defense
Jamal Perry ,MIA,25,db,14,6,1,0,0,0,6,,,,,,0.0,58,39,19,2,0,,2019,defense
Jarrad Davis,DET,25,MLB,11,11,0,0,0,0,1,3,0,1,0,0,2.0,63,38,25,4,5,,2019,defense
Pierre Desir,IND,29,CB/RCB,12,11,3,0,0,0,11,,,,,,0.0,50,38,12,1,0,,2019,defense
Chauncey Gardner-Johnson,NOR,22,db,16,7,1,28,0,28,8,1,0,1,37,0,0.0,49,38,11,6,4,,2019,defense
Grady Jarrett*,ATL,26,LDT,16,16,,,,,,2,0,0,0,0,7.5,69,38,31,12,16,,2019,defense
Karl Joseph,OAK,26,SS,9,9,1,0,0,0,3,0,0,1,0,0,0.0,49,38,11,4,2,,2019,defense
Jourdan Lewis,DAL,24,db,16,5,2,20,0,20,6,0,0,1,63,1,4.0,51,38,13,4,4,,2019,defense
Avonte Maddox,PHI,23,lcb,12,6,0,8,0,8,10,1,0,0,0,0,1.0,47,38,9,2,2,,2019,defense
,,,,,,,,,,,,,,,,,,,,,,,2019,defense
Denzel Ward,CLE,22,LCB,12,12,2,61,1,61,11,0,0,1,0,0,0.0,44,38,6,1,1,,2019,defense
Bashaud Breeland,KAN,27,LCB,16,15,2,4,0,4,8,0,0,2,114,1,0.0,48,37,11,1,1,,2019,defense
Calais Campbell*,JAX,33,DE/RDE,16,16,0,0,0,0,1,2,0,1,8,1,6.5,56,37,19,10,25,,2019,defense
Maurice Canady,2TM,25,,13,3,1,3,0,3,5,1,0,0,0,0,0.0,46,37,9,1,0,,2019,defense
Tashaun Gipson,HOU,29,SS,14,14,3,105,1,79,8,,,,,,0.0,51,37,14,2,3,,2019,defense
Markus Golden,NYG,28,DE/LOLB,16,16,,,,,,0,0,1,42,1,10.0,72,37,35,13,27,,2019,defense
Shaun Dion Hamilton,WAS,24,,16,0,1,0,0,0,2,1,0,1,0,0,1.0,49,37,12,5,2,,2019,defense
Cameron Jordan*,NOR,30,LDE,16,16,0,0,0,0,3,0,0,1,0,0,15.5,53,37,16,15,25,,2019,defense
Sean Murphy-Bunting,TAM,22,rcb,16,10,3,88,1,70,8,1,0,0,0,0,1.0,44,37,7,1,0,,2019,defense
Jahlani Tavai,DET,23,mlb,15,6,1,2,0,2,2,1,0,0,0,0,2.0,58,37,21,5,3,,2019,defense
Gareon Conley,2TM,24,,14,12,1,3,0,3,13,,,,,,0.0,50,36,14,0,0,,2019,defense
Maxx Crosby,OAK,22,RDE,16,10,0,0,0,0,4,4,0,0,0,0,10.0,47,36,11,16,14,,2019,defense
Grant Haley,NYG,23,,15,3,,,,,,,,,,,1.0,43,36,7,4,1,,2019,defense
Yannick Ngakoue,JAX,24,LDE,15,15,1,23,1,23,6,4,0,1,-2,0,8.0,41,36,5,13,15,,2019,defense
Donald Payne,JAX,25,mlb,9,5,0,0,0,0,1,0,0,1,0,0,1.0,61,36,25,3,1,,2019,defense
Andrew Sendejo,2TM,32,,15,3,3,36,0,21,4,,,,,,1.0,45,36,9,2,2,,2019,defense
Darius Slay*,DET,28,CB/LCB,14,14,2,19,0,19,13,0,0,1,38,0,0.0,46,36,10,0,0,,2019,defense
Preston Smith,GNB,27,LOLB,16,16,1,5,0,5,4,1,0,0,0,0,12.0,56,36,20,11,23,,2019,defense
Eric Wilson,MIN,25,llb,16,6,,,,,,0,0,1,0,0,3.0,62,36,26,6,5,,2019,defense
Jahleel Addae,HOU,29,/fs,16,3,2,5,0,4,3,,,,,,0.0,45,35,10,0,0,,2019,defense
Lorenzo Alexander,BUF,36,rlb,16,7,0,0,0,0,9,1,0,0,0,0,2.0,55,35,20,4,9,,2019,defense
Brandon Graham,PHI,31,RDE,16,16,,,,,,1,0,2,4,0,8.5,50,35,15,15,17,,2019,defense
Lawrence Guy,NWE,29,LDE,16,16,1,5,0,5,1,0,0,2,0,0,3.0,61,35,26,5,5,,2019,defense
Javon Hargrave,PIT,26,NT,16,13,,,,,,1,0,0,0,0,4.0,60,35,25,7,6,,2019,defense
Anthony Harris,MIN,28,FS,14,14,6,42,1,20,11,0,0,1,0,0,0.0,60,35,25,1,1,,2019,defense
Ben Niemann,KAN,24,,16,1,0,0,0,0,1,0,0,1,0,0,0.0,56,35,21,1,1,,2019,defense
Larry Ogunjobi,CLE,25,LDT,15,15,0,0,0,0,1,,,,,,5.5,50,35,15,10,13,,2019,defense
Bradley Roby,HOU,27,RCB,10,10,2,49,1,27,8,1,0,0,0,0,1.0,38,35,3,2,1,,2019,defense
T.J. Watt*+,PIT,25,LOLB,16,16,2,7,0,7,8,8,0,4,0,0,14.5,55,35,20,14,36,,2019,defense
K'Waun Williams,SFO,28,db,15,8,2,53,0,49,2,4,0,0,0,0,1.0,51,35,16,2,4,,2019,defense
,,,,,,,,,,,,,,,,,,,,,,,2019,defense
Michael Brockers,LAR,29,LDE,16,16,0,0,0,0,1,,,,,,3.0,63,34,29,3,9,,2019,defense
DeForest Buckner,SFO,25,DT/RDT,16,16,0,0,0,0,2,2,0,4,12,1,7.5,62,34,28,9,14,,2019,defense
Ronald Darby,PHI,25,CB/RCB,11,11,2,29,0,16,11,,,,,,0.0,37,34,3,1,0,,2019,defense
Kendall Fuller,KAN,24,/cb,11,4,0,0,0,0,2,,,,,,1.0,49,34,15,3,1,,2019,defense
Rayshawn Jenkins,LAC,25,SS,16,16,3,10,0,8,4,,,,,,0.0,54,34,20,2,0,,2019,defense
Jaquiski Tartt,SFO,27,SS,12,12,0,0,0,0,2,1,0,2,0,0,0.5,48,34,14,1,1,,2019,defense
P.J. Williams,NOR,26,DB,14,8,1,0,0,0,4,,,,,,1.0,44,34,10,3,1,,2019,defense
Mike Edwards,TAM,23,ss,15,7,0,0,0,0,6,0,0,2,-1,0,1.0,45,33,12,3,1,,2019,defense
Trey Flowers,DET,26,LDE,15,15,,,,,,2,0,0,0,0,7.0,51,33,18,8,21,,2019,defense
