Player,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Year,Category
Davon Godchaux,MIA,25,NT,16,16,0,0,0,0,1,,,,,,2.0,75,33,42,4,7,,2019,defense
Justin Houston,IND,30,LDE,16,16,,,,,,2,0,3,0,0,11.0,44,33,11,13,18,1,2019,defense
Whitney Mercilus,HOU,29,LOLB,16,16,2,88,0,86,2,4,0,1,2,0,7.5,48,33,15,9,16,,2019,defense
Von Miller*,DEN,30,ROLB,15,15,0,0,0,0,2,,,,,,8.0,46,33,13,10,20,,2019,defense
Fabian Moreau,WAS,25,db,12,7,3,16,0,10,5,,,,,,0.0,44,33,11,0,0,,2019,defense
Josh Norman,WAS,32,cb/RCB,12,8,1,2,0,2,6,1,0,0,0,0,1.0,40,33,7,1,0,,2019,defense
Kendall Sheffield,ATL,23,rcb,16,11,0,0,0,0,3,1,0,0,0,0,0.0,46,33,13,0,0,,2019,defense
Arik Armstead,SFO,26,RDE,16,16,0,0,0,0,2,2,0,1,0,0,10.0,54,32,22,11,18,,2019,defense
Nick Bosa*,SFO,22,LDE,16,14,1,46,0,46,2,1,0,2,6,0,9.0,47,32,15,16,25,,2019,defense
Nigel Bradham,PHI,30,MLB,12,12,1,22,0,22,5,0,0,1,47,1,0.0,61,32,29,2,1,,2019,defense
D.J. Hayden,JAX,29,db,15,8,0,0,0,0,6,1,0,1,0,0,2.0,41,32,9,5,5,,2019,defense
Troy Hill,LAR,28,LCB,14,9,2,6,0,6,8,,,,,,1.0,43,32,11,1,2,,2019,defense
Donte Jackson,CAR,24,LCB,13,10,3,25,0,25,8,0,0,1,-1,0,0.0,40,32,8,1,0,,2019,defense
Daron Payne,WAS,22,NT,15,9,0,0,0,0,2,,,,,,2.0,56,32,24,3,4,,2019,defense
Nickell Robey-Coleman,LAR,27,/cb,16,3,0,0,0,0,7,2,0,0,12,0,0.0,36,32,4,3,0,,2019,defense
A'Shawn Robinson,DET,24,dt/RDT,13,9,0,0,0,0,3,1,0,2,3,0,1.5,40,32,8,3,2,,2019,defense
Earl Thomas*,BAL,30,SS,15,15,2,38,0,24,4,1,0,1,6,0,2.0,49,32,17,2,6,,2019,defense
Josh Allen*,JAX,22,,16,4,,,,,,2,0,0,0,0,10.5,44,31,13,11,23,,2019,defense
Kenny Clark*,GNB,24,NT,16,16,0,0,0,0,1,1,0,0,0,0,6.0,62,31,31,9,7,,2019,defense
Michael Davis,LAC,24,LCB,12,12,2,15,0,15,9,,,,,,0.0,39,31,8,0,0,,2019,defense
Quinton Dunbar,WAS,27,CB/LCB,11,11,4,6,0,6,8,,,,,,0.0,37,31,6,1,0,,2019,defense
,,,,,,,,,,,,,,,,,,,,,,,2019,defense
Leon Jacobs,JAX,24,RLB,14,7,0,0,0,0,1,0,0,1,0,0,2.0,42,31,11,4,3,,2019,defense
Jason McCourty,NWE,32,LCB,12,10,1,16,0,16,6,,,,,,0.0,40,31,9,0,0,,2019,defense
Brennan Scarlett,HOU,26,ROLB,15,10,0,0,0,0,1,2,0,0,0,0,3.5,51,31,20,3,6,,2019,defense
Montez Sweat,WAS,23,LOLB,16,16,0,0,0,0,2,2,0,0,0,0,7.0,50,31,19,8,13,,2019,defense
Jermaine Whitehead,CLE,26,db,8,8,1,0,0,0,2,1,0,0,0,0,0.0,41,31,10,1,2,,2019,defense
Mackensie Alexander,MIN,26,/cb,13,4,1,0,0,0,5,,,,,,0.5,38,30,8,1,2,,2019,defense
Ryan Anderson,WAS,25,,16,4,0,0,0,0,1,5,0,2,0,0,4.0,44,30,14,4,9,,2019,defense
Austin Calitro,JAX,25,,13,4,0,0,0,0,1,,,,,,1.0,40,30,10,4,2,,2019,defense
Brandon Facyson,LAC,25,,16,4,0,0,0,0,1,0,0,1,0,0,0.0,41,30,11,2,0,,2019,defense
Will Harris,DET,24,fs,16,6,0,0,0,0,3,,,,,,1.0,43,30,13,1,1,,2019,defense
Malik Hooker,IND,23,FS,13,13,2,39,0,26,3,0,0,1,3,0,0.0,51,30,21,1,0,,2019,defense
DeMarcus Lawrence,DAL,27,LDE,16,16,0,0,0,0,2,2,0,2,0,0,5.0,45,30,15,10,16,,2019,defense
Julian Love,NYG,21,ss,15,5,1,30,0,30,3,1,0,0,0,0,0.0,37,30,7,5,1,,2019,defense
George Odum,IND,26,,16,1,,,,,,2,0,1,0,0,0.0,37,30,7,0,1,,2019,defense
Danny Shelton,NWE,26,DT/LDT,16,14,,,,,,1,0,0,0,0,3.0,61,30,31,2,6,,2019,defense
Roderic Teamer,LAC,22,FS,7,6,1,3,0,3,2,,,,,,1.0,40,30,10,1,1,,2019,defense
B.W. Webb,CIN,29,CB/LCB,15,12,1,1,0,1,7,,,,,,0.0,37,30,7,1,0,,2019,defense
Christian Wilkins,MIA,24,RDE,16,14,0,0,0,0,2,0,1,1,0,0,2.0,56,30,26,3,4,,2019,defense
Aaron Donald*+,LAR,28,RDE,16,16,0,0,0,0,2,2,0,1,0,0,12.5,48,29,19,20,24,1,2019,defense
Damon Harrison,DET,31,DT/LDT,15,15,0,0,0,0,3,,,,,,2.0,49,29,20,3,2,,2019,defense
J.C. Jackson,NWE,24,db,16,6,5,39,0,19,10,,,,,,0.0,36,29,7,0,1,,2019,defense
Christian Jones,DET,28,RLB,13,13,0,0,0,0,4,0,0,1,0,0,2.0,51,29,22,2,3,,2019,defense
Jalen Mills,PHI,25,LCB,9,9,1,0,0,0,7,,,,,,0.0,41,29,12,0,0,,2019,defense
Tramon Williams,GNB,36,cb/db,16,7,2,-4,0,0,8,1,0,2,0,0,0.0,39,29,10,1,1,,2019,defense
Vic Beasley,ATL,27,RDE,16,15,0,0,0,0,2,2,0,0,0,0,8.0,42,28,14,8,12,,2019,defense
Preston Brown,2TM,27,,10,8,,,,,,1,0,1,0,0,0.0,55,28,27,0,0,,2019,defense
Johnathan Hankins,OAK,27,RDT,16,16,0,0,0,0,1,,,,,,1.5,50,28,22,7,6,,2019,defense
Shelby Harris,DEN,28,LDE,16,16,0,0,0,0,9,1,0,0,0,0,6.0,49,28,21,8,6,,2019,defense
Casey Hayward,LAC,30,RCB,16,16,2,37,0,37,8,,,,,,0.0,32,28,4,0,0,,2019,defense
D.J. Reader,HOU,25,NT,15,15,,,,,,,,,,,2.5,52,28,24,6,13,,2019,defense
,,,,,,,,,,,,,,,,,,,,,,,2019,defense
Jalen Reeves-Maybin,DET,24,,16,3,,,,,,1,0,1,0,0,0.0,37,28,9,1,1,,2019,defense
John Simon,NWE,29,RDE,16,12,1,6,0,6,4,1,0,0,0,0,4.0,44,28,16,3,7,,2019,defense
Jimmy Smith,BAL,31,db,9,5,1,7,0,7,6,,,,,,1.0,30,28,2,1,1,,2019,defense
Vince Williams,PIT,30,RILB,14,8,0,0,0,0,1,0,0,1,0,0,2.5,55,28,27,4,9,,2019,defense
Vince Biegel,MIA,26,RILB,15,10,1,7,0,7,1,,,,,,2.5,59,27,32,7,13,,2019,defense
Blake Cashman,NYJ,23,lb,7,5,0,0,0,0,1,0,0,1,0,0,0.5,40,27,13,3,3,,2019,defense
Frank Clark*,KAN,26,RDE,14,11,1,5,0,5,4,3,0,1,0,0,8.0,37,27,10,12,14,,2019,defense
Brandon Copeland,NYJ,28,,12,3,0,0,0,0,2,1,0,0,0,0,1.5,42,27,15,5,3,,2019,defense
Kamalei Correa,TEN,25,lolb,16,5,0,0,0,0,2,0,0,1,0,0,5.0,37,27,10,6,5,,2019,defense
Quandre Diggs,2TM,26,,10,10,3,99,1,55,3,1,0,1,0,0,0.0,41,27,14,0,0,,2019,defense
Leonard Floyd,CHI,27,ROLB,16,16,0,0,0,0,1,,,,,,3.0,40,27,13,3,12,,2019,defense
Dre Kirkpatrick,CIN,30,lcb,6,6,0,0,0,0,4,0,0,1,11,0,1.0,33,27,6,2,1,,2019,defense
Clay Matthews,LAR,33,LILB,13,13,0,0,0,0,3,2,0,0,0,0,8.0,37,27,10,9,11,,2019,defense
Kevin Pierre-Louis,CHI,28,/il,14,3,1,2,0,2,3,,,,,,0.0,37,27,10,2,2,,2019,defense
Chandon Sullivan,GNB,23,,16,0,1,7,0,7,6,1,0,0,0,0,0.0,30,27,3,0,1,,2019,defense
Morgan Burnett,CLE,30,FS/ss,8,8,1,43,0,43,2,,,,,,2.0,41,26,15,4,3,,2019,defense
Juston Burris,CLE,26,cb/DB,14,9,2,42,0,27,7,1,0,0,0,0,1.0,32,26,6,2,2,,2019,defense
Jurrell Casey*,TEN,30,DT/RDE,14,14,,,,,,1,0,2,0,0,5.0,44,26,18,5,10,,2019,defense
Fletcher Cox*,PHI,29,RDT,16,16,0,0,0,0,2,3,0,1,1,0,3.5,40,26,14,5,10,,2019,defense
Tyeler Davison,ATL,27,RDT,16,12,,,,,,0,0,1,0,0,1.0,55,26,29,4,2,,2019,defense
Samson Ebukam,LAR,24,ROLB,16,5,0,0,0,0,4,1,0,2,0,0,4.5,48,26,22,5,10,,2019,defense
William Gholston,TAM,28,RDE,16,8,0,0,0,0,2,,,,,,1.0,38,26,12,5,7,,2019,defense
Everson Griffen*,MIN,32,DE/RDE,15,15,1,17,0,17,2,,,,,,8.0,41,26,15,11,24,,2019,defense
William Jackson III,CIN,27,RCB,14,13,1,19,0,19,3,,,,,,0.0,37,26,11,1,0,,2019,defense
Linval Joseph,MIN,31,LDT/NT,13,13,,,,,,1,0,0,0,0,3.0,44,26,18,6,6,,2019,defense
Arthur Maulet,NYJ,26,rcb,12,6,1,13,0,13,2,0,0,1,0,1,0.0,38,26,12,5,0,,2019,defense
Will Parks,DEN,25,db/fs,14,7,1,11,0,11,2,1,0,0,0,0,1.0,35,26,9,1,2,,2019,defense
Robert Quinn,DAL,29,DE/RDE,14,14,0,0,0,0,3,2,0,0,0,0,11.5,34,26,8,13,22,,2019,defense
Derek Barnett,PHI,23,LDE,14,14,,,,,,2,0,0,0,0,6.5,30,25,5,10,22,,2019,defense
Malcolm Butler,TEN,29,rcb,9,9,2,61,1,38,9,,,,,,0.0,32,25,7,1,0,,2019,defense
,,,,,,,,,,,,,,,,,,,,,,,2019,defense
Lorenzo Carter,NYG,24,ROLB,15,12,0,0,0,0,5,1,0,0,0,0,4.5,45,25,20,6,13,,2019,defense
Kevin Johnson,BUF,27,/cb,16,1,0,0,0,0,5,,,,,,1.0,36,25,11,1,1,,2019,defense
Sebastian Joseph,LAR,24,,16,15,0,0,0,0,1,,,,,,2.0,44,25,19,5,5,,2019,defense
Cassius Marsh,ARI,27,,16,3,,,,,,,,,,,2.5,36,25,11,7,5,,2019,defense
Jordan Phillips,BUF,27,dt/LDT,16,9,,,,,,1,0,0,0,0,9.5,31,25,6,13,16,,2019,defense
Kyzir White,LAC,23,rlb,16,7,1,0,0,0,2,,,,,,0.0,40,25,15,1,0,,2019,defense
Wesley Woodyard,TEN,33,/il,15,2,0,0,0,0,1,1,0,0,0,0,1.0,42,25,17,3,2,,2019,defense
Michael Bennett,2TM,34,,15,1,,,,,,,,,,,6.5,32,24,8,14,15,,2019,defense
Javien Elliott,CAR,26,,16,3,1,0,0,0,2,,,,,,0.5,38,24,14,1,2,,2019,defense
Clelin Ferrell,OAK,22,LDE,15,15,0,0,0,0,5,0,0,1,0,0,4.5,38,24,14,8,8,,2019,defense
John Johnson,LAR,24,ss,6,5,2,0,0,0,2,,,,,,0.0,51,24,27,2,0,,2019,defense
Dexter Lawrence,NYG,22,RDE,16,16,0,0,0,0,1,1,0,0,0,0,2.5,38,24,14,3,9,,2019,defense
Trent Murphy,BUF,29,LDE,16,16,1,0,0,0,3,2,0,2,8,0,5.0,36,24,12,9,9,,2019,defense
Carl Nassib,TAM,26,de/lolb,14,8,,,,,,1,0,1,0,0,6.0,34,24,10,8,11,,2019,defense
Ed Oliver,BUF,22,rdt,16,7,0,0,0,0,2,1,0,0,0,0,5.0,43,24,19,5,8,,2019,defense
Jason Pierre-Paul,TAM,30,LOLB,10,8,0,0,0,0,2,2,0,0,0,0,8.5,27,24,3,9,16,,2019,defense
LeShaun Sims,TEN,26,,14,2,0,0,0,0,2,0,1,1,0,0,0.0,35,24,11,0,0,,2019,defense
Terrell Suggs,2TM,37,,15,13,,,,,,4,0,1,0,0,6.5,40,24,16,9,9,,2019,defense
Nick Williams,CHI,29,dt,16,5,0,0,0,0,2,0,0,2,4,0,6.0,42,24,18,5,9,,2019,defense
Ahkello Witherspoon,SFO,24,rcb,10,8,1,25,1,25,9,,,,,,0.0,28,24,4,1,0,,2019,defense
Josh Bynes,BAL,30,il/LILB,12,7,2,7,0,6,4,,,,,,1.0,46,23,23,6,2,,2019,defense
Marcell Harris,SFO,25,,13,4,0,0,0,0,5,3,0,1,3,0,0.0,40,23,17,0,1,,2019,defense
Chris Jones*,KAN,25,LDT,13,12,0,0,0,0,4,1,0,1,12,0,9.0,36,23,13,8,20,,2019,defense
Dean Lowry,GNB,25,LDE,16,16,1,7,0,7,3,0,0,1,0,0,0.0,47,23,24,2,2,,2019,defense
Uchenna Nwosu,LAC,23,,16,3,0,0,0,0,1,1,0,0,0,0,2.0,31,23,8,5,7,,2019,defense
Emmanuel Ogbah,KAN,26,/de,10,4,0,0,0,0,3,1,0,0,0,0,5.5,32,23,9,6,11,,2019,defense
Reggie Ragland,KAN,26,il/RLB,14,7,,,,,,0,0,1,5,1,2.0,30,23,7,4,3,,2019,defense
Darian Thompson,DAL,26,,15,4,0,0,0,0,3,0,0,1,0,0,1.5,45,23,22,3,2,,2019,defense
Dalvin Tomlinson,NYG,25,NT,16,16,,,,,,1,0,0,0,0,3.5,49,23,26,7,9,,2019,defense
Derek Wolfe,DEN,29,DE/RDE,12,12,0,0,0,0,1,1,0,0,0,0,7.0,34,23,11,8,12,,2019,defense
,,,,,,,,,,,,,,,,,,,,,,,2019,defense
Kwon Alexander,SFO,25,LLB,8,8,1,0,0,0,4,1,0,0,0,0,0.5,34,22,12,2,1,,2019,defense
Vernon Butler,CAR,25,de/RDE,14,9,,,,,,3,0,0,0,0,6.0,32,22,10,7,8,,2019,defense
Jermaine Carter Jr.,CAR,24,LILB,16,5,,,,,,,,,,,0.5,31,22,9,2,2,,2019,defense
Samuel Eguavoen,MIA,26,LOLB,16,6,0,0,0,0,1,0,0,1,0,0,3.5,42,22,20,7,9,,2019,defense
L.J. Fort,2TM,29,,16,8,0,0,0,0,1,,,,,,2.0,37,22,15,4,2,,2019,defense
Bruce Irvin,CAR,32,ROLB,13,12,0,0,0,0,1,1,0,1,0,0,8.5,36,22,14,8,16,1,2019,defense
Trumaine Johnson,NYJ,29,cb/lcb,7,5,1,3,0,3,2,,,,,,0.0,25,22,3,1,0,,2019,defense
David Onyemata,NOR,27,LDT,15,15,0,0,0,0,1,,,,,,3.0,32,22,10,3,11,,2019,defense
Roy Robertson-Harris,CHI,26,LDE,15,7,0,0,0,0,3,,,,,,2.5,30,22,8,3,10,,2019,defense
Ndamukong Suh,TAM,32,LDE,16,16,0,0,0,0,4,0,0,4,43,2,2.5,41,22,19,7,14,,2019,defense
Andrew Wingard,JAX,23,,16,2,,,,,,1,0,0,0,0,1.0,30,22,8,0,2,,2019,defense
Tyson Alualu,PIT,32,rde,16,5,0,0,0,0,2,1,0,0,0,0,1.0,41,21,20,4,3,,2019,defense
Corey Ballentine,NYG,23,,13,2,0,0,0,0,2,,,,,,0.0,26,21,5,0,1,,2019,defense
Jadeveon Clowney,SEA,26,DE/LDE,13,11,1,27,1,27,3,4,0,2,10,1,3.0,31,21,10,7,13,,2019,defense
Poona Ford,SEA,24,RDT,15,14,0,0,0,0,1,0,0,1,0,0,0.5,32,21,11,5,3,,2019,defense
Najee Goode,JAX,30,,10,4,0,0,0,0,2,,,,,,1.0,27,21,6,1,1,,2019,defense
Nate Hairston,NYJ,25,LCB,11,6,1,0,0,0,3,,,,,,0.0,24,21,3,2,1,,2019,defense
Jordan Jenkins,NYJ,25,LLB,14,13,0,0,0,0,3,2,0,0,0,0,8.0,32,21,11,9,13,,2019,defense
Josey Jewell,DEN,25,,15,3,,,,,,0,0,2,0,0,1.5,38,21,17,1,2,,2019,defense
DaQuan Jones,TEN,28,NT,16,16,0,0,0,0,3,,,,,,1.0,42,21,21,0,2,,2019,defense
Tanoh Kpassagnon,KAN,25,LDE,16,8,0,0,0,0,2,1,0,1,0,0,4.0,29,21,8,6,11,,2019,defense
Shaq Lawson,BUF,25,,15,0,0,0,0,0,2,1,0,0,0,0,6.5,32,21,11,13,18,,2019,defense
Steve McLendon,NYJ,33,LDT,16,16,,,,,,0,0,1,0,0,2.5,36,21,15,10,7,,2019,defense
Kevin Minter,TAM,29,,16,2,0,0,0,0,2,0,0,1,0,0,0.0,34,21,13,2,1,,2019,defense
Al-Quadin Muhammad,IND,24,,16,4,,,,,,1,0,0,0,0,3.0,28,21,7,8,9,,2019,defense
Kyle Phillips,NYJ,22,,15,4,0,0,0,0,1,,,,,,1.5,39,21,18,7,6,,2019,defense
Leonard Williams,2TM,25,,15,12,0,0,0,0,3,1,0,0,0,0,0.5,46,21,25,2,16,,2019,defense
Mario Addison,CAR,32,LOLB,15,15,,,,,,2,0,0,0,0,9.5,34,20,14,6,14,,2019,defense
Denico Autry,IND,29,DT,14,14,0,0,0,0,4,1,0,0,0,0,3.5,32,20,12,4,11,,2019,defense
Sam Beal,NYG,23,,6,3,0,0,0,0,1,,,,,,0.0,26,20,6,1,0,1,2019,defense
,,,,,,,,,,,,,,,,,,,,,,,2019,defense
Tyus Bowser,BAL,24,,16,0,0,0,0,0,2,1,0,1,33,1,5.0,24,20,4,3,10,,2019,defense
Kris Boyd,MIN,23,,16,0,0,0,0,0,1,0,0,1,0,0,0.0,22,20,2,2,0,,2019,defense
Christian Covington,DAL,26,de/rdt,16,6,0,0,0,0,1,,,,,,1.0,28,20,8,4,3,,2019,defense
Vinny Curry,PHI,31,,16,2,,,,,,,,,,,5.0,27,20,7,5,12,,2019,defense
Jaylon Ferguson,BAL,24,LOLB,14,9,0,0,0,0,1,0,0,1,0,0,2.5,31,20,11,6,9,,2019,defense
Myles Garrett,CLE,24,LDE,10,10,,,,,,2,0,0,0,0,10.0,29,20,9,11,18,,2019,defense
Eddie Goldman,CHI,25,NT,15,15,,,,,,,,,,,1.0,29,20,9,2,2,,2019,defense
Rodney Gunter,ARI,27,DE/RDE,13,13,,,,,,,,,,,3.0,31,20,11,9,10,,2019,defense
John Jenkins,MIA,30,de/lde,16,5,0,0,0,0,1,,,,,,1.0,34,20,14,2,1,,2019,defense
Ryan Lewis,3TM,25,,13,3,1,3,0,3,5,,,,,,0.0,28,20,8,1,0,,2019,defense
Craig Robertson,NOR,31,,15,1,1,3,0,3,1,,,,,,1.0,27,20,7,2,2,,2019,defense
Jabaal Sheard,IND,30,DE/RDE,13,12,0,0,0,0,2,,,,,,4.5,25,20,5,5,9,,2019,defense
Olivier Vernon,CLE,29,RDE,10,10,,,,,,1,0,0,0,0,3.5,26,20,6,4,11,,2019,defense
Deatrich Wise Jr.,NWE,25,,14,3,,,,,,1,0,0,0,0,2.0,26,20,6,3,10,,2019,defense
Brian Burns,CAR,21,rolb,16,5,,,,,,1,0,1,56,1,7.5,25,19,6,5,16,,2019,defense
Duron Harmon,NWE,28,db/ss,16,8,2,27,0,27,5,,,,,,0.0,22,19,3,1,2,,2019,defense
D.J. Jones,SFO,24,LDT,11,11,,,,,,1,0,0,0,0,2.0,23,19,4,4,2,,2019,defense
Sidney Jones,PHI,23,,12,4,2,4,0,3,8,,,,,,0.0,23,19,4,1,0,,2019,defense
Jayron Kearse,MIN,25,/fs,15,3,1,0,0,0,6,,,,,,0.0,28,19,9,0,0,,2019,defense
Trey Marshall,DEN,23,,16,2,,,,,,1,0,2,12,0,0.0,25,19,6,0,0,,2019,defense
Bobby McCain,MIA,26,FS,9,8,2,53,0,32,3,0,1,0,0,0,0.0,25,19,6,0,0,,2019,defense
Corey Peters,ARI,31,NT,16,16,,,,,,,,,,,2.5,38,19,19,6,6,,2019,defense
Michael Pierce,BAL,27,NT,14,14,,,,,,0,0,1,2,0,0.5,35,19,16,2,3,,2019,defense
Vita Vea,TAM,24,NT,16,16,0,0,0,0,3,,,,,,2.5,35,19,16,4,12,,2019,defense
Troy Apke,WAS,24,,15,2,1,33,0,33,2,,,,,,0.0,26,18,8,2,0,,2019,defense
Geno Atkins*,CIN,31,RDE,16,14,,,,,,,,,,,4.5,47,18,29,4,10,,2019,defense
Tarell Basham,NYJ,25,,16,2,1,1,0,1,6,0,0,1,2,0,2.0,33,18,15,3,4,,2019,defense
Andrew Billings,CIN,24,NT,16,14,,,,,,,,,,,1.0,35,18,17,4,4,,2019,defense
Malcom Brown,NOR,25,RDT,16,16,0,0,0,0,1,0,0,1,0,0,2.0,34,18,16,6,5,,2019,defense
Taven Bryan,JAX,23,RDT,16,8,0,0,0,0,1,1,0,0,0,0,2.0,33,18,15,5,9,,2019,defense
,,,,,,,,,,,,,,,,,,,,,,,2019,defense
P.J. Hall,OAK,24,LDT,16,12,,,,,,,,,,,1.5,26,18,8,5,3,,2019,defense
Takkarist McKinley,ATL,24,LDE,14,13,,,,,,,,,,,3.5,29,18,11,7,13,,2019,defense
Derrick Nnadi,KAN,23,RDT,16,16,1,0,0,0,1,1,0,0,0,0,1.0,48,18,30,3,1,,2019,defense
Ifeadi Odenigbo,MIN,25,,16,0,,,,,,1,0,2,56,1,7.0,23,18,5,7,13,,2019,defense
Amani Oruwariye,DET,23,,9,2,2,0,0,0,3,,,,,,0.0,19,18,1,0,0,,2019,defense
Elandon Roberts,NWE,25,/il,16,3,0,0,0,0,1,,,,,,1.0,29,18,11,1,3,,2019,defense
Jeffery Simmons,TEN,22,LDE,9,7,0,0,0,0,1,,,,,,2.0,32,18,14,4,2,,2019,defense
Tye Smith,TEN,26,,9,3,,,,,,2,0,0,0,0,0.0,26,18,8,0,0,,2019,defense
Stephon Tuitt,PIT,26,RDE,6,6,,,,,,,,,,,3.5,22,18,4,6,7,,2019,defense
Terrence Brooks,NWE,27,,15,0,1,0,0,0,3,,,,,,0.0,24,17,7,0,3,,2019,defense
Adam Butler,NWE,25,,16,2,0,0,0,0,5,,,,,,6.0,26,17,9,8,9,,2019,defense
Kamu Grugier-Hill,PHI,25,LLB,10,6,,,,,,0,0,1,29,0,0.0,23,17,6,4,1,,2019,defense
Kameron Kelly,PIT,23,,14,1,1,10,0,10,1,,,,,,0.0,21,17,4,0,0,,2019,defense
Tyler Lancaster,GNB,25,RDE,16,10,,,,,,1,0,1,0,0,1.5,30,17,13,2,2,,2019,defense
Carl Lawson,CIN,24,,12,2,,,,,,,,,,,5.0,23,17,6,6,22,,2019,defense
Pernell McPhee,BAL,31,lolb,7,7,0,0,0,0,1,,,,,,3.0,19,17,2,7,6,,2019,defense
Terrance Mitchell,CLE,27,,15,4,1,28,0,28,3,,,,,,0.0,21,17,4,2,0,,2019,defense
Chad Thomas,CLE,24,lde,16,8,0,0,0,0,1,0,0,1,0,0,4.0,26,17,9,6,4,,2019,defense
Chase Winovich,NWE,24,,16,0,,,,,,,,,,,5.5,26,17,9,4,10,,2019,defense
Chris Wormley,BAL,26,de/RDE,16,7,0,0,0,0,2,,,,,,1.5,33,17,16,2,6,,2019,defense
Bradley Chubb,DEN,23,,4,4,0,0,0,0,1,1,0,0,0,0,1.0,21,16,5,5,6,,2019,defense
Jamel Dean,TAM,23,db,13,5,2,31,0,31,17,0,1,0,0,0,0.0,21,16,5,1,0,,2019,defense
Trent Harris,MIA,24,,11,3,,,,,,1,0,0,0,0,1.5,22,16,6,1,2,,2019,defense
Ryan Kerrigan,WAS,31,ROLB,12,12,0,0,0,0,1,1,0,0,0,0,5.5,25,16,9,6,14,,2019,defense
Malik Reed,DEN,23,LOLB,15,8,0,0,0,0,1,0,0,1,0,0,2.0,27,16,11,4,5,,2019,defense
Josh Sweat,PHI,22,,16,0,0,0,0,0,1,,,,,,4.0,21,16,5,7,10,,2019,defense
Al Woods,SEA,32,dt/ldt,14,5,,,,,,0,0,2,0,0,1.0,32,16,16,3,1,,2019,defense
Maliek Collins,DAL,24,DT/LDT,16,16,,,,,,0,0,1,0,0,4.0,20,15,5,6,10,,2019,defense
Marcus Davenport,NOR,23,RDE,13,13,,,,,,3,0,0,0,0,6.0,31,15,16,5,16,,2019,defense
Duke Dawson,DEN,24,,14,3,0,0,0,0,2,0,0,1,0,0,0.0,19,15,4,0,0,,2019,defense
,,,,,,,,,,,,,,,,,,,,,,,2019,defense
Rasheem Green,SEA,22,RDE,16,8,0,0,0,0,2,3,0,1,36,0,4.0,27,15,12,3,5,,2019,defense
B.J. Hill,NYG,24,LDE,16,5,,,,,,,,,,,1.0,36,15,21,2,2,,2019,defense
Jaleel Johnson,MIN,25,,16,3,,,,,,,,,,,3.5,29,15,14,5,5,,2019,defense
Abry Jones,JAX,28,LDT,16,15,,,,,,0,0,1,0,0,2.0,31,15,16,1,3,,2019,defense
Gerald McCoy,CAR,31,DT/LDE,16,16,0,0,0,0,2,,,,,,5.0,37,15,22,7,13,,2019,defense
Brandon Mebane,LAC,34,NT/RDT,13,13,,,,,,,,,,,1.0,27,15,12,1,2,,2019,defense
Eric Murray,CLE,25,/fs,9,4,0,0,0,0,1,,,,,,1.0,24,15,9,3,1,,2019,defense
Bilal Nichols,CHI,23,RDE,13,12,0,0,0,0,1,0,0,1,0,0,0.0,27,15,12,1,2,,2019,defense
Alex Okafor,KAN,28,LDE,10,9,0,0,0,0,1,1,0,0,0,0,5.0,22,15,7,5,9,,2019,defense
Steven Parker,MIA,24,,14,4,2,35,0,35,3,,,,,,0.0,20,15,5,0,0,,2019,defense
Dontari Poe,CAR,29,NT,11,10,,,,,,,,,,,4.0,22,15,7,7,6,,2019,defense
Shamar Stephen,MIN,28,RDT,15,15,0,0,0,0,3,1,0,1,0,0,1.0,21,15,6,2,2,,2019,defense
Solomon Thomas,SFO,24,,16,3,,,,,,,,,,,2.0,21,15,6,3,6,,2019,defense
J.J. Watt,HOU,30,LDE,8,8,0,0,0,0,3,1,0,2,0,0,4.0,24,15,9,4,21,,2019,defense
Quinnen Williams,NYJ,22,RDT,13,9,0,0,0,0,1,0,0,1,0,0,2.5,28,15,13,4,6,,2019,defense
Henry Anderson,NYJ,28,LDE,13,13,,,,,,,,,,,1.0,25,14,11,3,9,,2019,defense
Jeremiah Attaochu,DEN,26,lolb,12,5,,,,,,0,0,1,1,0,3.5,21,14,7,5,5,,2019,defense
Allen Bailey,ATL,30,rde,15,5,,,,,,,,,,,1.0,26,14,12,4,2,,2019,defense
Ronald Blair,SFO,26,,9,0,,,,,,0,0,1,0,0,3.0,21,14,7,7,3,,2019,defense
Jonathan Bullard,ARI,26,LDE,9,6,,,,,,,,,,,1.5,22,14,8,4,7,,2019,defense
Taco Charlton,MIA,25,lde,10,5,,,,,,2,0,0,0,0,5.0,21,14,7,3,5,,2019,defense
Folorunso Fatukasi,NYJ,24,,14,0,0,0,0,0,1,,,,,,1.0,27,14,13,7,3,,2019,defense
Jerry Hughes,BUF,31,RDE,16,16,0,0,0,0,3,0,0,1,11,0,4.5,23,14,9,6,9,,2019,defense
Branden Jackson,SEA,27,,15,3,0,0,0,0,2,,,,,,2.0,20,14,6,2,3,,2019,defense
Quinton Jefferson,SEA,26,DT/lolb,14,12,0,0,0,0,3,0,0,1,20,0,3.5,26,14,12,4,10,,2019,defense
Romeo Okwara,DET,24,,14,1,,,,,,1,0,0,0,0,1.5,28,14,14,1,10,,2019,defense
Grover Stewart,IND,26,LDT,16,13,0,0,0,0,1,,,,,,3.0,30,14,16,5,5,,2019,defense
Stephen Weatherly,MIN,25,/de,16,1,,,,,,1,0,0,0,0,3.0,24,14,10,5,9,,2019,defense
