Player ID,G,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,XI,ROE,GDP,SB,CS,AVG,OBP,SLG,BFW
concd001,2488.0,8723.0,993.0,2326.0,389.0,48.0,101.0,950.0,736.0,93.0,1186.0,21.0,74.0,86.0,1.0,163.0,266.0,321.0,109.0,0.267,0.322,0.357,18.0
conco001,390.0,1041.0,108.0,249.0,34.0,7.0,3.0,80.0,47.0,0.0,93.0,11.0,26.0,6.0,0.0,21.0,22.0,25.0,14.0,0.239,0.278,0.294,-3.7
confm001,632.0,2145.0,348.0,556.0,121.0,4.0,118.0,341.0,302.0,20.0,606.0,38.0,0.0,16.0,0.0,22.0,40.0,17.0,11.0,0.259,0.358,0.484,9.4
congh001,373.0,1013.0,94.0,224.0,50.0,2.0,31.0,114.0,97.0,4.0,267.0,10.0,9.0,5.0,0.0,8.0,26.0,0.0,4.0,0.221,0.294,0.366,-1.8
conib101,347.0,1130.0,142.0,289.0,56.0,10.0,40.0,128.0,86.0,5.0,244.0,8.0,6.0,9.0,0.0,22.0,29.0,9.0,10.0,0.256,0.311,0.429,-1.2
conij001,2024.0,6957.0,870.0,1982.0,385.0,36.0,214.0,1071.0,671.0,46.0,1168.0,41.0,9.0,103.0,1.0,84.0,182.0,54.0,29.0,0.285,0.347,0.443,-1.6
conit101,876.0,3221.0,464.0,849.0,139.0,23.0,166.0,516.0,287.0,28.0,629.0,33.0,19.0,31.0,0.0,46.0,63.0,20.0,23.0,0.264,0.327,0.476,1.5
connf001,58.0,122.0,16.0,27.0,4.0,0.0,3.0,15.0,19.0,0.0,26.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.221,0.329,0.328,-0.4
conrb001,293.0,460.0,57.0,92.0,24.0,3.0,19.0,73.0,43.0,3.0,166.0,3.0,6.0,3.0,0.0,0.0,4.0,7.0,1.0,0.2,0.271,0.389,-1.6
consb101,603.0,1178.0,158.0,260.0,31.0,11.0,9.0,83.0,161.0,5.0,297.0,3.0,18.0,3.0,0.0,25.0,24.0,9.0,10.0,0.221,0.315,0.289,-4.8
consj001,112.0,220.0,32.0,60.0,3.0,1.0,2.0,17.0,14.0,2.0,41.0,0.0,6.0,0.0,0.0,7.0,2.0,12.0,9.0,0.273,0.316,0.323,-0.8
contj001,182.0,420.0,47.0,100.0,24.0,5.0,6.0,47.0,33.0,3.0,124.0,2.0,5.0,1.0,0.0,8.0,8.0,7.0,5.0,0.238,0.296,0.362,-0.8
contw001,493.0,1652.0,227.0,437.0,90.0,8.0,74.0,253.0,182.0,7.0,445.0,43.0,3.0,9.0,0.0,19.0,44.0,13.0,11.0,0.265,0.351,0.463,6.8
cookb001,25.0,40.0,2.0,6.0,1.0,0.0,0.0,5.0,2.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.15,0.19,0.175,-0.7
cookc101,163.0,398.0,33.0,80.0,17.0,3.0,7.0,35.0,26.0,6.0,136.0,3.0,6.0,2.0,0.0,8.0,2.0,2.0,1.0,0.201,0.254,0.312,-3.2
coolm001,44.0,82.0,10.0,15.0,6.0,0.0,2.0,7.0,6.0,0.0,19.0,2.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.183,0.256,0.329,-0.5
cools001,167.0,432.0,44.0,93.0,15.0,1.0,8.0,41.0,39.0,2.0,108.0,2.0,9.0,4.0,0.0,5.0,15.0,1.0,3.0,0.215,0.281,0.31,-1.3
coomr001,911.0,3019.0,333.0,827.0,151.0,8.0,92.0,449.0,177.0,14.0,429.0,9.0,1.0,32.0,0.0,41.0,131.0,13.0,7.0,0.274,0.313,0.421,-9.3
coopc001,1896.0,7349.0,1012.0,2192.0,415.0,47.0,241.0,1125.0,448.0,79.0,911.0,17.0,46.0,79.0,0.0,102.0,150.0,89.0,49.0,0.298,0.337,0.466,8.3
coopd002,72.0,211.0,25.0,57.0,18.0,0.0,6.0,23.0,11.0,0.0,36.0,2.0,0.0,2.0,0.0,4.0,3.0,0.0,1.0,0.27,0.31,0.441,-0.2
coopg002,168.0,577.0,77.0,162.0,30.0,2.0,21.0,78.0,49.0,0.0,165.0,8.0,0.0,3.0,0.0,6.0,16.0,0.0,0.0,0.281,0.344,0.449,0.2
coops001,592.0,1801.0,197.0,478.0,94.0,12.0,33.0,211.0,193.0,20.0,299.0,11.0,9.0,16.0,2.0,20.0,32.0,7.0,10.0,0.265,0.337,0.386,-1.9
coopw102,1473.0,4702.0,573.0,1341.0,240.0,40.0,173.0,812.0,309.0,75.0,357.0,22.0,44.0,1.0,4.0,86.0,160.0,18.0,11.0,0.285,0.332,0.464,13.1
coqut001,51.0,108.0,8.0,25.0,7.0,0.0,1.0,12.0,11.0,0.0,26.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,0.0,0.231,0.306,0.324,-0.7
coraa001,1273.0,3408.0,360.0,828.0,140.0,39.0,35.0,286.0,248.0,33.0,423.0,90.0,61.0,18.0,0.0,48.0,68.0,47.0,21.0,0.243,0.31,0.338,-3.6
coraj001,1119.0,3734.0,624.0,1035.0,171.0,41.0,30.0,294.0,380.0,6.0,335.0,44.0,84.0,37.0,0.0,51.0,58.0,117.0,60.0,0.277,0.348,0.369,-11.0
cordf003,95.0,284.0,43.0,67.0,12.0,4.0,12.0,36.0,28.0,0.0,110.0,0.0,2.0,1.0,0.0,3.0,2.0,8.0,3.0,0.236,0.304,0.433,-0.8
cordm001,952.0,3419.0,480.0,938.0,192.0,18.0,122.0,540.0,329.0,16.0,730.0,50.0,2.0,33.0,2.0,45.0,110.0,57.0,36.0,0.274,0.344,0.448,0.5
cordr001,121.0,262.0,25.0,53.0,9.0,0.0,8.0,28.0,19.0,0.0,87.0,4.0,6.0,4.0,0.0,3.0,2.0,4.0,1.0,0.202,0.263,0.328,-1.5
cordw001,1247.0,4311.0,587.0,1178.0,261.0,19.0,122.0,566.0,325.0,35.0,775.0,57.0,12.0,33.0,0.0,85.0,110.0,49.0,19.0,0.273,0.33,0.428,-12.8
corem101,59.0,57.0,10.0,12.0,2.0,0.0,1.0,3.0,7.0,0.0,13.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.211,0.297,0.298,-0.5
corpc001,232.0,701.0,63.0,153.0,25.0,1.0,20.0,78.0,44.0,5.0,205.0,19.0,8.0,8.0,0.0,6.0,14.0,0.0,1.0,0.218,0.28,0.342,-1.1
corrc001,604.0,2269.0,334.0,626.0,128.0,7.0,107.0,397.0,272.0,17.0,544.0,15.0,0.0,27.0,0.0,38.0,63.0,33.0,8.0,0.276,0.353,0.48,15.4
corrp102,300.0,767.0,63.0,166.0,28.0,3.0,4.0,54.0,75.0,10.0,167.0,7.0,6.0,3.0,9.0,27.0,17.0,1.0,1.0,0.216,0.291,0.276,-4.1
corrr001,84.0,166.0,19.0,43.0,7.0,1.0,0.0,12.0,6.0,0.0,25.0,6.0,6.0,0.0,0.0,2.0,2.0,2.0,4.0,0.259,0.309,0.313,-0.7
corrv101,410.0,1132.0,124.0,259.0,60.0,4.0,29.0,125.0,128.0,19.0,220.0,8.0,12.0,8.0,0.0,19.0,37.0,2.0,8.0,0.229,0.31,0.366,-2.7
cortf001,16.0,27.0,3.0,5.0,1.0,0.0,0.0,2.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.185,0.241,0.222,-0.4
costc001,299.0,806.0,83.0,219.0,47.0,0.0,23.0,108.0,52.0,4.0,157.0,18.0,6.0,3.0,0.0,6.0,19.0,0.0,1.0,0.272,0.329,0.416,-2.3
costs001,154.0,421.0,49.0,107.0,28.0,2.0,5.0,42.0,16.0,2.0,63.0,6.0,3.0,3.0,0.0,2.0,10.0,2.0,1.0,0.254,0.289,0.366,-2.2
costt001,43.0,134.0,16.0,30.0,7.0,0.0,3.0,14.0,9.0,0.0,23.0,0.0,0.0,3.0,0.0,2.0,5.0,0.0,0.0,0.224,0.267,0.343,-0.8
cotah001,196.0,519.0,48.0,121.0,25.0,2.0,12.0,61.0,32.0,4.0,142.0,4.0,2.0,5.0,0.0,7.0,12.0,0.0,0.0,0.233,0.28,0.358,-1.9
cottc101,580.0,1584.0,168.0,348.0,63.0,17.0,19.0,127.0,137.0,11.0,248.0,5.0,30.0,14.0,1.0,20.0,21.0,28.0,10.0,0.22,0.282,0.317,-0.4
cotth001,884.0,2178.0,296.0,569.0,87.0,9.0,44.0,210.0,107.0,10.0,352.0,16.0,21.0,11.0,1.0,39.0,49.0,130.0,26.0,0.261,0.299,0.37,-3.2
cougm101,35.0,54.0,5.0,10.0,0.0,0.0,0.0,4.0,10.0,0.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.185,0.313,0.185,-0.1
counc001,1624.0,4741.0,647.0,1208.0,218.0,40.0,42.0,390.0,589.0,35.0,663.0,54.0,57.0,35.0,12.0,63.0,78.0,103.0,49.0,0.255,0.342,0.344,4.8
courc101,946.0,2796.0,260.0,750.0,126.0,17.0,38.0,313.0,264.0,37.0,143.0,46.0,22.0,19.0,0.0,34.0,74.0,3.0,16.0,0.268,0.339,0.366,-3.2
couss001,135.0,179.0,15.0,32.0,7.0,3.0,2.0,9.0,12.0,2.0,61.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,0.179,0.23,0.285,-1.4
coviw101,1075.0,2978.0,355.0,832.0,128.0,17.0,131.0,499.0,247.0,51.0,414.0,24.0,16.0,26.0,0.0,62.0,73.0,7.0,4.0,0.279,0.337,0.466,0.6
cowab101,493.0,1190.0,131.0,281.0,44.0,8.0,40.0,125.0,50.0,10.0,297.0,4.0,6.0,3.0,0.0,28.0,17.0,17.0,8.0,0.236,0.269,0.387,-6.5
cowak001,171.0,370.0,42.0,65.0,21.0,2.0,6.0,34.0,26.0,1.0,121.0,5.0,3.0,2.0,0.0,2.0,10.0,7.0,3.0,0.176,0.238,0.292,-1.9
cowea001,1584.0,5534.0,704.0,1494.0,276.0,68.0,108.0,717.0,389.0,28.0,659.0,34.0,28.0,53.0,0.0,86.0,141.0,120.0,74.0,0.27,0.319,0.403,-10.5
cowgc001,317.0,689.0,83.0,161.0,22.0,4.0,12.0,57.0,58.0,1.0,197.0,5.0,6.0,1.0,0.0,16.0,10.0,14.0,7.0,0.234,0.297,0.329,-1.6
cox-b101,1058.0,3712.0,470.0,974.0,174.0,32.0,66.0,351.0,298.0,44.0,218.0,7.0,62.0,2.0,0.0,103.0,83.0,42.0,38.0,0.262,0.318,0.38,-10.0
cox-b103,220.0,628.0,50.0,141.0,22.0,2.0,9.0,58.0,75.0,14.0,126.0,6.0,3.0,7.0,0.0,7.0,17.0,3.0,3.0,0.225,0.31,0.309,-1.0
cox-j101,61.0,169.0,20.0,36.0,3.0,0.0,0.0,9.0,14.0,0.0,23.0,0.0,11.0,0.0,0.0,3.0,2.0,8.0,5.0,0.213,0.273,0.231,-2.8
cox-j102,110.0,307.0,33.0,66.0,11.0,2.0,3.0,33.0,27.0,3.0,44.0,1.0,7.0,5.0,0.0,8.0,10.0,3.0,3.0,0.215,0.276,0.293,-1.2
cox-l101,348.0,825.0,72.0,182.0,31.0,5.0,12.0,85.0,70.0,1.0,117.0,1.0,13.0,6.0,1.0,17.0,26.0,5.0,4.0,0.221,0.28,0.314,-4.3
cox-s001,378.0,1239.0,146.0,324.0,72.0,2.0,39.0,158.0,129.0,7.0,240.0,22.0,0.0,9.0,0.0,8.0,37.0,8.0,4.0,0.262,0.34,0.417,-1.7
cox-t101,272.0,771.0,65.0,189.0,29.0,1.0,10.0,79.0,57.0,5.0,98.0,3.0,12.0,4.0,0.0,19.0,19.0,3.0,6.0,0.245,0.298,0.324,-5.3
cozaz001,839.0,3088.0,408.0,764.0,158.0,24.0,87.0,305.0,219.0,9.0,549.0,28.0,23.0,30.0,0.0,40.0,71.0,21.0,4.0,0.247,0.3,0.399,-1.8
cozed001,27.0,39.0,2.0,6.0,2.0,0.0,1.0,2.0,6.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.154,0.267,0.282,-0.3
craia001,534.0,1831.0,239.0,506.0,107.0,3.0,59.0,296.0,143.0,4.0,394.0,21.0,1.0,17.0,0.0,19.0,51.0,11.0,3.0,0.276,0.333,0.435,-1.6
crair001,145.0,367.0,49.0,94.0,25.0,2.0,3.0,27.0,24.0,3.0,48.0,2.0,7.0,0.0,0.0,3.0,10.0,7.0,8.0,0.256,0.305,0.36,-2.1
crand102,1573.0,5026.0,585.0,1276.0,179.0,18.0,179.0,657.0,424.0,117.0,477.0,21.0,68.0,42.0,1.0,98.0,162.0,26.0,31.0,0.254,0.312,0.404,8.5
crawb001,1305.0,4402.0,509.0,1099.0,234.0,38.0,106.0,564.0,413.0,65.0,984.0,41.0,6.0,49.0,0.0,30.0,96.0,32.0,30.0,0.25,0.317,0.392,8.4
crawc002,1716.0,6655.0,998.0,1931.0,309.0,123.0,136.0,766.0,377.0,24.0,1067.0,47.0,34.0,48.0,17.0,113.0,79.0,480.0,109.0,0.29,0.33,0.435,6.7
crawj002,218.0,736.0,101.0,170.0,38.0,10.0,12.0,88.0,95.0,0.0,181.0,10.0,5.0,6.0,1.0,9.0,11.0,14.0,6.0,0.231,0.325,0.359,1.8
craww101,1210.0,3435.0,507.0,921.0,152.0,35.0,86.0,419.0,431.0,55.0,664.0,9.0,22.0,28.0,1.0,67.0,57.0,47.0,36.0,0.268,0.349,0.408,1.2
credj001,888.0,3101.0,392.0,787.0,159.0,5.0,140.0,470.0,199.0,6.0,459.0,38.0,8.0,31.0,0.0,26.0,69.0,4.0,12.0,0.254,0.304,0.444,-2.2
cresc001,132.0,261.0,38.0,50.0,10.0,1.0,4.0,14.0,28.0,0.0,76.0,0.0,2.0,0.0,0.0,4.0,3.0,11.0,4.0,0.192,0.27,0.284,-2.3
cresf001,262.0,445.0,46.0,109.0,22.0,4.0,10.0,68.0,50.0,4.0,101.0,11.0,8.0,9.0,0.0,9.0,7.0,9.0,6.0,0.245,0.33,0.38,-1.5
crisc001,1586.0,5930.0,877.0,1572.0,308.0,57.0,130.0,639.0,561.0,18.0,865.0,5.0,80.0,51.0,0.0,69.0,91.0,309.0,79.0,0.265,0.327,0.402,-2.4
cromd001,85.0,104.0,14.0,32.0,7.0,0.0,7.0,20.0,4.0,1.0,33.0,1.0,1.0,4.0,0.0,4.0,0.0,0.0,0.0,0.308,0.327,0.577,0.1
cromt001,196.0,524.0,54.0,118.0,22.0,1.0,12.0,48.0,27.0,5.0,101.0,4.0,4.0,6.0,0.0,8.0,20.0,0.0,1.0,0.225,0.266,0.34,-2.5
cromw101,1107.0,3927.0,459.0,1104.0,229.0,32.0,61.0,391.0,325.0,85.0,403.0,18.0,17.0,31.0,0.0,47.0,99.0,50.0,37.0,0.281,0.336,0.402,0.1
cronc001,12.0,25.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.148,0.08,-0.4
cronc002,686.0,2367.0,283.0,609.0,123.0,6.0,118.0,373.0,148.0,7.0,582.0,48.0,0.0,18.0,5.0,27.0,59.0,9.0,8.0,0.257,0.312,0.464,-1.0
cronk001,47.0,88.0,12.0,15.0,4.0,0.0,6.0,16.0,5.0,0.0,35.0,4.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.17,0.245,0.42,-0.7
crosb001,205.0,250.0,32.0,54.0,5.0,2.0,4.0,20.0,10.0,0.0,51.0,3.0,6.0,0.0,0.0,1.0,1.0,9.0,2.0,0.216,0.255,0.3,-2.0
crosb002,747.0,2559.0,329.0,605.0,146.0,8.0,62.0,276.0,241.0,4.0,516.0,16.0,14.0,16.0,0.0,31.0,79.0,34.0,13.0,0.236,0.304,0.372,-3.3
crose101,297.0,677.0,67.0,149.0,22.0,4.0,0.0,44.0,55.0,3.0,74.0,5.0,10.0,3.0,0.0,8.0,17.0,1.0,7.0,0.22,0.282,0.264,-3.6
crowg101,702.0,1727.0,215.0,467.0,70.0,12.0,81.0,299.0,159.0,18.0,246.0,10.0,5.0,14.0,0.0,24.0,33.0,3.0,2.0,0.27,0.333,0.466,0.4
crowt001,265.0,818.0,94.0,196.0,41.0,7.0,4.0,68.0,60.0,1.0,160.0,4.0,9.0,3.0,0.0,12.0,24.0,35.0,8.0,0.24,0.294,0.322,-2.9
crowt101,865.0,1518.0,174.0,379.0,62.0,1.0,42.0,229.0,222.0,21.0,181.0,7.0,6.0,15.0,0.0,14.0,55.0,3.0,0.0,0.25,0.345,0.375,-0.7
cruzd001,1234.0,4124.0,442.0,1109.0,250.0,16.0,70.0,464.0,132.0,12.0,429.0,24.0,63.0,32.0,0.0,75.0,117.0,16.0,28.0,0.269,0.293,0.388,-6.8
cruze001,61.0,72.0,6.0,6.0,1.0,0.0,0.0,2.0,4.0,0.0,30.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.083,0.143,0.097,-1.9
cruzf001,39.0,89.0,7.0,17.0,2.0,0.0,0.0,5.0,8.0,0.0,22.0,0.0,3.0,2.0,0.0,1.0,2.0,1.0,1.0,0.191,0.253,0.213,-0.8
cruzh101,624.0,1607.0,186.0,361.0,71.0,9.0,39.0,200.0,176.0,15.0,317.0,4.0,10.0,9.0,0.0,28.0,47.0,7.0,8.0,0.225,0.301,0.353,-9.3
cruzh102,171.0,280.0,32.0,64.0,7.0,3.0,8.0,34.0,25.0,4.0,31.0,1.0,1.0,3.0,0.0,7.0,3.0,1.0,4.0,0.229,0.291,0.361,-1.4
cruzi001,41.0,55.0,5.0,15.0,1.0,0.0,2.0,8.0,3.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.273,0.31,0.4,-0.2
cruzj004,1388.0,4724.0,713.0,1167.0,252.0,36.0,204.0,624.0,658.0,38.0,1147.0,5.0,23.0,38.0,0.0,59.0,74.0,113.0,39.0,0.247,0.337,0.445,-1.1
cruzj002,1156.0,3859.0,557.0,916.0,113.0,27.0,23.0,279.0,478.0,3.0,508.0,14.0,56.0,30.0,1.0,64.0,64.0,343.0,78.0,0.237,0.321,0.299,6.8
cruzj003,409.0,729.0,95.0,176.0,38.0,2.0,19.0,105.0,85.0,3.0,207.0,16.0,4.0,8.0,0.0,8.0,20.0,4.0,8.0,0.241,0.331,0.377,-2.5
cruzl001,195.0,610.0,57.0,143.0,27.0,1.0,7.0,57.0,24.0,3.0,78.0,9.0,6.0,3.0,0.0,4.0,18.0,4.0,2.0,0.234,0.272,0.316,-0.5
cruzn002,1742.0,6397.0,952.0,1777.0,330.0,13.0,417.0,1152.0,632.0,66.0,1625.0,73.0,2.0,47.0,2.0,76.0,147.0,76.0,32.0,0.278,0.347,0.529,24.4
cruzt001,544.0,1526.0,133.0,336.0,58.0,6.0,34.0,154.0,59.0,4.0,317.0,7.0,30.0,12.0,0.0,27.0,41.0,9.0,24.0,0.22,0.251,0.333,-3.0
cruzt002,272.0,621.0,51.0,134.0,33.0,3.0,6.0,61.0,32.0,3.0,131.0,3.0,4.0,4.0,0.0,3.0,28.0,0.0,5.0,0.216,0.256,0.308,-2.6
cruzt101,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1
cubbm101,703.0,1951.0,218.0,503.0,74.0,20.0,34.0,251.0,215.0,21.0,233.0,5.0,31.0,19.0,0.0,31.0,32.0,6.0,15.0,0.258,0.33,0.369,0.6
cuddm001,1536.0,5488.0,809.0,1522.0,333.0,42.0,197.0,794.0,527.0,36.0,1101.0,49.0,4.0,34.0,0.0,91.0,183.0,75.0,22.0,0.277,0.344,0.461,0.4
cuevn001,76.0,148.0,16.0,34.0,4.0,1.0,2.0,10.0,6.0,1.0,24.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.23,0.265,0.311,-1.5
culbc001,428.0,849.0,98.0,211.0,40.0,6.0,23.0,111.0,46.0,8.0,242.0,10.0,6.0,5.0,0.0,16.0,25.0,12.0,6.0,0.249,0.293,0.391,-2.8
cullt101,700.0,1761.0,155.0,387.0,57.0,9.0,9.0,134.0,147.0,19.0,219.0,9.0,32.0,11.0,0.0,28.0,47.0,10.0,9.0,0.22,0.282,0.278,-0.9
cummm001,460.0,1113.0,136.0,286.0,60.0,8.0,22.0,124.0,94.0,4.0,200.0,9.0,5.0,7.0,1.0,20.0,14.0,9.0,6.0,0.257,0.318,0.385,-3.7
cunna001,222.0,452.0,47.0,99.0,31.0,3.0,7.0,51.0,34.0,3.0,110.0,6.0,5.0,4.0,0.0,9.0,9.0,4.0,6.0,0.219,0.28,0.347,-2.4
cunnj101,1141.0,3362.0,525.0,980.0,177.0,26.0,64.0,436.0,599.0,36.0,369.0,49.0,26.0,25.0,0.0,70.0,56.0,16.0,27.0,0.291,0.403,0.417,2.8
cunnt001,67.0,121.0,20.0,25.0,7.0,0.0,0.0,5.0,6.0,1.0,26.0,2.0,1.0,0.0,0.0,1.0,3.0,2.0,2.0,0.207,0.256,0.264,-0.8
currt101,129.0,297.0,33.0,73.0,16.0,2.0,6.0,40.0,20.0,2.0,69.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,2.0,0.246,0.295,0.374,-1.8
curtc001,1204.0,4017.0,648.0,1061.0,195.0,16.0,101.0,461.0,510.0,11.0,676.0,40.0,34.0,49.0,0.0,77.0,102.0,212.0,98.0,0.264,0.349,0.396,-1.2
custj001,670.0,2107.0,311.0,510.0,96.0,2.0,105.0,323.0,444.0,12.0,819.0,12.0,0.0,18.0,0.0,8.0,32.0,6.0,6.0,0.242,0.374,0.439,4.2
cuthc001,323.0,1077.0,100.0,269.0,53.0,2.0,27.0,119.0,75.0,1.0,234.0,4.0,1.0,4.0,0.0,9.0,35.0,3.0,1.0,0.25,0.3,0.378,-5.6
cuylm001,490.0,1386.0,227.0,329.0,47.0,23.0,10.0,119.0,121.0,0.0,273.0,16.0,37.0,7.0,0.0,31.0,15.0,77.0,26.0,0.237,0.305,0.326,-5.5
dadep101,439.0,1313.0,186.0,355.0,54.0,7.0,10.0,107.0,113.0,6.0,193.0,6.0,17.0,15.0,3.0,31.0,25.0,57.0,33.0,0.27,0.328,0.345,-2.1
dahld001,264.0,938.0,149.0,268.0,53.0,14.0,38.0,142.0,66.0,4.0,265.0,6.0,2.0,8.0,0.0,8.0,10.0,15.0,7.0,0.286,0.334,0.494,-1.3
dalem001,79.0,129.0,17.0,31.0,7.0,0.0,3.0,17.0,3.0,0.0,14.0,1.0,0.0,2.0,0.0,1.0,6.0,1.0,0.0,0.24,0.259,0.364,-1.4
dalep101,391.0,1084.0,93.0,259.0,49.0,8.0,18.0,120.0,87.0,15.0,187.0,3.0,6.0,1.0,0.0,29.0,42.0,2.0,2.0,0.239,0.297,0.349,-3.2
dallb001,27.0,50.0,9.0,13.0,3.0,0.0,1.0,7.0,4.0,0.0,7.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.26,0.321,0.38,0.0
dalrc101,1079.0,3042.0,243.0,710.0,98.0,23.0,55.0,327.0,387.0,77.0,403.0,22.0,54.0,27.0,0.0,42.0,66.0,3.0,13.0,0.233,0.322,0.335,3.6
damoj001,2490.0,9736.0,1668.0,2769.0,522.0,109.0,235.0,1139.0,1003.0,38.0,1257.0,50.0,57.0,71.0,0.0,149.0,93.0,408.0,103.0,0.284,0.352,0.433,3.6
danik001,727.0,2338.0,391.0,666.0,125.0,8.0,104.0,360.0,365.0,28.0,493.0,14.0,4.0,18.0,0.0,35.0,51.0,87.0,26.0,0.285,0.382,0.479,11.6
dankj002,184.0,348.0,41.0,78.0,10.0,0.0,8.0,26.0,38.0,1.0,121.0,1.0,0.0,3.0,0.0,3.0,7.0,15.0,6.0,0.224,0.3,0.322,-1.5
darka101,1828.0,7219.0,1064.0,2089.0,358.0,72.0,126.0,757.0,430.0,38.0,534.0,54.0,95.0,31.0,2.0,150.0,134.0,59.0,37.0,0.289,0.333,0.411,7.1
darnc001,236.0,550.0,68.0,122.0,27.0,5.0,5.0,40.0,36.0,2.0,152.0,5.0,3.0,5.0,0.0,5.0,8.0,29.0,10.0,0.222,0.273,0.316,-3.6
darnj001,25.0,62.0,3.0,14.0,3.0,0.0,2.0,8.0,7.0,0.0,9.0,0.0,1.0,1.0,0.0,0.0,9.0,1.0,0.0,0.226,0.3,0.371,-0.5
darnt001,544.0,1853.0,221.0,468.0,89.0,5.0,72.0,265.0,158.0,9.0,383.0,15.0,3.0,15.0,0.0,15.0,56.0,2.0,1.0,0.253,0.314,0.423,0.2
dascd001,540.0,1225.0,156.0,287.0,42.0,10.0,5.0,90.0,103.0,7.0,117.0,3.0,22.0,9.0,0.0,21.0,14.0,49.0,26.0,0.234,0.293,0.297,-7.1
daubb001,661.0,2025.0,271.0,525.0,139.0,10.0,93.0,333.0,236.0,15.0,541.0,25.0,1.0,16.0,0.0,15.0,37.0,5.0,3.0,0.259,0.341,0.476,-1.5
dauer001,1140.0,3829.0,448.0,984.0,193.0,3.0,43.0,372.0,297.0,7.0,219.0,14.0,44.0,34.0,0.0,78.0,128.0,6.0,13.0,0.257,0.31,0.343,-10.8
daugj001,355.0,759.0,80.0,194.0,39.0,6.0,10.0,87.0,76.0,2.0,132.0,4.0,8.0,12.0,2.0,12.0,10.0,5.0,2.0,0.256,0.322,0.362,-1.7
dauld001,1161.0,3630.0,511.0,891.0,197.0,25.0,137.0,588.0,629.0,58.0,726.0,24.0,12.0,41.0,4.0,33.0,35.0,50.0,10.0,0.245,0.357,0.427,12.0
davaj001,528.0,1288.0,205.0,333.0,57.0,13.0,33.0,150.0,185.0,3.0,268.0,4.0,9.0,19.0,0.0,13.0,24.0,59.0,23.0,0.259,0.349,0.4,-0.2
davaj101,262.0,499.0,73.0,117.0,21.0,5.0,3.0,50.0,68.0,3.0,80.0,5.0,0.0,2.0,0.0,9.0,16.0,3.0,8.0,0.234,0.331,0.315,0.1
davav101,1458.0,4017.0,510.0,1122.0,160.0,37.0,36.0,329.0,212.0,29.0,422.0,10.0,32.0,25.0,0.0,86.0,43.0,125.0,58.0,0.279,0.315,0.364,-4.5
davej101,1501.0,4427.0,552.0,1142.0,177.0,37.0,77.0,456.0,382.0,23.0,673.0,23.0,111.0,38.0,0.0,84.0,104.0,16.0,25.0,0.258,0.318,0.367,-12.0
davia001,38.0,53.0,5.0,13.0,2.0,0.0,1.0,5.0,7.0,2.0,13.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.245,0.349,0.34,-0.2
davia002,1206.0,4240.0,568.0,1189.0,220.0,10.0,160.0,683.0,685.0,88.0,558.0,28.0,2.0,55.0,0.0,45.0,97.0,7.0,16.0,0.28,0.38,0.45,8.9
davib001,166.0,453.0,56.0,110.0,21.0,10.0,7.0,50.0,20.0,1.0,83.0,1.0,7.0,4.0,0.0,11.0,7.0,13.0,7.0,0.243,0.274,0.38,-1.7
davib003,486.0,1512.0,168.0,358.0,77.0,2.0,38.0,204.0,153.0,12.0,385.0,7.0,7.0,19.0,0.0,22.0,40.0,9.0,8.0,0.237,0.306,0.366,-2.3
davib105,242.0,543.0,48.0,141.0,12.0,5.0,1.0,43.0,57.0,1.0,73.0,2.0,6.0,3.0,0.0,14.0,6.0,7.0,10.0,0.26,0.331,0.306,-2.2
davic001,2436.0,8673.0,1240.0,2380.0,424.0,30.0,350.0,1372.0,1194.0,188.0,1698.0,15.0,20.0,94.0,1.0,106.0,232.0,142.0,98.0,0.274,0.36,0.451,15.8
