Player,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Year,Category
Taylor Rapp,LAR,23,ss,9,5,1,0,0,0,3,1,0,0,0,0,0.0,44,32,12,1,0,,2020,defense
Chandon Sullivan,GNB,24,db,16,10,1,7,1,7,6,,,,,,0.0,41,32,9,0,0,,2020,defense
Jahlani Tavai,DET,24,MLB,16,10,,,,,,2,0,1,0,0,0.0,58,32,26,2,1,,2020,defense
Leighton Vander Esch,DAL,24,MLB,10,10,,,,,,1,0,1,0,0,1.0,60,32,28,1,1,,2020,defense
Quinnen Williams,NYJ,23,RDE,13,13,0,0,0,0,3,2,0,0,0,0,7.0,55,32,23,10,14,,2020,defense
Chase Young*,WAS,21,LDE,15,15,0,0,0,0,4,4,0,3,57,1,7.5,44,32,12,10,12,,2020,defense
Leonard Floyd,LAR,28,ROLB,16,16,0,0,0,0,1,1,0,2,0,0,10.5,55,31,24,11,19,,2020,defense
Aldon Smith,DAL,31,RDE,16,16,0,0,0,0,2,0,0,2,78,1,5.0,48,31,17,5,14,,2020,defense
L'Jarius Sneed,KAN,23,db,9,6,3,42,0,39,7,,,,,,2.0,41,31,10,2,3,,2020,defense
P.J. Williams,NOR,27,,15,3,1,30,0,30,2,0,0,2,0,0,0.0,40,31,9,0,0,,2020,defense
Kenny Young,LAR,26,RILB,16,6,1,79,1,79,2,0,0,1,0,0,1.0,52,31,21,3,2,,2020,defense
Bashaud Breeland,KAN,28,RCB,11,11,2,29,0,29,9,1,0,1,0,0,0.0,38,30,8,1,0,,2020,defense
Stephon Gilmore*,NWE,30,RCB,11,11,1,15,0,15,3,1,0,0,0,0,0.0,37,30,7,1,0,,2020,defense
Cameron Heyward*,PIT,31,DT,15,15,1,0,0,0,3,,,,,,4.0,54,30,24,7,19,,2020,defense
Akiem Hicks,CHI,31,DE,15,15,0,0,0,0,1,0,0,1,4,0,3.5,49,30,19,7,21,,2020,defense
Alex Highsmith,PIT,23,rolb,16,5,1,2,0,2,1,,,,,,2.0,48,30,18,5,6,,2020,defense
Kerry Hyder,SFO,29,RDE,16,14,,,,,,0,0,1,14,0,8.5,49,30,19,10,18,,2020,defense
Dexter Lawrence,NYG,23,LDE,16,15,0,0,0,0,2,,,,,,4.0,53,30,23,6,10,,2020,defense
,,,,,,,,,,,,,,,,,,,,,,,2020,defense
Darius Phillips,CIN,25,LCB,12,8,1,21,0,21,12,2,0,0,0,0,0.0,38,30,8,2,2,,2020,defense
Reggie Ragland,DET,27,mlb,16,6,0,0,0,0,1,1,0,0,0,0,1.0,52,30,22,4,3,,2020,defense
Duke Riley,PHI,26,RLB,13,8,1,7,0,7,1,1,0,0,0,0,0.5,55,30,25,2,1,,2020,defense
Zach Sieler,MIA,25,lde,16,8,,,,,,,,,,,3.5,48,30,18,11,11,,2020,defense
Darian Thompson,DAL,27,ss,15,7,1,3,0,3,1,1,0,0,0,0,0.0,43,30,13,0,1,,2020,defense
Arik Armstead,SFO,27,LDE,16,16,0,0,0,0,3,,,,,,3.5,49,29,20,6,13,,2020,defense
Chidobe Awuzie,DAL,25,db,8,6,1,0,0,0,5,0,0,1,0,0,0.0,38,29,9,0,0,,2020,defense
Joey Bosa*,LAC,25,LDE,12,10,0,0,0,0,1,0,0,1,0,0,7.5,39,29,10,15,27,,2020,defense
Willie Gay Jr.,KAN,22,RLB,16,8,0,0,0,0,3,1,0,0,0,0,1.0,39,29,10,3,1,,2020,defense
DaQuan Jones,TEN,29,NT,16,16,,,,,,1,0,0,0,0,2.0,49,29,20,4,6,,2020,defense
Khalil Mack*,CHI,29,LOLB,16,16,1,33,0,33,3,3,0,2,0,0,9.0,50,29,21,11,13,1,2020,defense
Ben Niemann,KAN,25,lb,15,5,,,,,,1,0,2,0,0,1.0,44,29,15,3,3,,2020,defense
Preston Smith,GNB,28,LOLB,16,13,0,0,0,0,3,0,0,1,14,1,4.0,42,29,13,7,11,,2020,defense
Tavierre Thomas,CLE,24,,16,3,,,,,,1,0,1,0,0,1.0,30,29,1,2,1,,2020,defense
Andrew Van Ginkel,MIA,25,LOLB,16,11,0,0,0,0,4,3,0,1,78,1,5.5,48,29,19,7,10,,2020,defense
Nick Vigil,LAC,27,,15,2,0,0,0,0,1,1,0,2,44,0,2.0,50,29,21,3,0,,2020,defense
Leonard Williams,NYG,26,DT,16,12,0,0,0,0,1,0,0,1,0,0,11.5,57,29,28,14,30,,2020,defense
Isaac Yiadom,NYG,24,RCB,16,10,0,0,0,0,5,1,0,0,0,0,0.5,46,29,17,0,1,,2020,defense
Kenny Clark,GNB,25,NT,13,13,,,,,,,,,,,2.0,42,28,14,3,6,,2020,defense
Fletcher Cox*,PHI,30,RDT,15,15,0,0,0,0,1,1,0,0,0,0,6.5,41,28,13,9,9,,2020,defense
Darqueze Dennard,ATL,29,cb,8,6,1,0,0,0,5,,,,,,0.0,36,28,8,2,0,,2020,defense
Quinton Dunbar,SEA,28,rcb,6,6,1,0,0,0,5,,,,,,0.0,30,28,2,2,0,,2020,defense
Raven Greene,GNB,25,,10,0,1,17,0,17,5,1,0,0,0,0,1.5,44,28,16,1,3,,2020,defense
Jeff Heath,LVR,29,fs,13,5,3,89,0,47,4,,,,,,0.0,37,28,9,1,1,,2020,defense
Byron Jones,MIA,28,LCB,14,14,2,15,0,15,4,1,1,0,0,0,0.0,37,28,9,0,0,,2020,defense
Johnathan Joseph,2TM,36,,11,6,1,5,0,5,6,1,0,0,0,0,0.0,32,28,4,2,0,,2020,defense
Montez Sweat,WAS,24,RDE,16,16,1,15,1,15,6,2,0,0,0,0,9.0,45,28,17,12,20,,2020,defense
Christian Wilkins,MIA,25,LDE,14,12,1,8,0,8,5,0,0,1,0,0,1.5,47,28,19,4,3,,2020,defense
Aaron Donald*+,LAR,29,DT,16,16,0,0,0,0,1,4,0,1,0,0,13.5,45,27,18,14,28,,2020,defense
Rashad Fenton,KAN,23,,16,3,1,31,0,31,7,,,,,,0.0,35,27,8,1,0,,2020,defense
,,,,,,,,,,,,,,,,,,,,,,,2020,defense
Johnathan Hankins,LVR,28,LDT,16,16,,,,,,0,0,1,0,0,1.0,48,27,21,1,4,,2020,defense
Marcell Harris,SFO,26,,16,4,0,0,0,0,3,2,0,2,0,0,0.0,37,27,10,0,0,,2020,defense
C.J. Henderson,JAX,22,LCB,8,8,1,22,0,22,6,1,0,0,0,0,0.0,36,27,9,0,0,,2020,defense
Grady Jarrett*,ATL,27,LDT,16,16,,,,,,0,0,1,0,0,4.0,52,27,25,8,21,,2020,defense
Will Parks,2TM,26,,10,3,,,,,,,,,,,1.0,31,27,4,3,1,,2020,defense
Daron Payne,WAS,23,LDT,16,16,1,0,0,0,4,3,0,1,0,0,3.0,54,27,27,7,8,,2020,defense
Ndamukong Suh,TAM,33,LDE,16,16,0,0,0,0,2,1,0,0,0,0,6.0,44,27,17,9,19,,2020,defense
Cameron Sutton,PIT,25,db,16,6,1,0,0,0,8,3,0,1,0,0,1.0,30,27,3,1,0,,2020,defense
Tahir Whitehead,CAR,30,MLB,14,9,1,0,0,0,1,0,0,1,10,0,0.0,51,27,24,0,1,,2020,defense
Deatrich Wise Jr.,NWE,26,LDE,16,7,,,,,,0,0,1,0,1,2.5,49,27,22,2,11,,2020,defense
Bradley Chubb*,DEN,24,ROLB,14,14,,,,,,1,0,0,0,0,7.5,42,26,16,9,19,,2020,defense
Dre'Mont Jones,DEN,23,RDE,13,8,0,0,0,0,2,,,,,,6.5,41,26,15,7,11,,2020,defense
Pernell McPhee,BAL,32,LOLB,15,13,0,0,0,0,1,,,,,,3.0,34,26,8,3,15,,2020,defense
T.J. Carrie,IND,30,,15,2,2,47,1,47,8,0,1,1,25,0,0.0,32,25,7,1,0,,2020,defense
Ashtyn Davis,NYJ,24,SS,10,6,0,0,0,0,1,0,0,1,0,0,0.0,36,25,11,1,0,,2020,defense
Jarrad Davis,DET,26,,14,4,,,,,,2,0,0,0,0,0.5,46,25,21,1,4,,2020,defense
Devante Downs,NYG,25,lb,16,8,0,0,0,0,1,0,1,1,0,0,0.0,33,25,8,0,1,,2020,defense
Poona Ford,SEA,25,NT,16,16,,,,,,1,0,0,0,0,2.0,40,25,15,8,9,,2020,defense
Chris Harris Jr.,LAC,31,DB,9,9,1,51,0,51,2,,,,,,0.5,37,25,12,1,1,,2020,defense
Emmanuel Ogbah,MIA,27,RDE,16,12,0,0,0,0,5,3,0,1,0,0,9.0,42,25,17,6,21,,2020,defense
Denzel Perryman,LAC,28,db,13,6,0,0,0,0,1,1,0,0,0,0,1.0,48,25,23,3,2,,2020,defense
Dalvin Tomlinson,NYG,26,NT,16,16,0,0,0,0,4,,,,,,3.5,49,25,24,8,10,,2020,defense
Jeremiah Attaochu,DEN,27,olb,13,5,,,,,,1,0,0,0,0,5.0,31,24,7,6,9,,2020,defense
Landon Collins,WAS,26,ss,7,7,1,1,0,1,1,1,0,0,0,0,2.0,41,24,17,3,1,,2020,defense
William Gholston,TAM,29,RDE,16,12,0,0,0,0,2,0,0,1,1,0,3.0,44,24,20,8,20,,2020,defense
Ronnie Harrison,CLE,23,ss,11,7,1,47,1,47,7,0,0,1,0,0,1.0,38,24,14,0,1,,2020,defense
Jeffery Simmons,TEN,23,DT,15,15,0,0,0,0,5,1,0,3,0,0,3.0,49,24,25,3,14,,2020,defense
Josh Sweat,PHI,23,,14,3,0,0,0,0,2,3,0,0,0,0,6.0,38,24,14,9,12,,2020,defense
Jacob Tuioti-Mariner,ATL,24,,16,0,0,0,0,0,2,1,0,3,1,0,1.0,31,24,7,1,5,,2020,defense
Olivier Vernon,CLE,30,RDE,14,13,0,0,0,0,3,1,0,1,0,0,9.0,36,24,12,12,16,1,2020,defense
,,,,,,,,,,,,,,,,,,,,,,,2020,defense
Bud Dupree,PIT,27,ROLB,11,11,0,0,0,0,2,2,0,0,0,0,8.0,31,23,8,8,15,,2020,defense
Kyler Fackrell,NYG,29,ROLB,12,9,1,46,1,46,2,1,0,0,0,0,4.0,34,23,11,7,10,,2020,defense
Darnay Holmes,NYG,22,db,12,5,1,0,0,0,5,0,0,1,0,0,0.5,30,23,7,0,2,,2020,defense
Chris Jones*,KAN,26,LDT,15,14,0,0,0,0,4,2,0,0,0,0,7.5,36,23,13,3,28,1,2020,defense
Arthur Maulet,NYJ,27,ss,11,5,1,20,0,20,5,,,,,,1.0,29,23,6,0,1,,2020,defense
Bradley McDougald,NYJ,30,ss,7,7,0,0,0,0,3,0,0,1,-2,0,0.0,36,23,13,0,0,,2020,defense
Barkevious Mingo,CHI,30,,16,3,0,0,0,0,2,,,,,,2.5,35,23,12,3,5,,2020,defense
Yannick Ngakoue,2TM,25,,15,8,0,0,0,0,1,4,0,0,0,0,8.0,23,23,0,7,11,,2020,defense
Larry Ogunjobi,CLE,26,RDT,15,15,,,,,,1,0,0,0,0,2.5,46,23,23,5,6,,2020,defense
Ed Oliver,BUF,23,RDT,16,16,0,0,0,0,3,1,0,0,0,0,3.0,33,23,10,6,6,,2020,defense
Jimmy Smith,BAL,32,db,11,5,0,0,0,0,1,0,0,1,4,0,1.0,27,23,4,2,1,,2020,defense
Logan Wilson,CIN,24,,12,2,2,0,0,0,3,,,,,,1.0,33,23,10,4,2,,2020,defense
Tavon Wilson,IND,30,,15,2,0,0,0,0,1,0,0,1,0,0,0.0,26,23,3,2,0,,2020,defense
Azeez Al-Shaair,SFO,23,LLB,16,5,1,0,0,0,2,1,0,0,0,0,0.0,35,22,13,1,1,,2020,defense
Breon Borders,TEN,25,lcb,6,5,1,0,0,0,5,,,,,,0.0,27,22,5,1,0,,2020,defense
Folorunso Fatukasi,NYJ,25,NT,15,8,0,0,0,0,2,1,0,1,2,0,2.0,42,22,20,6,5,,2020,defense
Trey Hendrickson,NOR,26,RDE,15,15,0,0,0,0,1,1,0,0,0,0,13.5,25,22,3,12,25,,2020,defense
Donte Jackson,CAR,25,LCB,14,13,3,110,0,66,11,,,,,,0.0,34,22,12,1,0,,2020,defense
Jaleel Johnson,MIN,26,RDT,16,16,,,,,,,,,,,1.5,44,22,22,3,2,,2020,defense
Kevin Johnson,CLE,28,rcb,13,6,0,0,0,0,3,1,0,1,0,0,0.5,35,22,13,0,3,,2020,defense
Mario Addison,BUF,33,RDE,15,7,0,0,0,0,4,,,,,,5.0,30,21,9,7,8,,2020,defense
Dorance Armstrong Jr.,DAL,23,,16,2,0,0,0,0,2,1,0,1,0,0,0.0,33,21,12,1,1,,2020,defense
Derek Barnett,PHI,24,LDE,13,10,,,,,,,,,,,5.5,34,21,13,6,16,,2020,defense
Essang Bassey,DEN,22,,12,3,1,26,0,26,2,0,0,1,0,0,0.0,23,21,2,3,0,,2020,defense
Michael Brockers,LAR,30,DE,15,15,,,,,,,,,,,5.0,51,21,30,5,10,,2020,defense
Derrick Brown,CAR,22,RDT,16,15,0,0,0,0,4,,,,,,2.0,34,21,13,8,12,,2020,defense
Jermaine Carter Jr.,CAR,25,mlb,16,7,0,0,0,0,1,0,0,1,19,0,0.0,46,21,25,2,0,,2020,defense
Frank Clark*,KAN,27,RDE,15,15,0,0,0,0,2,0,0,1,14,0,6.0,29,21,8,8,15,,2020,defense
Jaylon Ferguson,BAL,25,,14,1,0,0,0,0,1,0,0,1,0,0,2.0,30,21,9,7,5,,2020,defense
Morgan Fox,LAR,26,,16,2,0,0,0,0,2,1,0,1,0,0,6.0,27,21,6,8,9,,2020,defense
,,,,,,,,,,,,,,,,,,,,,,,2020,defense
Kamu Grugier-Hill,MIA,26,,15,1,,,,,,0,0,1,0,0,1.0,28,21,7,1,2,,2020,defense
Josh Jackson,GNB,24,rcb,12,5,0,0,0,0,2,,,,,,0.0,26,21,5,1,0,,2020,defense
Sidney Jones,JAX,24,RCB,9,6,2,1,0,1,9,1,0,0,0,0,0.0,26,21,5,0,0,,2020,defense
Steven Means,ATL,30,LDE,16,11,,,,,,2,0,0,0,0,3.0,38,21,17,3,6,,2020,defense
A.J. Moore,HOU,25,db,11,5,0,0,0,0,1,1,0,0,0,0,1.0,35,21,14,1,2,,2020,defense
Josh Norman,BUF,33,,9,3,1,16,1,16,4,1,0,2,7,0,0.0,24,21,3,2,0,,2020,defense
Dawuane Smoot,JAX,25,lde,16,7,,,,,,2,0,0,0,0,5.5,25,21,4,5,17,,2020,defense
Zach Allen,ARI,23,LDT,13,7,0,0,0,0,3,,,,,,2.0,35,20,15,5,6,,2020,defense
Denico Autry,IND,30,RDE,14,13,,,,,,,,,,,7.5,33,20,13,9,10,,2020,defense
Chris Board,BAL,25,,16,2,0,0,0,0,1,1,0,0,0,0,2.5,31,20,11,2,5,,2020,defense
Jack Crawford,TEN,32,DE,16,9,,,,,,1,0,0,0,0,2.0,28,20,8,3,10,,2020,defense
Maxx Crosby,LVR,23,RDE,16,16,0,0,0,0,1,0,0,1,0,0,7.0,39,20,19,14,13,,2020,defense
Akeem Davis-Gaither,CIN,23,,16,2,1,0,0,0,3,,,,,,0.5,31,20,11,0,2,,2020,defense
Carlos Dunlap,2TM,31,,15,10,0,0,0,0,4,,,,,,6.0,32,20,12,8,18,,2020,defense
Shelby Harris,DEN,29,LDE,11,11,0,0,0,0,7,1,0,0,0,0,2.5,32,20,12,4,11,,2020,defense
Tanoh Kpassagnon,KAN,26,LDE,16,15,0,0,0,0,3,,,,,,1.0,28,20,8,2,4,,2020,defense
Uchenna Nwosu,LAC,24,,13,4,0,0,0,0,2,,,,,,4.5,33,20,13,5,11,,2020,defense
David Onyemata,NOR,28,LDT,15,15,1,3,0,3,2,,,,,,6.5,44,20,24,10,16,,2020,defense
Jarran Reed,SEA,28,DT,16,16,0,0,0,0,1,1,0,0,0,0,6.5,38,20,18,5,14,,2020,defense
Shamar Stephen,MIN,29,LDT,16,16,,,,,,,,,,,0.5,34,20,14,2,3,,2020,defense
Jaquiski Tartt,SFO,28,ss,7,7,1,16,0,16,4,,,,,,0.0,30,20,10,1,0,,2020,defense
Jamar Taylor,SFO,30,,8,3,2,8,0,8,3,,,,,,1.0,22,20,2,2,2,,2020,defense
DeShawn Williams,DEN,28,NT,14,11,1,1,0,1,3,,,,,,2.0,37,20,17,4,6,,2020,defense
Henry Anderson,NYJ,29,LDE,16,8,,,,,,,,,,,0.5,42,19,23,4,3,,2020,defense
Tarell Basham,NYJ,26,LOLB,16,9,0,0,0,0,1,3,0,0,0,0,3.5,36,19,17,5,13,,2020,defense
Rashan Gary,GNB,23,,15,4,0,0,0,0,1,0,0,1,1,0,5.0,35,19,16,5,11,,2020,defense
Holton Hill,MIN,23,,4,2,0,0,0,0,3,,,,,,1.0,24,19,5,0,0,,2020,defense
Justin Houston,IND,31,LDE,16,16,,,,,,1,0,2,0,0,8.0,25,19,6,8,12,2,2020,defense
Jerry Hughes,BUF,32,LDE,15,15,1,-3,0,-3,3,2,0,2,21,1,4.5,29,19,10,4,11,,2020,defense
Justin Jones,LAC,24,LDT,13,12,,,,,,,,,,,1.0,34,19,15,5,4,,2020,defense
,,,,,,,,,,,,,,,,,,,,,,,2020,defense
Cre'von LeBlanc,PHI,26,,9,1,0,0,0,0,2,1,0,1,6,0,1.0,22,19,3,1,1,,2020,defense
Tyquan Lewis,IND,25,,16,4,0,0,0,0,2,,,,,,4.0,24,19,5,8,6,,2020,defense
Benson Mayowa,SEA,29,LOLB,13,9,0,0,0,0,3,2,0,1,13,0,6.0,24,19,5,7,9,,2020,defense
Al-Quadin Muhammad,IND,25,,16,0,,,,,,1,0,0,0,0,2.0,23,19,4,2,6,,2020,defense
Sharrod Neasman,ATL,29,,16,2,,,,,,0,1,0,0,0,1.0,27,19,8,2,1,,2020,defense
John Penisini,DET,23,RDT,16,12,,,,,,0,0,1,0,0,1.0,35,19,16,4,0,,2020,defense
Sheldrick Redwine,CLE,24,,15,3,1,8,0,8,1,,,,,,0.5,27,19,8,0,1,,2020,defense
Jerry Tillery,LAC,24,de,16,11,0,0,0,0,2,2,0,1,0,0,3.0,30,19,11,3,14,,2020,defense
Derek Wolfe,BAL,30,RDE,14,8,0,0,0,0,2,0,0,1,0,0,1.0,51,19,32,6,4,,2020,defense
Ricardo Allen,ATL,29,SS,12,12,2,29,0,19,5,,,,,,0.0,25,18,7,1,0,,2020,defense
Adam Butler,NWE,26,,15,4,0,0,0,0,2,,,,,,4.0,34,18,16,6,7,,2020,defense
Calais Campbell*,BAL,34,LDE,12,12,0,0,0,0,6,,,,,,4.0,28,18,10,5,10,,2020,defense
Samson Ebukam,LAR,25,LOLB,16,14,0,0,0,0,1,1,0,0,0,0,4.5,31,18,13,3,7,,2020,defense
Clelin Ferrell,LVR,23,LDE,11,11,0,0,0,0,3,2,0,0,0,0,2.0,27,18,9,3,10,,2020,defense
Everson Griffen,2TM,33,,14,2,0,0,0,0,4,,,,,,6.0,33,18,15,7,14,,2020,defense
P.J. Hall,HOU,25,RDE,10,9,,,,,,,,,,,1.0,34,18,16,2,2,,2020,defense
Justin Hollins,LAR,24,,16,0,0,0,0,0,1,1,0,0,0,0,3.0,28,18,10,3,5,,2020,defense
Carl Lawson,CIN,25,RDE,16,11,,,,,,2,0,0,0,0,5.5,36,18,18,4,32,,2020,defense
M.J. Stewart,CLE,25,,16,0,2,51,0,30,3,,,,,,1.0,22,18,4,2,1,,2020,defense
Tanner Vallejo,ARI,26,,16,0,,,,,,,,,,,1.0,26,18,8,0,2,,2020,defense
Tyson Alualu,PIT,33,NT,15,10,0,0,0,0,5,1,0,0,0,0,2.0,38,17,21,4,5,,2020,defense
Corey Ballentine,2TM,24,,15,2,,,,,,,,,,,0.0,20,17,3,0,0,,2020,defense
Tyus Bowser,BAL,25,,16,2,3,53,0,25,5,,,,,,2.0,34,17,17,4,14,,2020,defense
Markus Golden,2TM,29,,16,9,1,1,0,1,3,1,0,1,30,0,4.5,33,17,16,6,20,,2020,defense
Dontae Johnson,SFO,29,,14,3,0,0,0,0,3,,,,,,1.0,23,17,6,1,2,,2020,defense
Shaq Lawson,MIA,26,lolb,14,7,0,0,0,0,1,1,0,1,36,1,4.0,32,17,15,4,18,,2020,defense
Frankie Luvu,NYJ,24,,13,3,0,0,0,0,1,1,0,0,0,0,2.0,25,17,8,3,3,1,2020,defense
Kamal Martin,GNB,22,rilb,10,6,,,,,,,,,,,1.0,24,17,7,3,1,,2020,defense
Carl Nassib,LVR,27,lde,14,5,1,23,0,23,5,,,,,,2.5,28,17,11,5,9,,2020,defense
Isaac Rochell,LAC,25,rde,16,6,0,0,0,0,1,,,,,,2.5,29,17,12,1,3,1,2020,defense
,,,,,,,,,,,,,,,,,,,,,,,2020,defense
Brent Urban,CHI,29,DT,16,8,0,0,0,0,1,,,,,,2.5,36,17,19,2,4,,2020,defense
Carlos Watkins,HOU,27,lolb,16,11,0,0,0,0,3,0,0,1,0,0,2.0,27,17,10,4,2,,2020,defense
K'Waun Williams,SFO,29,,8,4,0,0,0,0,4,1,0,0,0,0,2.0,22,17,5,5,2,,2020,defense
Ahkello Witherspoon,SFO,25,,11,4,1,0,0,0,4,,,,,,0.0,20,17,3,1,0,,2020,defense
Devin Bush Jr.,PIT,22,lilb,5,5,0,0,0,0,3,,,,,,1.0,26,16,10,0,2,,2020,defense
Tevaughn Campbell,LAC,27,,14,4,1,6,1,6,3,1,0,0,0,0,0.0,22,16,6,0,1,,2020,defense
L.J. Collier,SEA,25,DE,16,16,0,0,0,0,2,,,,,,3.0,22,16,6,4,7,,2020,defense
Michael Danna,KAN,23,,13,1,,,,,,,,,,,2.5,25,16,9,4,6,,2020,defense
Todd Davis,MIN,28,lb,11,6,0,0,0,0,2,,,,,,1.0,35,16,19,2,1,,2020,defense
Javon Hargrave,PHI,27,LDT,15,11,0,0,0,0,1,0,0,1,0,0,4.5,38,16,22,5,8,,2020,defense
Dean Marlowe,BUF,28,,15,4,2,39,0,23,3,0,0,1,0,0,1.5,22,16,6,2,2,,2020,defense
Bilal Nichols,CHI,24,NT,16,16,1,7,0,7,3,,,,,,5.0,40,16,24,7,13,,2020,defense
Ifeadi Odenigbo,MIN,26,LDE,15,15,,,,,,,,,,,3.5,35,16,19,3,15,1,2020,defense
Richard Sherman,SFO,32,lcb,5,5,1,18,0,18,1,,,,,,0.0,18,16,2,1,0,,2020,defense
Daniel Thomas,JAX,22,,10,2,1,53,0,53,2,,,,,,0.0,18,16,2,0,0,,2020,defense
Desmond Trufant,DET,30,LCB,6,6,1,0,0,0,4,,,,,,1.0,20,16,4,1,1,,2020,defense
D.J. Wonnum,MIN,23,,14,2,0,0,0,0,1,1,0,0,0,0,3.0,24,16,8,5,9,,2020,defense
Angelo Blackson,ARI,28,nt,16,9,,,,,,,,,,,2.5,24,15,9,4,8,,2020,defense
Tyeler Davison,ATL,28,RDT,16,15,,,,,,,,,,,0.5,36,15,21,2,2,,2020,defense
Sam Franklin,CAR,24,,14,4,0,0,0,0,1,,,,,,1.0,23,15,8,1,1,,2020,defense
Randy Gregory,DAL,28,,10,0,0,0,0,0,1,3,0,0,0,0,3.5,21,15,6,4,12,,2020,defense
Marquis Haynes,CAR,27,,15,0,0,0,0,0,1,1,0,2,1,0,4.0,18,15,3,4,5,,2020,defense
B.J. Hill,NYG,25,,16,0,0,0,0,0,1,,,,,,1.0,32,15,17,2,3,,2020,defense
Malik Jackson,PHI,30,ldt,15,6,0,0,0,0,2,0,0,1,0,0,2.5,28,15,13,6,13,,2020,defense
Jordan Jenkins,NYJ,26,ROLB,12,12,0,0,0,0,1,1,0,0,0,0,2.0,32,15,17,3,6,,2020,defense
Devon Kennard,ARI,29,,13,4,,,,,,,,,,,3.0,19,15,4,5,9,,2020,defense
Javon Kinlaw,SFO,23,LDT,14,12,1,27,1,27,4,,,,,,1.5,33,15,18,3,4,,2020,defense
Trent Murphy,BUF,30,lde,10,9,,,,,,,,,,,2.0,19,15,4,3,6,,2020,defense
Jeremy Reaves,WAS,24,,9,3,1,0,0,0,2,,,,,,1.0,25,15,10,1,1,,2020,defense
Brandon Rusnak,JAX,25,,16,1,,,,,,,,,,,0.0,24,15,9,0,0,,2020,defense
,,,,,,,,,,,,,,,,,,,,,,,2020,defense
Danny Shelton,DET,27,LDT,12,12,0,0,0,0,1,,,,,,1.0,37,15,22,2,4,,2020,defense
James Vaughters,CHI,27,,14,0,,,,,,,,,,,1.5,22,15,7,2,2,,2020,defense
K'Von Wallace,PHI,23,,15,3,,,,,,0,0,1,0,0,0.0,21,15,6,0,0,,2020,defense
Armani Watts,KAN,24,,16,1,0,0,0,0,1,,,,,,0.0,17,15,2,0,0,,2020,defense
John Cominsky,ATL,25,,13,1,,,,,,0,0,1,3,0,1.0,28,14,14,3,3,,2020,defense
Byron Cowart,NWE,24,RDT,14,14,0,0,0,0,1,,,,,,1.0,27,14,13,3,3,,2020,defense
Kristian Fulton,TEN,22,,6,2,1,44,0,44,1,,,,,,1.0,16,14,2,1,1,,2020,defense
Dennis Gardeck,ARI,26,,14,0,,,,,,0,0,1,0,0,7.0,16,14,2,7,10,,2020,defense
Kevin Givens,SFO,23,,13,1,0,0,0,0,1,0,0,1,0,0,1.0,19,14,5,5,3,,2020,defense
Bryce Hager,NYJ,28,,10,2,0,0,0,0,1,,,,,,0.5,23,14,9,1,1,,2020,defense
DaVon Hamilton,JAX,23,ldt,11,6,0,0,0,0,1,0,0,1,0,0,1.0,30,14,16,2,5,,2020,defense
Harrison Hand,MIN,22,,14,1,1,4,0,4,3,,,,,,0.0,17,14,3,0,0,,2020,defense
Maurice Hurst Jr.,LVR,25,,11,3,0,0,0,0,1,,,,,,0.5,27,14,13,1,6,,2020,defense
Quinton Jefferson,BUF,27,,16,4,0,0,0,0,1,1,0,1,0,0,3.0,23,14,9,3,6,,2020,defense
D.J. Jones,SFO,25,RDT,14,14,0,0,0,0,1,,,,,,3.0,20,14,6,7,3,,2020,defense
Dean Lowry,GNB,26,LDE,16,16,0,0,0,0,2,,,,,,3.0,36,14,22,2,4,,2020,defense
Xavier McKinney,NYG,21,,6,4,1,0,0,0,1,,,,,,0.0,25,14,11,1,0,,2020,defense
Robert Quinn,CHI,30,ROLB,15,13,,,,,,3,0,1,0,0,2.0,20,14,6,0,6,,2020,defense
Tershawn Wharton,KAN,22,,16,1,,,,,,1,1,1,-3,0,2.0,27,14,13,4,4,,2020,defense
Jahleel Addae,LAC,30,,11,0,1,3,0,3,2,,,,,,0.5,21,13,8,0,1,,2020,defense
Shilique Calhoun,NWE,28,,10,0,,,,,,2,0,0,0,0,2.0,18,13,5,1,3,,2020,defense
Carter Coughlin,NYG,23,,14,2,,,,,,,,,,,1.0,17,13,4,2,2,,2020,defense
Tyrel Dodson,BUF,22,,10,2,0,0,0,0,2,,,,,,1.0,22,13,9,2,0,,2020,defense
Dane Jackson,BUF,24,,5,2,1,6,0,6,5,0,0,1,0,0,0.0,15,13,2,1,0,,2020,defense
Jacob Martin,HOU,25,,14,1,0,0,0,0,1,1,0,1,0,0,3.0,20,13,7,3,3,,2020,defense
Sheldon Rankins,NOR,26,,12,1,0,0,0,0,1,,,,,,1.5,20,13,7,3,9,,2020,defense
Alton Robinson,SEA,22,,14,1,,,,,,1,0,0,0,0,4.0,22,13,9,5,4,,2020,defense
Bravvion Roy,CAR,24,LDT,15,9,,,,,,,,,,,1.0,29,13,16,2,5,,2020,defense
Justin Zimmer,BUF,28,,12,0,,,,,,1,0,0,0,0,1.0,21,13,8,3,7,,2020,defense
K'Lavon Chaisson,JAX,21,,16,3,0,0,0,0,1,,,,,,1.0,19,12,7,3,9,,2020,defense
,,,,,,,,,,,,,,,,,,,,,,,2020,defense
Doug Costin,JAX,23,RDT,12,9,0,0,0,0,2,0,0,1,0,0,0.0,32,12,20,3,1,,2020,defense
