Player,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Year,Category
De'Vondre Campbell,ATL,23,ROLB,11,10,1,7,0,7,7,1,0,0,0,0,0.0,48,35,13,5,0,,2016,defense
Dre Kirkpatrick,CIN,27,LCB,15,14,3,21,0,21,10,,,,,,0.0,46,35,11,0,0,,2016,defense
Nick Perry,GNB,26,ROLB,14,12,1,0,0,0,4,,,,,,11.0,52,35,17,12,16,,2016,defense
Marcus Peters*+,KAN,23,LCB,15,15,6,63,0,28,20,1,0,3,31,0,0.0,45,35,10,0,0,,2016,defense
Jason Pierre-Paul,NYG,27,LDE,12,12,0,0,0,0,8,3,0,1,43,1,7.0,53,35,18,7,16,,2016,defense
Damarious Randall,GNB,24,LCB,10,9,3,91,0,44,9,,,,,,0.0,39,35,4,1,0,,2016,defense
Da'Norris Searcy,TEN,28,SS,14,14,1,0,0,0,6,0,0,1,0,0,0.0,40,35,5,2,0,,2016,defense
Rafael Bush,DET,29,,16,4,2,39,1,39,3,,,,,,1.0,53,34,19,2,1,,2016,defense
Calais Campbell,ARI,30,LDE,16,16,1,1,0,1,6,2,0,3,53,1,8.0,53,34,19,12,21,1,2016,defense
Vontae Davis,IND,28,RCB,14,14,1,0,0,0,10,,,,,,0.0,37,34,3,0,0,,2016,defense
Dannell Ellerbe,NOR,31,llb,9,8,0,0,0,0,2,,,,,,4.0,44,34,10,5,8,,2016,defense
Tashaun Gipson,JAX,26,FS,16,16,1,30,0,30,2,,,,,,0.0,41,34,7,0,0,,2016,defense
Danielle Hunter,MIN,22,,16,0,0,0,0,0,1,1,0,1,24,1,12.5,56,34,22,11,19,1,2016,defense
Nick Kwiatkoski,CHI,23,lilb,14,7,0,0,0,0,2,1,0,0,0,0,1.0,44,34,10,3,1,,2016,defense
Albert McClellan,BAL,30,ROLB,16,11,,,,,,,,,,,1.0,55,34,21,4,2,,2016,defense
David Parry,IND,24,NT,16,16,,,,,,,,,,,3.0,47,34,13,4,8,,2016,defense
Bradley Roby,DEN,24,,16,4,2,102,2,51,8,1,0,0,0,0,1.0,39,34,5,0,0,,2016,defense
Brandon Williams,BAL,27,NT,16,16,0,0,0,0,1,,,,,,1.0,51,34,17,4,2,,2016,defense
Tyrann Mathieu,ARI,24,FS,10,10,1,9,0,5,4,1,0,0,0,0,1.0,35,33,2,3,1,,2016,defense
Bobby McCain,MIA,23,DB,16,8,1,0,0,0,6,1,0,0,0,0,1.0,46,33,13,3,2,,2016,defense
Antonio Morrison,IND,22,,16,4,,,,,,,,,,,0.0,52,33,19,3,1,,2016,defense
Terence Newman,MIN,38,LCB,15,10,1,0,0,0,8,,,,,,0.0,38,33,5,3,0,,2016,defense
Shane Ray,DEN,23,LILB,16,8,,,,,,1,0,2,18,1,8.0,48,33,15,6,21,,2016,defense
Sean Smith,OAK,29,RCB,15,15,2,27,0,27,11,,,,,,0.0,40,33,7,1,0,,2016,defense
Muhammad Wilkerson,NYJ,27,RDE,15,14,0,0,0,0,3,1,0,0,0,0,4.5,58,33,25,10,12,,2016,defense
,,,,,,,,,,,,,,,,,,,,,,,2016,defense
Vic Beasley*+,ATL,24,LILB,16,12,0,0,0,0,2,6,0,1,21,1,15.5,39,32,7,11,16,,2016,defense
Jared Crick,DEN,27,RDE,16,15,0,0,0,0,6,2,0,0,0,0,3.0,53,32,21,4,13,,2016,defense
Andre Hal,HOU,24,FS,15,11,2,36,0,24,7,,,,,,1.0,48,32,16,2,1,,2016,defense
Michael Johnson,CIN,29,RDE,16,16,0,0,0,0,3,,,,,,3.5,45,32,13,6,10,,2016,defense
Leodis McKelvin,PHI,31,LCB,13,12,2,29,1,29,16,,,,,,0.0,43,32,11,0,0,,2016,defense
Nickell Robey-Coleman,BUF,24,,16,3,2,44,1,41,7,1,0,1,36,1,0.0,35,32,3,2,0,,2016,defense
Danny Shelton,CLE,23,NT,16,16,,,,,,,,,,,1.5,59,32,27,2,6,,2016,defense
John Simon,HOU,26,ROLB,11,5,0,0,0,0,2,1,0,0,0,0,3.5,51,32,19,4,10,,2016,defense
Aqib Talib*+,DEN,30,LCB,13,13,3,86,1,46,12,,,,,,0.0,43,32,11,1,1,,2016,defense
Kyle Van Noy,2TM,25,,14,9,1,0,0,0,3,1,0,0,0,0,1.0,52,32,20,2,2,,2016,defense
Andrew Adams,NYG,24,FS,14,13,1,19,0,19,5,,,,,,0.0,46,31,15,1,1,,2016,defense
Bryce Callahan,CHI,25,db,11,10,0,0,0,0,5,,,,,,0.0,32,31,1,0,1,,2016,defense
Jurrell Casey*,TEN,27,RDE,15,15,0,0,0,0,5,,,,,,5.0,44,31,13,8,18,,2016,defense
William Hayes,LAR,31,LDE,14,14,,,,,,,,,,,5.0,43,31,12,10,16,,2016,defense
Dont'a Hightower*,NWE,26,MLB,13,13,0,0,0,0,2,1,0,0,0,0,2.5,65,31,34,1,8,1,2016,defense
Jerry Hughes,BUF,28,LOLB,16,15,0,0,0,0,3,1,0,0,0,0,6.0,48,31,17,8,11,,2016,defense
Reshad Jones,MIA,28,FS,6,6,1,17,0,17,4,,,,,,0.5,51,31,20,4,0,,2016,defense
Brice McCain,TEN,30,db,16,10,2,33,0,33,10,,,,,,0.0,38,31,7,1,0,,2016,defense
Erik Walden,IND,31,LOLB,16,16,,,,,,3,0,0,0,0,11.0,42,31,11,10,17,,2016,defense
Carlos Dunlap*,CIN,27,LDE,16,16,0,0,0,0,15,3,0,0,0,0,8.0,49,30,19,7,23,,2016,defense
Anthony Harris,MIN,25,,16,3,0,0,0,0,1,0,0,1,0,0,0.0,41,30,11,0,0,,2016,defense
Ed Reynolds,CLE,25,FS,10,7,0,0,0,0,1,,,,,,1.0,43,30,13,1,3,,2016,defense
Kawann Short,CAR,27,RDT,16,16,0,0,0,0,3,1,0,0,0,0,6.0,55,30,25,12,17,,2016,defense
Frank Zombo,KAN,29,ROLB,16,11,0,0,0,0,2,1,0,0,0,0,1.0,41,30,11,3,4,,2016,defense
Tyson Alualu,JAX,29,RDE,14,10,,,,,,1,0,0,0,0,2.5,37,29,8,6,6,,2016,defense
Chris Baker,WAS,29,RDE,16,16,0,0,0,0,2,2,0,0,0,0,3.5,47,29,18,7,10,,2016,defense
Joey Bosa,SDG,21,LDE,12,11,,,,,,,,,,,10.5,41,29,12,17,21,,2016,defense
Nick Fairley,NOR,28,RDT,16,16,,,,,,,,,,,6.5,43,29,14,9,22,,2016,defense
Johnathan Hankins,NYG,24,RDT,16,16,,,,,,1,0,0,0,0,3.0,43,29,14,8,10,,2016,defense
Jarvis Jones,PIT,27,rolb,14,9,1,20,0,20,3,2,0,1,0,0,1.0,42,29,13,4,6,,2016,defense
,,,,,,,,,,,,,,,,,,,,,,,2016,defense
Trent Murphy,WAS,26,,16,0,0,0,0,0,1,3,0,1,7,0,9.0,47,29,18,10,25,,2016,defense
Jordan Poyer,CLE,25,fs,6,6,0,0,0,0,2,,,,,,0.0,39,29,10,1,0,,2016,defense
Stephon Tuitt,PIT,23,RDE,14,14,0,0,0,0,3,2,0,0,0,0,4.0,38,29,9,8,14,,2016,defense
Marcus Williams,NYJ,25,,13,3,2,14,0,14,6,1,0,0,0,0,1.0,33,29,4,1,1,,2016,defense
Jalen Collins,ATL,23,rcb,8,6,2,37,0,37,10,,,,,,0.0,31,28,3,2,0,,2016,defense
Malik Jackson,JAX,26,LDT,16,16,0,0,0,0,4,0,0,1,0,0,6.5,33,28,5,11,19,,2016,defense
Corey Liuget,SDG,26,RDE,16,16,0,0,0,0,3,0,0,1,0,0,0.0,36,28,8,10,7,,2016,defense
Darryl Morris,IND,26,,12,2,1,0,0,0,6,,,,,,0.0,35,28,7,0,2,,2016,defense
Emmanuel Ogbah,CLE,23,RDE,16,16,0,0,0,0,3,,,,,,5.5,53,28,25,8,16,,2016,defense
Daryl Smith,TAM,34,LLB,16,11,1,-5,0,-5,1,0,0,1,0,0,0.0,35,28,7,3,0,,2016,defense
Terrell Suggs,BAL,34,LOLB,15,15,0,0,0,0,4,3,0,0,0,0,8.0,35,28,7,11,16,,2016,defense
Tramon Williams,CLE,33,lcb,12,7,1,0,0,0,5,0,1,1,0,0,0.0,36,28,8,1,1,,2016,defense
Andre Branch,MIA,27,RDE,16,11,0,0,0,0,1,2,0,0,0,0,5.5,49,27,22,8,12,,2016,defense
Darius Butler,IND,30,fs,12,7,3,19,0,19,7,1,0,0,0,0,0.0,33,27,6,0,1,,2016,defense
Fletcher Cox*,PHI,26,LDT,16,16,0,0,0,0,2,1,0,1,0,0,6.5,43,27,16,9,14,,2016,defense
Damien Wilson,DAL,23,llb,16,6,0,0,0,0,1,,,,,,0.5,34,27,7,4,2,,2016,defense
Alan Branch,NWE,32,LDT,16,16,0,0,0,0,3,,,,,,1.5,49,26,23,8,2,,2016,defense
Chad Greenway,MIN,33,LLB,16,9,1,17,0,17,1,,,,,,0.0,41,26,15,2,0,,2016,defense
Ryan Kerrigan*,WAS,28,ROLB,16,16,0,0,0,0,2,2,0,0,0,0,11.0,33,26,7,18,24,,2016,defense
Gerald McCoy*,TAM,28,LDT,15,15,0,0,0,0,5,2,0,2,0,0,7.0,34,26,8,5,14,,2016,defense
Jamie Meder,CLE,25,LDE,16,15,0,0,0,0,1,,,,,,1.0,48,26,22,3,6,,2016,defense
Jerraud Powers,BAL,29,db,13,6,2,1,0,1,5,,,,,,1.0,33,26,7,2,1,,2016,defense
Trevor Williams,SDG,23,lcb,12,5,0,0,0,0,5,0,0,1,0,0,0.0,31,26,5,2,0,,2016,defense
Will Blackmon,WAS,32,fs,15,6,1,79,0,79,3,1,0,0,0,0,0.5,41,25,16,0,2,,2016,defense
Frank Clark,SEA,23,lde,15,5,,,,,,2,0,1,27,0,10.0,47,25,22,11,18,,2016,defense
Mike Daniels,GNB,27,RDE,16,16,0,0,0,0,1,0,0,1,0,0,4.0,33,25,8,8,11,,2016,defense
Dee Ford,KAN,25,LOLB,15,14,0,0,0,0,2,1,0,0,0,0,10.0,38,25,13,12,17,,2016,defense
Clinton McDonald,TAM,29,RDT,12,12,,,,,,,,,,,3.5,36,25,11,6,5,,2016,defense
Adrian Phillips,SDG,24,ss,14,6,1,22,0,22,3,,,,,,0.0,38,25,13,1,1,,2016,defense
Bacarri Rambo,MIA,26,fs,9,5,1,17,0,17,3,,,,,,0.0,42,25,17,1,1,,2016,defense
,,,,,,,,,,,,,,,,,,,,,,,2016,defense
Rashard Robinson,SFO,21,rcb,14,6,1,0,0,0,8,,,,,,0.0,28,25,3,0,0,,2016,defense
Ahtyba Rubin,SEA,30,LDT,16,16,0,0,0,0,1,3,0,0,0,0,1.0,39,25,14,6,2,,2016,defense
Justin Simmons,DEN,23,,13,3,2,83,0,45,4,,,,,,1.0,30,25,5,2,1,,2016,defense
Desmond Trufant,ATL,26,RCB,9,9,1,9,0,9,4,2,0,0,0,0,2.0,31,25,6,1,2,,2016,defense
B.W. Webb,NOR,26,cb,14,8,1,7,0,7,11,,,,,,0.0,28,25,3,0,0,,2016,defense
Nate Allen,OAK,29,,14,4,2,5,0,4,3,,,,,,0.0,33,24,9,1,0,,2016,defense
Michael Bennett*,SEA,31,LDE,11,11,,,,,,,,,,,5.0,34,24,10,14,19,,2016,defense
NaVorro Bowman,SFO,28,,4,4,1,0,0,0,2,1,0,0,0,0,1.0,35,24,11,4,2,,2016,defense
Malcom Brown,NWE,22,RDT,16,13,,,,,,1,0,0,0,0,3.0,50,24,26,4,5,1,2016,defense
Morris Claiborne,DAL,26,RCB,7,7,1,27,0,27,5,0,0,1,0,0,0.0,26,24,2,2,0,,2016,defense
Su'a Cravens,WAS,21,,11,3,1,2,0,2,5,,,,,,1.0,34,24,10,4,2,,2016,defense
Marcell Dareus,BUF,26,NT,8,7,0,0,0,0,1,,,,,,3.5,39,24,15,5,4,,2016,defense
Leger Douzable,BUF,30,de,16,5,0,0,0,0,1,,,,,,1.5,43,24,19,5,7,,2016,defense
Justin Durant,DAL,31,,13,0,0,0,0,0,3,,,,,,1.0,37,24,13,2,2,,2016,defense
Dominique Easley,LAR,24,,16,0,0,0,0,0,1,2,0,0,0,0,3.5,35,24,11,7,5,,2016,defense
Brandon Flowers,SDG,30,LCB,6,6,1,33,1,33,5,,,,,,0.0,28,24,4,6,0,,2016,defense
Tamba Hali,KAN,33,,16,2,,,,,,0,0,1,0,0,3.5,34,24,10,4,9,,2016,defense
Duron Harmon,NWE,25,,16,4,1,0,0,0,2,1,0,1,0,0,0.0,29,24,5,0,0,,2016,defense
Derrick Morgan,TEN,27,LOLB,15,15,0,0,0,0,1,,,,,,9.0,33,24,9,11,22,,2016,defense
Earl Thomas,SEA,27,FS,11,11,2,5,0,5,10,0,0,1,34,1,0.0,48,24,24,0,0,,2016,defense
Trevin Wade,NYG,27,,16,2,0,0,0,0,3,0,0,2,11,1,0.0,26,24,2,0,0,,2016,defense
Shaquil Barrett,DEN,24,,16,0,0,0,0,0,2,1,0,0,0,0,1.5,36,23,13,4,4,,2016,defense
Kentrell Brice,GNB,22,,16,1,0,0,0,0,1,0,0,1,0,0,0.0,27,23,4,0,0,,2016,defense
Quinton Dunbar,WAS,24,,14,2,1,0,0,0,5,0,1,1,0,0,1.0,26,23,3,1,2,,2016,defense
Trey Flowers,NWE,23,rde,16,8,0,0,0,0,1,0,0,2,-3,0,7.0,45,23,22,8,14,,2016,defense
Leonard Floyd,CHI,24,LOLB,12,12,0,0,0,0,2,1,0,1,0,1,7.0,33,23,10,6,9,1,2016,defense
Dante Fowler,JAX,22,,16,1,0,0,0,0,5,,,,,,4.0,32,23,9,6,11,,2016,defense
Jacoby Glenn,CHI,23,,7,3,1,21,0,21,6,1,0,0,0,0,0.0,26,23,3,0,0,,2016,defense
Eli Harold,SFO,22,ROLB,16,13,,,,,,1,0,1,19,0,3.0,37,23,14,3,6,,2016,defense
Kerry Hyder,DET,25,,16,2,0,0,0,0,1,0,0,1,0,0,8.0,36,23,13,11,19,,2016,defense
,,,,,,,,,,,,,,,,,,,,,,,2016,defense
Jordan Jenkins,NYJ,22,ROLB,14,11,0,0,0,0,2,1,0,1,0,0,2.5,41,23,18,2,3,,2016,defense
Mychal Kendricks,PHI,26,RLB,15,8,0,0,0,0,1,0,0,1,15,0,0.0,32,23,9,3,3,,2016,defense
Miles Killebrew,DET,23,,16,0,1,7,0,7,1,,,,,,0.0,28,23,5,0,1,,2016,defense
Mario Addison,CAR,29,,14,1,0,0,0,0,1,2,0,1,0,0,9.5,27,22,5,11,15,1,2016,defense
Jude Adjei-Barimah,TAM,24,,10,1,0,0,0,0,2,1,0,0,0,0,2.0,22,22,0,1,2,,2016,defense
T.J. Carrie,OAK,26,,16,3,1,14,0,14,4,1,0,1,0,0,0.0,25,22,3,0,0,,2016,defense
Kevin Johnson,HOU,24,,6,3,0,0,0,0,3,0,0,1,53,0,0.0,25,22,3,1,0,,2016,defense
Leonard Johnson,CAR,26,,10,0,0,0,0,0,1,,,,,,1.0,30,22,8,1,1,,2016,defense
Jason Jones,MIA,30,rdt,14,5,0,0,0,0,2,0,0,1,0,0,3.5,36,22,14,3,12,,2016,defense
Chris Long,NWE,31,LDE,16,7,0,0,0,0,3,1,0,1,0,0,4.0,35,22,13,7,10,,2016,defense
Robert McClain,2TM,28,,14,6,0,0,0,0,1,,,,,,0.5,39,22,17,2,1,,2016,defense
A'Shawn Robinson,DET,21,ldt,16,5,0,0,0,0,7,,,,,,2.0,30,22,8,6,2,,2016,defense
Preston Smith,WAS,24,LOLB,16,16,1,22,0,22,3,,,,,,4.5,38,22,16,8,12,,2016,defense
Cameron Wake*,MIA,34,LDE,16,11,1,12,0,12,2,5,0,0,0,0,11.5,29,22,7,6,24,,2016,defense
Corey White,BUF,26,,15,4,2,0,0,0,4,,,,,,0.0,30,22,8,0,0,,2016,defense
Ezekiel Ansah,DET,27,RDE,13,13,,,,,,,,,,,2.0,35,21,14,7,15,,2016,defense
Geno Atkins*,CIN,28,RDT,16,16,,,,,,,,,,,9.0,32,21,11,13,26,,2016,defense
Denico Autry,OAK,26,lde,16,7,0,0,0,0,2,0,0,2,0,0,2.5,29,21,8,6,4,,2016,defense
Robert Ayers,TAM,31,LDE,12,10,0,0,0,0,1,1,0,0,0,0,6.5,29,21,8,7,19,,2016,defense
Anthony Chickillo,PIT,24,LOLB,15,7,,,,,,2,0,0,0,0,2.5,29,21,8,5,8,,2016,defense
Leon Hall,NYG,32,,12,2,1,29,0,29,2,1,0,0,0,0,2.0,31,21,10,2,3,,2016,defense
Grady Jarrett,ATL,23,RDE,16,14,,,,,,0,0,1,0,0,3.0,48,21,27,4,9,,2016,defense
Terrell McClain,DAL,28,LDT,15,15,,,,,,2,0,0,0,0,2.5,40,21,19,3,7,,2016,defense
Dexter McCoil,SDG,25,,16,2,1,0,0,0,5,,,,,,0.0,25,21,4,0,0,,2016,defense
Devin Taylor,DET,27,LDE,16,16,0,0,0,0,1,1,0,0,0,0,4.5,28,21,7,4,10,1,2016,defense
Willie Young,CHI,31,ROLB,16,12,0,0,0,0,2,1,0,0,0,0,7.5,38,21,17,8,9,,2016,defense
Cliff Avril*,SEA,30,RDE,16,16,0,0,0,0,3,5,0,0,0,0,11.5,39,20,19,8,26,,2016,defense
Connor Barwin,PHI,30,RDE,16,16,0,0,0,0,2,1,0,0,0,0,5.0,34,20,14,6,10,,2016,defense
David Bruton,WAS,29,,4,4,0,0,0,0,2,,,,,,1.0,28,20,8,1,1,,2016,defense
Glenn Dorsey,SFO,31,NT,12,7,,,,,,,,,,,1.0,24,20,4,3,3,,2016,defense
,,,,,,,,,,,,,,,,,,,,,,,2016,defense
Robert Golden,PIT,26,ss,13,7,0,0,0,0,1,0,0,1,21,0,0.0,34,20,14,1,3,,2016,defense
Justin Houston,KAN,27,lolb,5,5,0,0,0,0,1,1,0,0,0,0,4.0,21,20,1,6,6,,2016,defense
Cam Johnson,CLE,26,LOLB,12,9,0,0,0,0,1,2,0,0,0,0,3.0,32,20,12,3,6,,2016,defense
Paul Kruger,NOR,30,LDE,15,13,0,0,0,0,1,1,0,2,0,0,1.5,25,20,5,6,9,1,2016,defense
Craig Mager,SDG,24,lcb,11,8,1,8,0,8,4,0,0,1,0,0,0.0,31,20,11,1,0,,2016,defense
Clay Matthews,GNB,30,rolb,12,9,0,0,0,0,3,1,0,0,0,0,5.0,24,20,4,9,9,,2016,defense
Tony McDaniel,SEA,31,RDT,16,10,0,0,0,0,3,0,0,1,0,0,0.0,43,20,23,3,1,,2016,defense
Steve McLendon,NYJ,30,NT,11,9,,,,,,1,0,0,0,0,3.5,28,20,8,7,6,,2016,defense
Yannick Ngakoue,JAX,21,LDE,16,15,1,9,0,9,2,4,0,0,0,0,8.0,23,20,3,6,14,,2016,defense
Eric Rowe,NWE,24,rcb,9,7,1,0,0,0,8,,,,,,0.0,26,20,6,0,0,,2016,defense
Jabaal Sheard,NWE,27,RDE,15,8,0,0,0,0,4,,,,,,5.0,33,20,13,7,10,,2016,defense
Martrell Spaight,WAS,23,,14,1,1,8,0,8,1,,,,,,0.0,28,20,8,0,0,,2016,defense
Sylvester Williams,DEN,28,NT,16,16,0,0,0,0,1,,,,,,1.0,29,20,9,4,5,,2016,defense
Johnson Bademosi,DET,26,,16,3,1,3,0,3,5,,,,,,0.0,22,19,3,1,0,,2016,defense
Adrian Clayborn,ATL,28,lde,13,7,,,,,,0,0,1,5,1,4.5,22,19,3,8,15,,2016,defense
Bud Dupree,PIT,23,,7,4,0,0,0,0,1,1,0,0,0,0,4.5,24,19,5,6,7,,2016,defense
Kony Ealy,CAR,25,rde,16,6,1,7,0,7,3,2,0,0,0,0,5.0,32,19,13,5,7,,2016,defense
Michael Pierce,BAL,24,,16,1,0,0,0,0,1,,,,,,2.0,35,19,16,5,5,,2016,defense
Chris Prosinski,CHI,29,,16,1,0,0,0,0,1,,,,,,0.0,25,19,6,1,0,,2016,defense
Darryl Roberts,NYJ,26,,12,2,0,0,0,0,6,0,1,0,0,0,0.0,21,19,2,0,0,,2016,defense
Joe Schobert,CLE,23,,16,4,0,0,0,0,1,,,,,,0.5,28,19,9,1,3,,2016,defense
LeShaun Sims,TEN,23,,13,2,1,0,0,0,3,0,0,2,0,0,0.0,22,19,3,1,0,,2016,defense
Sam Acho,CHI,28,lolb,16,6,0,0,0,0,1,1,0,0,0,0,1.0,27,18,9,3,5,,2016,defense
Aaron Colvin,JAX,25,,10,4,,,,,,,,,,,1.0,22,18,4,2,1,,2016,defense
Vinny Curry,PHI,28,,16,0,,,,,,,,,,,2.5,26,18,8,6,12,,2016,defense
Javon Hargrave,PIT,23,NT,15,13,,,,,,0,0,1,0,1,2.0,27,18,9,5,3,,2016,defense
Jaye Howard,KAN,28,,8,4,,,,,,,,,,,1.0,23,18,5,2,7,,2016,defense
Mike Hull,MIA,25,,16,1,1,8,0,8,1,,,,,,0.0,33,18,15,0,0,,2016,defense
Myles Jack,JAX,21,RLB,16,10,0,0,0,0,2,,,,,,0.5,24,18,6,1,2,,2016,defense
Sen'Derrick Marks,JAX,29,,16,1,0,0,0,0,1,0,0,1,0,0,3.5,22,18,4,7,9,,2016,defense
,,,,,,,,,,,,,,,,,,,,,,,2016,defense
Dontari Poe,KAN,26,NT,16,16,0,0,0,0,3,1,0,0,0,0,1.5,27,18,9,1,9,,2016,defense
LaRoy Reynolds,ATL,26,,16,3,,,,,,0,0,1,0,0,0.0,30,18,12,0,1,,2016,defense
Brian Robison,MIN,33,LDE,16,16,0,0,0,0,1,3,0,0,0,0,7.5,28,18,10,7,14,,2016,defense
Eugene Sims,LAR,30,rde,16,8,0,0,0,0,1,0,0,1,0,0,2.5,25,18,7,6,5,,2016,defense
Ethan Westbrooks,LAR,26,,16,2,0,0,0,0,1,0,0,1,77,1,2.0,24,18,6,8,11,,2016,defense
Maliek Collins,DAL,21,RDT,16,14,,,,,,1,0,1,0,0,5.0,23,17,6,5,13,,2016,defense
Cameron Heyward,PIT,27,LDE,7,7,0,0,0,0,4,0,0,1,1,0,3.0,21,17,4,4,5,,2016,defense
Evander Hood,WAS,29,NT,16,14,0,0,0,0,3,1,0,0,0,0,1.0,33,17,16,4,6,,2016,defense
Charles James,2TM,26,,13,0,0,0,0,0,1,0,1,0,0,0,0.0,20,17,3,0,0,,2016,defense
Ricky Jean-Francois,WAS,30,LDE,16,6,0,0,0,0,1,,,,,,1.5,32,17,15,3,2,,2016,defense
Chris Jones,KAN,22,RDE,16,11,0,0,0,0,4,,,,,,2.0,28,17,11,5,10,,2016,defense
DaQuan Jones,TEN,25,LDE,16,16,,,,,,0,0,1,0,1,1.5,26,17,9,2,3,,2016,defense
Datone Jones,GNB,26,,15,4,0,0,0,0,2,,,,,,1.0,22,17,5,3,12,,2016,defense
A.J. Klein,CAR,25,mlb,15,7,0,0,0,0,1,2,0,0,0,0,1.0,31,17,14,2,1,,2016,defense
Rey Maualuga,CIN,29,MLB,14,6,1,9,0,9,2,,,,,,0.0,27,17,10,0,0,,2016,defense
Brandon Mebane,SDG,31,NT,10,10,1,5,0,5,1,,,,,,1.0,21,17,4,4,3,,2016,defense
Robert Nelson,HOU,26,,11,0,1,0,0,0,2,0,0,1,0,0,0.0,20,17,3,0,0,,2016,defense
Rob Ninkovich,NWE,32,RLB,12,11,0,0,0,0,2,2,0,0,0,0,4.0,32,17,15,3,5,,2016,defense
Will Parks,DEN,22,,16,0,1,1,0,1,3,0,0,1,0,0,0.0,22,17,5,1,0,,2016,defense
Domata Peko,CIN,32,LDT,16,16,0,0,0,0,3,0,0,1,0,0,0.0,37,17,20,2,2,,2016,defense
Brooks Reed,ATL,29,LDE,15,7,0,0,0,0,1,1,0,0,0,0,2.0,25,17,8,2,7,,2016,defense
Shamar Stephen,MIN,25,LDT,16,16,,,,,,0,0,1,0,0,0.0,39,17,22,0,2,,2016,defense
Steven Terrell,SEA,26,fs,16,5,0,0,0,0,1,0,0,1,0,0,0.0,27,17,10,0,0,,2016,defense
Antwione Williams,DET,23,,14,3,,,,,,0,1,1,0,0,0.0,27,17,10,2,1,,2016,defense
Christian Covington,HOU,23,lde,16,5,0,0,0,0,1,,,,,,1.0,26,16,10,2,2,,2016,defense
Tyrone Crawford,DAL,27,LDE,14,14,,,,,,0,0,2,0,0,4.5,28,16,12,8,8,,2016,defense
Kyler Fackrell,GNB,25,,13,0,0,0,0,0,1,1,0,0,0,0,2.0,18,16,2,1,3,,2016,defense
Jeff Heath,DAL,25,,16,0,1,19,0,19,2,,,,,,0.0,23,16,7,0,0,,2016,defense
Timmy Jernigan,BAL,24,LDE,16,15,1,0,0,0,3,0,1,1,1,0,5.0,31,16,15,9,11,,2016,defense
Bennie Logan,PHI,27,RDT,13,13,,,,,,2,0,1,0,0,2.5,24,16,8,5,6,,2016,defense
,,,,,,,,,,,,,,,,,,,,,,,2016,defense
Shea McClellin,NWE,27,,14,4,,,,,,0,0,2,69,0,1.0,41,16,25,1,3,,2016,defense
Noah Spence,TAM,22,,16,3,0,0,0,0,2,3,0,0,0,0,5.5,22,16,6,2,12,,2016,defense
Brynden Trawick,OAK,27,,15,0,1,0,0,0,1,,,,,,0.0,24,16,8,0,0,,2016,defense
Jihad Ward,OAK,22,LDE,16,13,,,,,,0,0,1,0,0,0.0,30,16,14,0,10,,2016,defense
Beau Allen,PHI,25,,16,3,,,,,,0,0,1,10,0,0.5,29,15,14,5,5,,2016,defense
Jonathan Bullard,CHI,23,,14,1,,,,,,,,,,,1.0,18,15,3,4,2,,2016,defense
Tracy Howard,CLE,22,,15,3,0,0,0,0,1,,,,,,0.0,20,15,5,0,0,,2016,defense
Mike Jordan,LAR,24,,5,2,0,0,0,0,2,0,0,1,0,0,0.0,20,15,5,1,0,,2016,defense
Cassius Marsh,SEA,24,,16,1,,,,,,1,0,1,0,0,3.0,22,15,7,5,5,,2016,defense
Robert Mathis,IND,35,ROLB,14,12,,,,,,3,0,2,14,1,5.0,20,15,5,5,5,,2016,defense
Benson Mayowa,DAL,25,rde,13,6,,,,,,1,0,1,0,0,6.0,25,15,10,8,9,,2016,defense
Carl Nassib,CLE,23,,14,3,0,0,0,0,4,,,,,,2.5,20,15,5,2,7,,2016,defense
Julius Peppers,GNB,36,LOLB,16,11,0,0,0,0,3,2,0,1,0,0,7.5,23,15,8,7,12,,2016,defense
Sheldon Rankins,NOR,22,,9,0,,,,,,1,0,0,0,0,4.0,20,15,5,3,6,,2016,defense
Kendall Reyes,2TM,27,,12,0,0,0,0,0,1,,,,,,1.0,20,15,5,3,4,,2016,defense
Pat Sims,CIN,31,,16,0,,,,,,,,,,,1.5,37,15,22,5,5,,2016,defense
Greg Toler,WAS,31,,16,2,0,0,0,0,2,0,0,1,0,0,0.0,18,15,3,0,0,,2016,defense
Courtney Upshaw,ATL,27,,13,5,0,0,0,0,1,1,0,1,0,0,1.0,24,15,9,1,4,,2016,defense
Alterraun Verner,TAM,28,,16,3,1,16,0,16,7,,,,,,0.0,16,15,1,0,0,,2016,defense
Tyrunn Walker,DET,26,LDT,15,8,,,,,,0,0,1,0,0,0.0,26,15,11,4,2,,2016,defense
D.J. Alexander*,KAN,25,,16,1,,,,,,1,0,0,0,0,0.0,17,14,3,1,0,,2016,defense
Akeem Ayers,IND,27,,16,0,1,25,0,25,2,,,,,,2.0,21,14,7,1,5,,2016,defense
Jayrone Elliott,GNB,25,,11,0,,,,,,,,,,,1.0,19,14,5,4,1,,2016,defense
Lawrence Guy,BAL,26,RDE,16,10,,,,,,1,0,1,0,0,1.0,28,14,14,5,9,,2016,defense
Demontre Hurst,CHI,25,,10,1,1,0,0,0,2,,,,,,1.0,14,14,0,1,1,,2016,defense
