Player,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Year,Category
Charles Johnson,CAR,30,LDE,13,13,0,0,0,0,2,3,0,0,0,0,4.0,26,14,12,2,14,,2016,defense
Star Lotulelei,CAR,27,LDT,16,16,0,0,0,0,1,1,0,0,0,0,4.0,26,14,12,5,6,,2016,defense
Stacy McGee,OAK,26,LDT,9,9,,,,,,2,0,0,0,0,2.5,17,14,3,3,3,,2016,defense
Rakeem Nunez-Roches,KAN,23,LDE,11,5,,,,,,,,,,,1.0,23,14,9,5,3,,2016,defense
Trovon Reed,SDG,26,,6,1,2,6,0,3,3,,,,,,0.0,14,14,0,0,0,,2016,defense
,,,,,,,,,,,,,,,,,,,,,,,2016,defense
Khyri Thornton,DET,27,rdt,13,6,,,,,,,,,,,1.0,19,14,5,2,2,,2016,defense
Cornelius Washington,CHI,27,,15,2,0,0,0,0,1,,,,,,2.0,20,14,6,2,4,,2016,defense
Paul Worrilow,ATL,26,,12,1,0,0,0,0,2,0,0,2,0,0,0.0,21,14,7,1,1,,2016,defense
Juston Burris,NYJ,23,,16,1,1,0,0,0,5,,,,,,0.0,16,13,3,0,0,,2016,defense
Kenny Clark,GNB,21,,16,2,0,0,0,0,2,0,0,2,2,0,0.0,21,13,8,1,4,,2016,defense
Nate Ebner,NWE,28,,16,0,,,,,,1,0,1,0,0,0.0,19,13,6,0,0,,2016,defense
Karl Klug,TEN,28,,14,3,0,0,0,0,1,,,,,,1.5,26,13,13,2,5,,2016,defense
Pernell McPhee,CHI,28,,9,0,,,,,,1,0,0,0,0,4.0,16,13,3,5,9,,2016,defense
Jordan Phillips,MIA,24,RDT,16,11,1,17,0,17,3,,,,,,0.5,23,13,10,5,3,,2016,defense
Jarran Reed,SEA,24,rdt,15,6,0,0,0,0,3,,,,,,1.5,34,13,21,1,4,,2016,defense
Neiko Thorpe,SEA,26,,15,0,,,,,,0,0,1,0,0,0.0,19,13,6,0,0,,2016,defense
Dekoda Watson,DEN,28,,16,0,,,,,,1,0,0,0,0,1.0,17,13,4,1,0,,2016,defense
Aaron Williams,BUF,26,SS,7,5,0,0,0,0,5,0,0,1,53,1,0.0,20,13,7,1,0,,2016,defense
Tourek Williams,SDG,25,,16,0,0,0,0,0,1,,,,,,1.0,21,13,8,1,0,,2016,defense
Ron Brooks,PHI,28,db,6,5,0,0,0,0,1,0,0,1,0,0,0.0,14,12,2,0,0,,2016,defense
Blake Countess,LAR,23,,5,2,,,,,,,,,,,1.0,20,12,8,0,4,,2016,defense
Jack Crawford,DAL,28,RDE,16,10,,,,,,,,,,,3.5,25,12,13,3,6,,2016,defense
Deshazor Everett,WAS,24,,16,0,1,0,0,0,1,,,,,,0.0,12,12,0,0,0,,2016,defense
Eddie Goldman,CHI,22,nt,6,5,0,0,0,0,1,,,,,,2.5,18,12,6,2,4,,2016,defense
David Irving,DAL,23,,15,2,0,0,0,0,5,4,0,1,0,0,4.0,17,12,5,5,15,,2016,defense
Matt Judon,BAL,24,,14,0,0,0,0,0,2,0,0,1,3,0,4.0,27,12,15,4,10,,2016,defense
Aaron Lynch,SFO,23,,7,3,,,,,,,,,,,1.5,13,12,1,5,6,,2016,defense
Jonathan Meeks,BUF,27,,16,0,0,0,0,0,1,0,0,1,0,0,0.0,16,12,4,0,0,,2016,defense
Romeo Okwara,NYG,21,,16,4,0,0,0,0,2,,,,,,1.0,25,12,13,2,5,,2016,defense
Corey Peters,ARI,28,NT,15,14,,,,,,,,,,,0.0,21,12,9,4,1,1,2016,defense
Deon Simon,NYJ,26,,16,1,,,,,,,,,,,1.5,23,12,11,2,2,,2016,defense
Marcus Smith,PHI,24,,16,0,,,,,,,,,,,2.5,16,12,4,3,4,,2016,defense
Darryl Tapp,NOR,32,,16,2,,,,,,0,0,1,0,0,0.5,17,12,5,0,9,,2016,defense
Cedric Thornton,DAL,28,,13,0,0,0,0,0,1,1,0,1,1,0,1.5,22,12,10,4,4,,2016,defense
Mitch Unrein,CHI,29,RDE,13,9,,,,,,,,,,,1.0,26,12,14,1,3,,2016,defense
,,,,,,,,,,,,,,,,,,,,,,,2016,defense
Adolphus Washington,BUF,22,RDE,15,11,0,0,0,0,1,,,,,,2.5,21,12,9,4,3,,2016,defense
Ronald Blair,SFO,23,,16,0,,,,,,,,,,,3.0,16,11,5,3,8,,2016,defense
Trent Cole,IND,34,,7,4,0,0,0,0,1,,,,,,2.0,16,11,5,3,4,,2016,defense
Wallace Gilberry,2TM,32,,9,1,,,,,,,,,,,2.5,15,11,4,3,9,,2016,defense
Ra'Shede Hageman,ATL,26,,12,4,,,,,,,,,,,2.0,18,11,7,3,5,,2016,defense
Johnny Holton,OAK,26,,15,0,,,,,,0,1,0,0,0,0.0,12,11,1,0,0,,2016,defense
Dontae Johnson,SFO,25,,15,0,0,0,0,0,3,,,,,,0.0,15,11,4,1,2,,2016,defense
Tom Johnson,MIN,32,,14,0,1,4,0,4,1,0,1,0,0,0,2.0,17,11,6,5,23,,2016,defense
Zach Kerr,IND,26,,12,4,,,,,,0,0,1,0,0,2.5,19,11,8,4,6,,2016,defense
Haloti Ngata,DET,32,RDT,13,13,0,0,0,0,3,,,,,,1.5,22,11,11,0,3,,2016,defense
Cam Thomas,LAR,30,,16,2,,,,,,,,,,,1.0,15,11,4,1,3,,2016,defense
Vincent Valentine,NWE,22,,13,2,,,,,,,,,,,1.0,19,11,8,2,2,,2016,defense
Jason Verrett,SDG,25,,4,4,1,0,0,0,3,0,0,1,0,0,0.0,13,11,2,0,0,,2016,defense
Aaron Wallace,TEN,23,,10,0,,,,,,,,,,,1.0,14,11,3,1,2,,2016,defense
Dan Williams,OAK,29,RDT,16,11,0,0,0,0,1,,,,,,0.5,17,11,6,0,3,,2016,defense
Jeremiah Attaochu,SDG,23,,8,1,,,,,,,,,,,2.0,11,10,1,2,4,,2016,defense
Will Clarke,CIN,25,,16,0,0,0,0,0,1,,,,,,4.0,15,10,5,4,6,,2016,defense
Terence Garvin,WAS,25,,16,0,,,,,,,,,,,0.5,16,10,6,0,2,,2016,defense
De'Vante Harris,NOR,23,,10,0,0,0,0,0,1,0,1,1,1,0,0.0,12,10,2,0,0,,2016,defense
Cullen Jenkins,WAS,35,,15,0,,,,,,,,,,,1.5,16,10,6,5,2,,2016,defense
Jonathan Jones,NWE,23,,16,1,0,0,0,0,1,1,0,1,0,0,0.0,14,10,4,1,1,,2016,defense
Daniel McCullers,PIT,24,,16,1,0,0,0,0,1,,,,,,1.0,17,10,7,2,5,,2016,defense
Alex Okafor,ARI,25,,15,0,,,,,,1,0,1,0,0,3.5,13,10,3,3,6,,2016,defense
Chase Reynolds,LAR,29,,16,0,,,,,,,,,,,0.0,11,10,1,0,0,,2016,defense
Za'Darius Smith,BAL,24,,13,4,0,0,0,0,1,1,0,0,0,0,1.0,20,10,10,4,4,,2016,defense
Akeem Spence,TAM,25,,16,4,,,,,,,,,,,0.5,19,10,9,2,3,,2016,defense
Darrell Stuckey,SDG,29,,16,0,,,,,,0,0,1,0,0,0.0,11,10,1,0,0,,2016,defense
D.J. White,KAN,23,,11,0,1,0,0,0,3,,,,,,0.0,11,10,1,0,0,,2016,defense
Anthony Zettel,DET,24,,13,0,,,,,,,,,,,1.0,13,10,3,1,1,,2016,defense
Henry Anderson,IND,25,,11,2,0,0,0,0,2,0,0,1,0,0,0.0,12,9,3,0,5,,2016,defense
,,,,,,,,,,,,,,,,,,,,,,,2016,defense
Arik Armstead,SFO,23,,8,4,,,,,,1,0,0,0,0,2.5,15,9,6,2,4,,2016,defense
Jay Bromley,NYG,24,,15,0,,,,,,,,,,,1.0,14,9,5,2,1,,2016,defense
Aaron Burbridge,SFO,23,,16,3,,,,,,0,1,0,0,0,0.0,12,9,3,0,0,,2016,defense
Cody Davis,LAR,27,,15,3,1,29,0,29,3,,,,,,0.0,14,9,5,1,1,,2016,defense
Elvis Dumervil,BAL,32,,8,3,,,,,,2,0,1,0,0,3.0,11,9,2,1,9,,2016,defense
James Laurinaitis,NOR,30,,5,3,0,0,0,0,1,0,0,1,0,0,0.0,17,9,8,0,0,,2016,defense
Arthur Moats,PIT,28,lolb,16,5,0,0,0,0,3,,,,,,3.5,21,9,12,3,7,,2016,defense
Eric Murray,KAN,22,,16,0,,,,,,0,0,1,0,0,0.0,9,9,0,0,0,,2016,defense
Jared Odrick,JAX,29,rde,6,6,0,0,0,0,1,1,0,0,0,0,1.0,12,9,3,0,1,,2016,defense
Anthony Sherman,KAN,28,,16,3,,,,,,2,0,0,0,0,0.0,9,9,0,0,0,,2016,defense
Destiny Vaeao,PHI,22,,16,0,,,,,,1,0,0,0,0,2.0,15,9,6,1,3,,2016,defense
DeMarcus Ware,DEN,34,rolb,10,8,0,0,0,0,1,,,,,,4.0,15,9,6,3,8,,2016,defense
Eric Weems,ATL,31,,16,0,,,,,,,,,,,0.0,15,9,6,0,0,,2016,defense
Mario Williams,MIA,31,rde,13,5,0,0,0,0,1,,,,,,1.5,13,9,4,4,5,,2016,defense
C.J. Wilson,CHI,29,,6,1,,,,,,,,,,,1.0,13,9,4,2,4,,2016,defense
Bene Benwikere,CAR,25,,4,4,1,1,0,1,4,,,,,,0.0,10,8,2,1,0,,2016,defense
Shilique Calhoun,OAK,24,,10,0,0,0,0,0,1,,,,,,0.5,9,8,1,1,3,,2016,defense
Kasim Edebali,NOR,27,,16,1,0,0,0,0,1,,,,,,1.0,11,8,3,1,2,,2016,defense
Lavar Edwards,2TM,26,,10,0,0,0,0,0,1,,,,,,2.0,11,8,3,4,3,,2016,defense
Marquis Flowers,CIN,24,,16,0,,,,,,0,0,1,0,0,0.0,8,8,0,0,0,,2016,defense
Randy Gregory,DAL,24,,2,0,,,,,,,,,,,1.0,9,8,1,2,2,,2016,defense
Dwayne Harris*,NYG,29,,16,1,,,,,,0,3,1,0,0,0.0,12,8,4,0,0,,2016,defense
Kendall Langford,IND,30,LDE,7,7,0,0,0,0,2,0,0,1,0,0,0.0,10,8,2,2,1,,2016,defense
DeMarcus Lawrence,DAL,24,,9,3,,,,,,1,0,0,0,0,1.0,11,8,3,3,6,,2016,defense
Corey Lemonier,2TM,25,,9,1,0,0,0,0,1,1,0,1,0,0,2.0,9,8,1,2,3,,2016,defense
Kyle Love,CAR,30,,10,1,,,,,,1,0,1,0,0,1.5,16,8,8,1,2,,2016,defense
Josh Martin,NYJ,25,,15,0,,,,,,,,,,,0.5,15,8,7,0,1,,2016,defense
Kareem Martin,ARI,24,,13,0,,,,,,1,0,0,0,0,0.0,10,8,2,1,1,,2016,defense
Ricardo Mathews,PIT,29,lde,16,5,,,,,,,,,,,1.0,14,8,6,3,3,,2016,defense
Michael Mauti,NOR,26,,8,0,,,,,,1,0,0,0,0,1.0,9,8,1,0,1,,2016,defense
,,,,,,,,,,,,,,,,,,,,,,,2016,defense
Robert Quinn,LAR,26,RDE,9,8,0,0,0,0,2,2,0,0,0,0,4.0,10,8,2,2,6,,2016,defense
Hassan Ridgeway,IND,22,lde,16,5,0,0,0,0,1,,,,,,1.5,21,8,13,2,5,,2016,defense
Damion Square,SDG,27,nt,11,7,,,,,,,,,,,2.5,13,8,5,4,4,,2016,defense
Billy Winn,DEN,27,,16,2,,,,,,0,0,1,4,0,0.0,19,8,11,1,0,,2016,defense
Ray-Ray Armstrong,SFO,25,,2,0,1,5,0,5,2,0,0,1,0,0,0.0,8,7,1,1,0,,2016,defense
Rex Burkhead,CIN,26,,16,1,,,,,,1,1,0,0,0,0.0,12,7,5,0,0,,2016,defense
Audie Cole,MIN,27,,16,0,,,,,,0,0,1,0,0,0.0,12,7,5,0,0,,2016,defense
James Cowser,OAK,26,,6,0,,,,,,0,0,1,0,0,1.0,9,7,2,1,1,,2016,defense
Brock Coyle,SEA,26,,12,3,,,,,,,,,,,1.0,16,7,9,1,1,,2016,defense
Dwight Freeney,ATL,36,,15,1,,,,,,,,,,,3.0,10,7,3,4,10,,2016,defense
Rodney Gunter,ARI,24,,16,1,,,,,,0,0,1,0,0,1.5,15,7,8,1,3,,2016,defense
Deiondre' Hall,CHI,22,,8,0,1,0,0,0,3,,,,,,0.0,9,7,2,0,1,,2016,defense
Andre Holmes,OAK,28,,16,2,,,,,,0,0,1,0,0,0.0,9,7,2,0,0,,2016,defense
Austin Johnson,TEN,22,,10,0,0,0,0,0,1,,,,,,0.5,14,7,7,1,1,,2016,defense
Shiloh Keo,2TM,29,,10,0,,,,,,0,0,3,0,0,0.0,7,7,0,0,0,,2016,defense
Shaq Lawson,BUF,22,,10,1,0,0,0,0,1,1,0,0,0,0,2.0,13,7,6,3,3,,2016,defense
Lorenzo Mauldin,NYJ,24,,11,3,1,0,0,0,2,,,,,,2.5,16,7,9,1,13,,2016,defense
Mike Morgan,SEA,28,,9,3,1,14,0,14,1,,,,,,0.0,12,7,5,2,0,,2016,defense
Darius Philon,SDG,22,,14,2,,,,,,,,,,,1.0,11,7,4,0,2,,2016,defense
D.J. Reader,HOU,22,lde,16,7,0,0,0,0,1,,,,,,1.0,22,7,15,2,2,,2016,defense
Brent Urban,BAL,25,,16,0,0,0,0,0,2,,,,,,2.0,10,7,3,3,2,,2016,defense
Kyle Wilber,DAL,27,,15,1,,,,,,1,0,2,0,0,0.0,9,7,2,0,0,,2016,defense
Alfred Blue,HOU,25,,14,2,,,,,,0,2,0,0,0,0.0,6,6,0,0,0,,2016,defense
Sheldon Day,JAX,22,,16,0,,,,,,,,,,,1.0,8,6,2,4,1,,2016,defense
Terrence Fede,MIA,25,,9,0,,,,,,0,0,1,0,0,0.0,14,6,8,1,0,,2016,defense
Josh Forrest,LAR,24,,10,4,0,0,0,0,1,0,0,1,0,0,0.0,9,6,3,2,1,,2016,defense
Jonathan Grimes,HOU,27,,10,0,,,,,,1,0,0,0,0,0.0,7,6,1,0,0,,2016,defense
Daniel Lasco,NOR,24,,7,0,,,,,,,,,,,0.0,6,6,0,0,0,,2016,defense
Cody Latimer,DEN,24,,12,1,,,,,,,,,,,0.0,6,6,0,0,0,,2016,defense
Ricardo Louis,CLE,22,,16,3,,,,,,1,1,2,1,0,0.0,7,6,1,0,0,,2016,defense
,,,,,,,,,,,,,,,,,,,,,,,2016,defense
Dean Lowry,GNB,22,,15,0,0,0,0,0,1,,,,,,2.0,8,6,2,3,4,,2016,defense
Stephen Paea,CLE,28,,13,1,,,,,,,,,,,0.5,12,6,6,0,3,,2016,defense
Tenny Palepoi,SDG,26,,13,0,,,,,,0,0,1,0,0,0.0,13,6,7,1,7,,2016,defense
Sealver Siliga,2TM,26,,10,0,,,,,,,,,,,1.0,10,6,4,1,1,,2016,defense
Mike Thomas,LAR,22,,15,0,,,,,,1,1,0,0,0,0.0,6,6,0,0,0,,2016,defense
Darren Waller,BAL,24,,12,3,,,,,,,,,,,0.0,6,6,0,0,0,,2016,defense
Joe Webb,CAR,30,,14,0,,,,,,,,,,,0.0,6,6,0,0,0,,2016,defense
Kerry Wynn,NYG,25,,14,0,,,,,,0,0,1,0,0,0.5,12,6,6,0,1,,2016,defense
Arrelious Benn,JAX,28,,15,0,,,,,,,,,,,0.0,5,5,0,0,0,,2016,defense
Trey Burton,PHI,25,,15,4,,,,,,1,0,1,0,0,0.0,6,5,1,0,0,,2016,defense
Vernon Butler,CAR,22,,10,0,0,0,0,0,1,0,0,1,0,0,1.5,13,5,8,2,4,,2016,defense
Marcus Cromartie,SFO,26,,10,0,,,,,,0,0,1,0,0,0.0,5,5,0,1,0,,2016,defense
Kevin Dodd,TEN,24,,9,1,,,,,,,,,,,1.0,5,5,0,1,2,,2016,defense
Marwin Evans,GNB,23,,16,0,,,,,,,,,,,0.0,6,5,1,0,0,,2016,defense
Bennie Fowler,DEN,25,,13,0,,,,,,,,,,,0.0,5,5,0,0,0,,2016,defense
Adam Gotsis,DEN,24,,16,0,0,0,0,0,1,0,0,1,0,0,0.0,14,5,9,0,3,,2016,defense
Corey Grant,JAX,25,,11,1,,,,,,,,,,,0.0,6,5,1,0,0,,2016,defense
Joel Heath,HOU,23,LDE,12,6,,,,,,,,,,,2.0,8,5,3,2,4,,2016,defense
Akeem Hunt,HOU,23,,8,0,,,,,,0,2,1,0,0,0.0,7,5,2,0,0,,2016,defense
Jeff Janis,GNB,25,,16,1,,,,,,,,,,,0.0,5,5,0,0,0,,2016,defense
Josh Johnson,JAX,27,,8,0,0,0,0,0,1,,,,,,0.5,9,5,4,0,1,,2016,defense
Tyler Kroft,CIN,24,TE,14,11,,,,,,,,,,,0.0,7,5,2,0,0,,2016,defense
Harlan Miller,ARI,22,,2,2,1,52,0,52,1,,,,,,0.0,7,5,2,1,0,,2016,defense
Roosevelt Nix,PIT,24,,10,2,,,,,,,,,,,0.0,8,5,3,0,0,,2016,defense
James O'Shaughnessy,KAN,24,,16,3,,,,,,0,0,1,0,0,0.0,7,5,2,0,0,,2016,defense
Dashaun Phillips,WAS,25,,5,2,,,,,,0,0,1,0,0,0.0,9,5,4,2,0,,2016,defense
Caraun Reid,SDG,25,,7,0,0,0,0,0,1,0,0,1,61,1,1.0,5,5,0,2,2,,2016,defense
Keith Smith,DAL,24,,16,1,,,,,,,,,,,0.0,5,5,0,0,0,,2016,defense
Rod Streater,SFO,28,,16,2,,,,,,,,,,,0.0,8,5,3,0,0,,2016,defense
Jordan Todman,IND,26,,16,0,,,,,,,,,,,0.0,7,5,2,0,0,,2016,defense
,,,,,,,,,,,,,,,,,,,,,,,2016,defense
Teddy Williams,CAR,28,,3,0,1,19,0,19,2,,,,,,0.0,6,5,1,0,0,,2016,defense
Walt Aikens,MIA,25,,15,0,,,,,,,,,,,0.0,7,4,3,0,0,,2016,defense
Josh Bellamy,CHI,27,,16,2,,,,,,1,0,0,0,0,0.0,5,4,1,0,0,,2016,defense
Brandon Bolden,NWE,26,,14,0,,,,,,1,0,1,0,0,0.0,4,4,0,0,0,,2016,defense
Terrence Brooks,PHI,24,,11,0,1,6,0,6,1,2,0,0,0,0,0.0,5,4,1,0,0,,2016,defense
Armonty Bryant,DET,26,,5,0,,,,,,1,0,0,0,0,3.0,5,4,1,3,3,,2016,defense
Josh Ferguson,IND,23,,16,0,,,,,,0,1,0,0,0,0.0,5,4,1,0,0,,2016,defense
Graham Gano,CAR,29,,16,0,,,,,,,,,,,0.0,4,4,0,0,0,,2016,defense
Mike Gillislee,BUF,26,,15,1,,,,,,0,1,1,0,0,0.0,4,4,0,0,0,,2016,defense
Demetrius Harris,KAN,25,WR,16,11,,,,,,0,1,1,27,1,0.0,4,4,0,0,0,,2016,defense
Mark Herzlich,NYG,29,,14,0,,,,,,0,0,1,0,0,0.0,7,4,3,0,0,,2016,defense
Tyreek Hill*+,KAN,22,,16,1,,,,,,0,4,2,0,0,0.0,6,4,2,0,0,,2016,defense
Jayron Kearse,MIN,22,,16,1,,,,,,0,0,1,0,0,0.0,6,4,2,0,0,,2016,defense
Roger Lewis,NYG,23,,13,1,,,,,,1,0,0,0,0,0.0,4,4,0,0,0,,2016,defense
Bradley Marquez,LAR,24,,14,0,,,,,,,,,,,0.0,5,4,1,0,0,,2016,defense
T.Y. McGill,IND,24,,13,0,0,0,0,0,1,1,0,0,0,0,2.0,6,4,2,2,9,,2016,defense
Ifeanyi Momah,ARI,27,,5,1,,,,,,1,0,1,0,0,0.0,4,4,0,0,0,,2016,defense
Jamize Olawale,OAK,27,RB,16,7,,,,,,,,,,,0.0,4,4,0,0,0,,2016,defense
Cordarrelle Patterson*+,MIN,25,WR,16,8,,,,,,0,2,0,0,0,0.0,5,4,1,0,0,,2016,defense
Bobby Rainey,NYG,29,,15,0,,,,,,0,1,0,0,0,0.0,6,4,2,0,0,,2016,defense
Ryan Russell,TAM,24,,8,0,,,,,,,,,,,1.0,4,4,0,1,4,,2016,defense
Marcus Sherels,MIN,29,,11,0,0,0,0,0,1,0,1,1,0,0,0.0,4,4,0,0,0,,2016,defense
Matthew Slater*+,NWE,31,,13,0,,,,,,0,2,0,0,0,0.0,6,4,2,0,0,,2016,defense
Chris Smith,JAX,24,,6,0,,,,,,,,,,,1.0,4,4,0,1,1,,2016,defense
Paul Soliai,CAR,33,,10,1,,,,,,0,0,1,0,0,0.0,8,4,4,1,1,,2016,defense
Brandon Williams,SEA,29,,16,1,,,,,,,,,,,0.0,6,4,2,0,0,,2016,defense
Kerwynn Williams,ARI,25,,10,0,,,,,,,,,,,0.0,5,4,1,0,0,,2016,defense
James Wright,CIN,25,,13,2,,,,,,,,,,,0.0,11,4,7,0,0,,2016,defense
Dominique Alexander,CLE,21,,14,0,,,,,,0,0,1,2,0,0.0,7,3,4,0,0,,2016,defense
Antonio Andrews,TEN,24,,16,0,,,,,,,,,,,0.0,5,3,2,0,0,,2016,defense
,,,,,,,,,,,,,,,,,,,,,,,2016,defense
George Atkinson,CLE,24,,16,0,,,,,,0,1,0,0,0,0.0,3,3,0,0,0,,2016,defense
Blake Bell,SFO,25,,13,0,,,,,,,,,,,0.0,5,3,2,0,0,,2016,defense
Ben Braunecker,CHI,22,,13,2,,,,,,,,,,,0.0,4,3,1,0,0,,2016,defense
Travaris Cadet,NOR,27,,15,1,,,,,,,,,,,0.0,5,3,2,0,0,,2016,defense
Sammie Coates,PIT,23,wr,14,5,,,,,,,,,,,0.0,7,3,4,0,0,,2016,defense
Benny Cunningham,LAR,26,,11,0,,,,,,0,1,2,0,0,0.0,3,3,0,0,0,,2016,defense
Ryan Delaire,CAR,24,,6,0,0,0,0,0,1,,,,,,1.0,6,3,3,1,1,,2016,defense
Shaun Draughn,SFO,29,,16,1,,,,,,0,1,1,0,0,0.0,4,3,1,0,0,,2016,defense
Tyler Ervin,HOU,23,,12,0,,,,,,0,3,0,0,0,0.0,4,3,1,0,0,,2016,defense
Gavin Escobar,DAL,25,,16,1,,,,,,,,,,,0.0,4,3,1,0,0,,2016,defense
Morgan Fox,LAR,22,,4,0,,,,,,1,0,1,0,0,0.0,5,3,2,1,2,,2016,defense
Brittan Golden,ARI,28,,12,1,,,,,,0,1,2,20,0,0.0,3,3,0,0,0,,2016,defense
Darrius Heyward-Bey,PIT,29,,10,0,,,,,,1,0,1,0,0,0.0,3,3,0,0,0,,2016,defense
Josh Hill,NOR,26,TE,9,8,,,,,,,,,,,0.0,4,3,1,0,0,,2016,defense
Wes Horton,CAR,26,RDE,11,10,,,,,,2,0,2,4,0,2.5,11,3,8,0,4,,2016,defense
Marqueston Huff,BAL,24,,11,0,,,,,,0,0,1,0,0,0.0,3,3,0,0,0,,2016,defense
Cyrus Jones,NWE,23,,10,1,,,,,,0,5,2,0,0,0.0,7,3,4,0,0,,2016,defense
Howard Jones,TAM,26,,8,0,,,,,,0,0,1,0,0,0.0,3,3,0,0,1,,2016,defense
Taiwan Jones,OAK,28,,13,0,,,,,,0,0,1,0,0,0.0,4,3,1,0,0,,2016,defense
Kyle Juszczyk*,BAL,25,RB,16,7,,,,,,,,,,,0.0,4,3,1,0,0,,2016,defense
Ufomba Kamalu,HOU,24,,4,1,,,,,,,,,,,1.0,5,3,2,2,1,,2016,defense
Chris Lewis-Harris,2TM,27,,14,0,1,11,0,11,2,,,,,,0.0,5,3,2,0,0,,2016,defense
Nick Marshall,NYJ,24,,8,0,,,,,,0,0,1,14,0,0.0,5,3,2,0,0,,2016,defense
Brandon McManus,DEN,25,,16,0,,,,,,,,,,,0.0,3,3,0,0,0,,2016,defense
Doug Middleton,NYJ,23,,4,0,0,0,0,0,1,,,,,,0.0,6,3,3,0,0,,2016,defense
Chris Moore,BAL,23,,15,0,,,,,,0,1,2,0,1,0.0,4,3,1,0,0,,2016,defense
Damontre Moore,SEA,24,,4,0,,,,,,,,,,,0.5,7,3,4,2,1,,2016,defense
Ayodeji Olatoye,ATL,25,,5,0,0,0,0,0,3,,,,,,0.0,4,3,1,,,,2016,defense
Paul Perkins,NYG,22,,14,1,,,,,,0,1,1,0,0,0.0,4,3,1,0,0,,2016,defense
Jay Prosch,HOU,24,,15,1,,,,,,,,,,,0.0,4,3,1,0,0,,2016,defense
,,,,,,,,,,,,,,,,,,,,,,,2016,defense
Denard Robinson,JAX,26,,13,1,,,,,,0,0,1,0,0,0.0,3,3,0,0,0,,2016,defense
Antonio Smith,HOU,35,,13,0,,,,,,,,,,,0.5,4,3,1,0,6,,2016,defense
Erik Swoope,IND,24,,16,4,,,,,,,,,,,0.0,4,3,1,0,0,,2016,defense
Adam Thielen,MIN,26,WR,16,10,,,,,,0,2,2,0,0,0.0,4,3,1,0,0,,2016,defense
Robert Thomas,NYG,25,,8,0,,,,,,,,,,,1.0,5,3,2,1,1,,2016,defense
Derek Watt,SDG,24,,16,2,,,,,,,,,,,0.0,4,3,1,0,0,,2016,defense
Fozzy Whittaker,CAR,27,,16,0,,,,,,0,1,0,0,0,0.0,3,3,0,0,0,,2016,defense
Zach Zenner,DET,25,,14,4,,,,,,0,1,0,0,0,0.0,3,3,0,0,0,,2016,defense
Kamar Aiken,BAL,27,wr,16,6,,,,,,0,0,2,-2,0,0.0,2,2,0,0,0,,2016,defense
Bryan Anger,TAM,28,,16,0,,,,,,,,,,,0.0,2,2,0,0,0,,2016,defense
Kapri Bibbs,DEN,23,,12,0,,,,,,0,0,1,0,0,0.0,2,2,0,0,0,,2016,defense
Nick Boyle,BAL,23,,6,0,,,,,,,,,,,0.0,2,2,0,0,0,,2016,defense
Corey Brown,CAR,25,wr,16,8,,,,,,0,1,0,0,0,0.0,2,2,0,0,0,,2016,defense
Malcolm Brown,LAR,23,,16,0,,,,,,0,1,1,0,0,0.0,2,2,0,0,0,,2016,defense
Garrett Celek,SFO,28,te,16,6,,,,,,1,2,0,0,0,0.0,2,2,0,0,0,,2016,defense
Alan Cross,TAM,23,,14,0,,,,,,,,,,,0.0,2,2,0,0,0,,2016,defense
Orleans Darkwa,NYG,24,,10,2,,,,,,0,0,1,0,0,0.0,3,2,1,0,0,,2016,defense
Ed Dickson,CAR,29,TE,16,8,,,,,,,,,,,0.0,3,2,1,0,0,,2016,defense
Jack Doyle,IND,26,TE,16,14,,,,,,0,1,0,0,0,0.0,2,2,0,0,0,,2016,defense
Kenyan Drake,MIA,22,,16,1,,,,,,0,1,0,0,0,0.0,4,2,2,0,0,,2016,defense
Jalston Fowler,TEN,26,RB,16,6,,,,,,,,,,,0.0,2,2,0,0,0,,2016,defense
Ted Ginn Jr.,CAR,31,WR,16,8,,,,,,0,3,1,0,0,0.0,2,2,0,0,0,,2016,defense
Clay Harbor,2TM,29,,15,2,,,,,,,,,,,0.0,2,2,0,0,0,,2016,defense
Stephen Hauschka,SEA,31,,16,0,,,,,,1,0,0,0,0,0.0,2,2,0,0,0,,2016,defense
Ryan Hewitt,CIN,25,TE,16,11,,,,,,,,,,,0.0,2,2,0,0,0,,2016,defense
Tyrone Holmes,CLE,23,,11,0,,,,,,,,,,,1.0,6,2,4,0,1,,2016,defense
Julian Howsare,NYJ,24,,2,0,,,,,,,,,,,0.0,2,2,0,0,0,,2016,defense
Josh Huff,2TM,25,,10,2,,,,,,,,,,,0.0,3,2,1,0,0,,2016,defense
Andy Janovich,DEN,23,rb,11,5,,,,,,,,,,,0.0,2,2,0,0,0,,2016,defense
Chris Jones,DAL,27,,16,0,,,,,,,,,,,0.0,3,2,1,0,0,,2016,defense
,,,,,,,,,,,,,,,,,,,,,,,2016,defense
Chris Landrum,SDG,24,,10,0,,,,,,,,,,,1.0,4,2,2,1,4,,2016,defense
Zach Line,MIN,26,,15,4,,,,,,,,,,,0.0,2,2,0,0,0,,2016,defense
Jeff Locke,MIN,27,,16,0,,,,,,,,,,,0.0,2,2,0,0,0,,2016,defense
Gabe Martin,ARI,24,,8,0,,,,,,0,0,1,-1,0,0.0,4,2,2,0,0,,2016,defense
